,"(mm) Precipitation (CHIRPS) at Batticaloa, 2007-01-01 to 2025-12-31"
"2023-04-29",8.3137
"2023-04-30",4.3733
"2023-05-01",12.8122
"2023-05-02",10.6971
"2023-05-03",2.695
"2023-05-04",14.5186
"2023-05-05",15.64
"2023-05-06",7.3438
"2023-05-07",6.3991
"2023-05-08",7.2172
"2023-05-09",11.3065
"2023-05-10",5.7031
"2023-05-11",1.488
"2023-05-12",0.2752
"2023-05-13",1.9261
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0.0481
"2023-05-18",0
"2023-05-19",0
"2023-05-20",4.7828
"2023-05-21",2.4426
"2023-05-22",3.1689
"2023-05-23",0.0224
"2023-05-24",0.0231
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0.7689
"2023-05-29",3.3553
"2023-05-30",0.5448
"2023-05-31",0.0837
"2023-06-01",0
"2023-06-02",2.9475
"2023-06-03",0
"2023-06-04",0
"2023-06-05",0
"2023-06-06",0.4223
"2023-06-07",0
"2023-06-08",0
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0.0179
"2023-06-13",0.0047
"2023-06-14",0
"2023-06-15",0
"2023-06-16",0.2358
"2023-06-17",11.5519
"2023-06-18",3.8773
"2023-06-19",0.0449
"2023-06-20",0.1626
"2023-06-21",6.3666
"2023-06-22",2.4895
"2023-06-23",0.0179
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0.128
"2023-06-27",0.969
"2023-06-28",0
"2023-06-29",4.966
"2023-06-30",0
"2023-07-01",2.5886
"2023-07-02",6.906
"2023-07-03",3.0469
"2023-07-04",0.5792
"2023-07-05",0
"2023-07-06",0.0055
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",6.1417
"2023-07-11",2.9035
"2023-07-12",0
"2023-07-13",0.0402
"2023-07-14",0
"2023-07-15",0
"2023-07-16",0.0124
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",3.1403
"2023-07-24",1.835
"2023-07-25",1.3303
"2023-07-26",1.2035
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0
"2023-08-06",0.1547
"2023-08-07",0
"2023-08-08",0
"2023-08-09",0.0405
"2023-08-10",0.0377
"2023-08-11",4.2969
"2023-08-12",0
"2023-08-13",0
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",0.0826
"2023-08-23",0.001
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0.5031
"2023-08-29",3.7313
"2023-08-30",3.3303
"2023-08-31",12.7907
"2023-09-01",17.2308
"2023-09-02",0.0002
"2023-09-03",0
"2023-09-04",0
"2023-09-05",0.0049
"2023-09-06",4.4144
"2023-09-07",1.4351
"2023-09-08",0
"2023-09-09",0
"2023-09-10",1.9844
"2023-09-11",0.71
"2023-09-12",0
"2023-09-13",1.4136
"2023-09-14",0.0397
"2023-09-15",0.4137
"2023-09-16",0.0451
"2023-09-17",12.2734
"2023-09-18",6.3018
"2023-09-19",2.1369
"2023-09-20",0.0256
"2023-09-21",0
"2023-09-22",1.3126
"2023-09-23",0.8778
"2023-09-24",1.2065
"2023-09-25",0.0558
"2023-09-26",17.5617
"2023-09-27",10.7468
"2023-09-28",5.3819
"2023-09-29",10.926
"2023-09-30",36.9119
"2023-10-01",8.8816
"2023-10-02",2.4469
"2023-10-03",10.7641
"2023-10-04",7.3538
"2023-10-05",9.4846
"2023-10-06",1.3031
"2023-10-07",1.5293
"2023-10-08",0.2399
"2023-10-09",2.8898
"2023-10-10",2.6358
"2023-10-11",0.7904
"2023-10-12",15.0806
"2023-10-13",5.0494
"2023-10-14",10.1361
"2023-10-15",6.9325
"2023-10-16",2.8762
"2023-10-17",32.9475
"2023-10-18",23.063
"2023-10-19",1.7057
"2023-10-20",7.548
"2023-10-21",4.8801
"2023-10-22",10.9317
"2023-10-23",2.7639
"2023-10-24",0
"2023-10-25",0
"2023-10-26",0
"2023-10-27",1.5252
"2023-10-28",10.4327
"2023-10-29",7.1452
"2023-10-30",0.1698
"2023-10-31",4.9363
"2023-11-01",21.5348
"2023-11-02",2.8697
"2023-11-03",25.588
"2023-11-04",23.7813
"2023-11-05",2.745
"2023-11-06",0.8109
"2023-11-07",10.9162
"2023-11-08",1.5833
"2023-11-09",18.8874
"2023-11-10",0
"2023-11-11",6.8912
"2023-11-12",29.5981
"2023-11-13",14.4632
"2023-11-14",9.2937
"2023-11-15",25.1724
"2023-11-16",24.1928
"2023-11-17",4.0783
"2023-11-18",19.9497
"2023-11-19",14.1826
"2023-11-20",10.6977
"2023-11-21",10.7955
"2023-11-22",14.91
"2023-11-23",0
"2023-11-24",0.0096
"2023-11-25",0
"2023-11-26",2.0116
"2023-11-27",36.7008
"2023-11-28",16.1531
"2023-11-29",20.1987
"2023-11-30",7.0093
"2023-12-01",17.964
"2023-12-02",24.3698
"2023-12-03",0.1257
"2023-12-04",4.0404
"2023-12-05",10.9218
"2023-12-06",1.5265
"2023-12-07",0.4392
"2023-12-08",0.4163
"2023-12-09",1.9552
"2023-12-10",7.1245
"2023-12-11",1.9832
"2023-12-12",17.4929
"2023-12-13",0
"2023-12-14",68.8003
"2023-12-15",57.5382
"2023-12-16",53.5801
"2023-12-17",0.0009
"2023-12-18",2.9845
"2023-12-19",23.0393
"2023-12-20",1.6959
"2023-12-21",0.8531
"2023-12-22",4.2962
"2023-12-23",0.067
"2023-12-24",0
"2023-12-25",0
"2023-12-26",11.8278
"2023-12-27",58.4475
"2023-12-28",75.5944
"2023-12-29",43.248
"2023-12-30",0
"2023-12-31",11.3174
"2024-01-01",56.525
"2024-01-02",41.9698
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0
"2024-01-06",0
"2024-01-07",1.4865
"2024-01-08",46.4305
"2024-01-09",78.1741
"2024-01-10",99.657
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",6.5666
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",48.5325
"2024-02-01",0
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0.063
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.2417
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0
"2024-02-16",1.3072
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0
"2024-02-24",0
"2024-02-25",2.3179
"2024-02-26",1.8449
"2024-02-27",0.6441
"2024-02-28",0
"2024-02-29",16.4579
"2024-03-01",6.7838
"2024-03-02",0.0064
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0.0624
"2024-03-06",0.5901
"2024-03-07",0.0215
"2024-03-08",0
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",5.7351
"2024-03-22",11.1486
"2024-03-23",0.4381
"2024-03-24",8.1724
"2024-03-25",0
"2024-03-26",0.5607
"2024-03-27",1.3144
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0.2987
"2024-04-01",0
"2024-04-02",0.1187
"2024-04-03",0
"2024-04-04",0
"2024-04-05",0.0581
"2024-04-06",0
"2024-04-07",0
"2024-04-08",0.0939
"2024-04-09",0.1582
"2024-04-10",0
"2024-04-11",9.1238
"2024-04-12",7.2758
"2024-04-13",1.3402
"2024-04-14",8.9575
"2024-04-15",10.2066
"2024-04-16",0
"2024-04-17",0
"2024-04-18",0
"2024-04-19",0
"2024-04-20",0
"2024-04-21",0
"2024-04-22",0
"2024-04-23",0.0128
"2024-04-24",0.1173
"2024-04-25",0.447
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0
"2024-04-29",1.4518
"2024-04-30",0
"2024-05-01",0
"2024-05-02",0.4706
"2024-05-03",0.0568
"2024-05-04",0.0135
"2024-05-05",0
"2024-05-06",0
"2024-05-07",0
"2024-05-08",2.2203
"2024-05-09",1.6938
"2024-05-10",3.0326
"2024-05-11",3.0353
"2024-05-12",1.9632
"2024-05-13",2.0136
"2024-05-14",8.1246
"2024-05-15",1.8503
"2024-05-16",5.6273
"2024-05-17",3.5125
"2024-05-18",5.5599
"2024-05-19",2.1383
"2024-05-20",0.7018
"2024-05-21",0.7585
"2024-05-22",3.1911
"2024-05-23",0.564
"2024-05-24",0.4809
"2024-05-25",1.9707
"2024-05-26",0.0036
"2024-05-27",0
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0.0108
"2024-06-01",0.4617
"2024-06-02",2.2305
"2024-06-03",0.6264
"2024-06-04",0.5391
"2024-06-05",0.766
"2024-06-06",0.0199
"2024-06-07",0.2506
"2024-06-08",0.5564
"2024-06-09",0
"2024-06-10",0
"2024-06-11",0.1925
"2024-06-12",0.4603
"2024-06-13",0.0091
"2024-06-14",0.1195
"2024-06-15",0.0009
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0.0829
"2024-06-19",0.0115
"2024-06-20",0
"2024-06-21",0.001
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0.1778
"2024-06-26",0.5034
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0.1284
"2024-07-01",0.6367
"2024-07-02",0
"2024-07-03",0
"2024-07-04",2.2233
"2024-07-05",0.4497
"2024-07-06",1.0717
"2024-07-07",0.0071
"2024-07-08",0.8254
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0
"2024-07-13",3.0013
"2024-07-14",0.288
"2024-07-15",1.6428
"2024-07-16",2.3733
"2024-07-17",0.0246
"2024-07-18",1.1667
"2024-07-19",0.0396
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",0.0113
"2024-07-29",0
"2024-07-30",2.7493
"2024-07-31",0
"2024-08-01",1.401
"2024-08-02",0
"2024-08-03",0.177
"2024-08-04",2.4236
"2024-08-05",0.0037
"2024-08-06",2.7555
"2024-08-07",2.0729
"2024-08-08",2.609
"2024-08-09",0.0404
"2024-08-10",1.4912
"2024-08-11",11.0151
"2024-08-12",0.0067
"2024-08-13",7.514
"2024-08-14",0.6178
"2024-08-15",0.5613
"2024-08-16",0
"2024-08-17",9.1919
"2024-08-18",9.4548
"2024-08-19",7.1928
"2024-08-20",0.5991
"2024-08-21",3.8829
"2024-08-22",2.6895
"2024-08-23",2.0852
"2024-08-24",1.7974
"2024-08-25",0.0087
"2024-08-26",0.9672
"2024-08-27",0.1176
"2024-08-28",1.4448
"2024-08-29",1.9338
"2024-08-30",3.0352
"2024-08-31",0.2981
"2024-09-01",0
"2024-09-02",4.7272
"2024-09-03",0
"2024-09-04",0
"2024-09-05",0
"2024-09-06",2.6392
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.5144
"2024-09-12",0.1092
"2024-09-13",0.242
"2024-09-14",0.6094
"2024-09-15",0.5328
"2024-09-16",0
"2024-09-17",0
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.1432
"2024-09-21",0.0011
"2024-09-22",1.0718
"2024-09-23",1.3011
"2024-09-24",0
"2024-09-25",0
"2024-09-26",0
"2024-09-27",8.4876
"2024-09-28",0.1824
"2024-09-29",1.7322
"2024-09-30",10.1195
"2024-10-01",3.0018
"2024-10-02",2.9365
"2024-10-03",1.4085
"2024-10-04",2.0813
"2024-10-05",2.6559
"2024-10-06",27.2534
"2024-10-07",21.8073
"2024-10-08",21.2544
"2024-10-09",8.8427
"2024-10-10",2.0143
"2024-10-11",8.5711
"2024-10-12",10.2682
"2024-10-13",16.17
"2024-10-14",20.3767
"2024-10-15",1.0887
"2024-10-16",0.6689
"2024-10-17",0
"2024-10-18",1.4665
"2024-10-19",4.8252
"2024-10-20",8.2111
"2024-10-21",10.0498
"2024-10-22",8.771
"2024-10-23",4.7118
"2024-10-24",0.0418
"2024-10-25",6.7602
"2024-10-26",22.7316
"2024-10-27",1.9805
"2024-10-28",3.773
"2024-10-29",0.4685
"2024-10-30",16.6503
"2024-10-31",23.6167
"2024-11-01",25.1934
"2024-11-02",0
"2024-11-03",0.0268
"2024-11-04",0.3689
"2024-11-05",0.1801
"2024-11-06",0
"2024-11-07",8.7967
"2024-11-08",54.7682
"2024-11-09",6.2106
"2024-11-10",0
"2024-11-11",0
"2024-11-12",0
"2024-11-13",1.9339
"2024-11-14",19.8609
"2024-11-15",0.9322
"2024-11-16",0
"2024-11-17",0.2019
"2024-11-18",0
"2024-11-19",0.1189
"2024-11-20",28.3477
"2024-11-21",18.6787
"2024-11-22",28.6466
"2024-11-23",15.8392
"2024-11-24",47.0682
"2024-11-25",57.767
"2024-11-26",82.7617
"2024-11-27",26.0396
"2024-11-28",29.8658
"2024-11-29",36.9586
"2024-11-30",0
"2024-12-01",0.0256
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0.13
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0
"2024-12-10",1.5431
"2024-12-11",6.0315
"2024-12-12",3.2785
"2024-12-13",0
"2024-12-14",18.0416
"2024-12-15",0
"2024-12-16",29.9927
"2024-12-17",8.8535
"2024-12-18",0
"2024-12-19",6.6395
"2024-12-20",10.2938
"2024-12-21",6.5857
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",1.0863
"2024-12-29",0.016
"2024-12-30",19.1568
"2024-12-31",50.0554
"2025-01-01",36.3433
"2025-01-02",16.4813
"2025-01-03",0
"2025-01-04",0.8148
"2025-01-05",0
"2025-01-06",0.4962
"2025-01-07",0
"2025-01-08",0
"2025-01-09",7.69
"2025-01-10",9.4263
"2025-01-11",32.1888
"2025-01-12",46.6759
"2025-01-13",2.7678
"2025-01-14",66.2018
"2025-01-15",16.3936
"2025-01-16",0.2166
"2025-01-17",9.5956
"2025-01-18",62.8816
"2025-01-19",80.0505
"2025-01-20",9.808
"2025-01-21",22.3785
"2025-01-22",14.2322
"2025-01-23",2.7202
"2025-01-24",8.2904
"2025-01-25",23.2216
"2025-01-26",8.8183
"2025-01-27",0
"2025-01-28",18.0864
"2025-01-29",1.007
"2025-01-30",0.9322
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0258
"2025-02-07",0.0747
"2025-02-08",0.0767
"2025-02-09",0
"2025-02-10",2.2496
"2025-02-11",3.686
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0.1725
"2025-02-26",33.8145
"2025-02-27",29.3644
"2025-02-28",34.5452
"2025-03-01",20.001
"2025-03-02",1.4168
"2025-03-03",2.2189
"2025-03-04",10.3459
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0.0816
"2025-03-09",0
"2025-03-10",12.3046
"2025-03-11",38.6544
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0.1122
"2025-03-15",0
"2025-03-16",4.0916
"2025-03-17",0
"2025-03-18",0.6532
"2025-03-19",2.7203
"2025-03-20",0.7391
"2025-03-21",0
"2025-03-22",1.5734
"2025-03-23",0.0013
"2025-03-24",0
"2025-03-25",0.3247
"2025-03-26",1.4814
"2025-03-27",0.202
"2025-03-28",0
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0
"2025-04-01",2.9105
"2025-04-02",23.9207
"2025-04-03",1.7277
"2025-04-04",0.83
"2025-04-05",2.3941
"2025-04-06",13.1539
"2025-04-07",9.6976
"2025-04-08",3.4048
"2025-04-09",10.664
"2025-04-10",8.6277
"2025-04-11",1.4202
"2025-04-12",2.1931
"2025-04-13",1.4827
"2025-04-14",4.8643
"2025-04-15",1.1
"2025-04-16",0.5311
"2025-04-17",0
"2025-04-18",2.6262
"2025-04-19",0
"2025-04-20",0.1558
"2025-04-21",0
"2025-04-22",0.042
"2025-04-23",0.0907
"2025-04-24",0.0023
"2025-04-25",0.6635
"2025-04-26",1.6837
"2025-04-27",4.9523
"2025-04-28",6.2909
"2025-04-29",6.7988
"2025-04-30",5.7548
"2025-05-01",0.0195
"2025-05-02",2.7436
"2025-05-03",2.7338
"2025-05-04",1.7791
"2025-05-05",3.612
"2025-05-06",1.5784
"2025-05-07",1.0074
"2025-05-08",0.2245
"2025-05-09",1.0354
"2025-05-10",0.9936
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0
"2025-05-14",2.0363
"2025-05-15",3.6273
"2025-05-16",3.7054
"2025-05-17",1.4745
"2025-05-18",1.3837
"2025-05-19",2.8749
"2025-05-20",0.1272
"2025-05-21",0
"2025-05-22",1.4556
"2025-05-23",0
"2025-05-24",2.551
"2025-05-25",0.0051
"2025-05-26",0
"2025-05-27",0.1836
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0.1649
"2025-06-02",0
"2025-06-03",0
"2025-06-04",0
"2025-06-05",1.6636
"2025-06-06",0.0018
"2025-06-07",0
"2025-06-08",0.1741
"2025-06-09",0
"2025-06-10",0
"2025-06-11",0.0158
"2025-06-12",0.0031
"2025-06-13",0.5893
"2025-06-14",0.2234
"2025-06-15",0.287
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0.0033
"2025-06-23",1.7867
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.0209
"2025-06-27",0
"2025-06-28",0.4343
"2025-06-29",0
"2025-06-30",0.004
"2025-07-01",0.0003
"2025-07-02",0.0884
"2025-07-03",0.3916
"2025-07-04",0.4112
"2025-07-05",0.0145
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0
"2025-07-11",0.7293
"2025-07-12",0.0346
"2025-07-13",0.1694
"2025-07-14",0
"2025-07-15",1.0016
"2025-07-16",0.0017
"2025-07-17",0.1374
"2025-07-18",0.1992
"2025-07-19",6.4024
"2025-07-20",3.6492
"2025-07-21",0.0233
"2025-07-22",0
"2025-07-23",4.1757
"2025-07-24",5.5918
"2025-07-25",0.2061
"2025-07-26",0.6086
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",0.1746
"2025-08-01",4.0933
"2025-08-02",10.6102
"2025-08-03",19.8922
"2025-08-04",0.6401
"2025-08-05",3.5043
"2025-08-06",0.1236
"2025-08-07",0.0181
"2025-08-08",1.5892
"2025-08-09",3.9999
"2025-08-10",0.4277
"2025-08-11",3.4794
"2025-08-12",0
"2025-08-13",1.3626
"2025-08-14",0
"2025-08-15",0
"2025-08-16",2.8546
"2025-08-17",0.1093
"2025-08-18",4.7317
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0
"2025-08-22",0.0875
"2025-08-23",0.5262
"2025-08-24",0
"2025-08-25",2.3523
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0
"2025-09-01",0.505
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",4.819
"2025-09-07",13.5057
"2025-09-08",3.8564
"2025-09-09",0.0003
"2025-09-10",6.3568
"2025-09-11",0.1131
"2025-09-12",0.9091
"2025-09-13",0
"2025-09-14",3.1685
"2025-09-15",8.3315
"2025-09-16",9.5541
"2025-09-17",20.0597
"2025-09-18",1.4392
"2025-09-19",12.1824
"2025-09-20",0.6214
"2025-09-21",0.4688
"2025-09-22",0.005
"2025-09-23",0
"2025-09-24",0.2002
"2025-09-25",2.5493
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0
"2025-09-30",0.0114
"2025-10-01",0
"2025-10-02",0
"2025-10-03",0
"2025-10-04",2.6074
"2025-10-05",1.6085
"2025-10-06",1.7327
"2025-10-07",3.1233
"2025-10-08",8.0051
"2025-10-09",6.2725
"2025-10-10",3.2391
"2025-10-11",1.6883
"2025-10-12",0.0158
"2025-10-13",0
"2025-10-14",2.4114
"2025-10-15",1.6611
"2025-10-16",1.5848
"2025-10-17",3.6958
"2025-10-18",1.1375
"2025-10-19",17.4217
"2025-10-20",44.4584
"2025-10-21",20.46
"2025-10-22",0.1834
"2025-10-23",7.0422
"2025-10-24",15.6022
"2025-10-25",1.0364
"2025-10-26",16.3377
"2025-10-27",4.4621
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0.1611
"2025-11-01",0
"2025-11-02",0
"2025-11-03",0
"2025-11-04",1.8228
"2025-11-05",5.2921
"2025-11-06",10.9978
"2025-11-07",10.0817
"2025-11-08",7.6468
"2025-11-09",0
"2025-11-10",9.2389
"2025-11-11",4.9388
"2025-11-12",3.8718
"2025-11-13",22.2156
"2025-11-14",30.6007
"2025-11-15",23.7033
"2025-11-16",107.4607
"2025-11-17",13.3018
"2025-11-18",1.7074
"2025-11-19",0
"2025-11-20",0.5959
"2025-11-21",23.5945
"2025-11-22",13.8881
"2025-11-23",33.28
"2025-11-24",72.5099
"2025-11-25",47.6437
"2025-11-26",25.5063
"2025-11-27",43.58
"2025-11-28",4.8119
"2025-11-29",0.2127
"2025-11-30",0
"2025-12-01",0
"2025-12-02",0
"2025-12-03",0
"2025-12-04",0
"2025-12-05",11.418
"2025-12-06",3.9046
"2025-12-07",0
"2025-12-08",7.3871
"2025-12-09",23.4303
"2025-12-10",1.7061
"2025-12-11",13.0134
"2025-12-12",0
"2025-12-13",0.3192
"2025-12-14",0.6207
"2025-12-15",21.7972
"2025-12-16",0.4236
"2025-12-17",79.1713
"2025-12-18",21.7037
"2025-12-19",0.027
"2025-12-20",0
"2025-12-21",0.0819
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",27.0915
