,"(mm) Precipitation (CHIRPS) at Galle, 2007-01-01 to 2025-12-31"
"2022-12-25",32.5247
"2022-12-26",0
"2022-12-27",0
"2022-12-28",0.2188
"2022-12-29",0
"2022-12-30",0
"2022-12-31",1.4664
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",2.7552
"2023-01-05",0
"2023-01-06",11.4709
"2023-01-07",18.6356
"2023-01-08",1.7175
"2023-01-09",5.6919
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0
"2023-01-13",0
"2023-01-14",1.5831
"2023-01-15",2.6778
"2023-01-16",10.5629
"2023-01-17",13.5318
"2023-01-18",5.4276
"2023-01-19",0.0599
"2023-01-20",0.8482
"2023-01-21",18.9244
"2023-01-22",4.4818
"2023-01-23",11.3197
"2023-01-24",11.4007
"2023-01-25",1.9011
"2023-01-26",3.6124
"2023-01-27",9.2934
"2023-01-28",0
"2023-01-29",0
"2023-01-30",0
"2023-01-31",6.5156
"2023-02-01",7.2662
"2023-02-02",33.7269
"2023-02-03",57.8403
"2023-02-04",21.2427
"2023-02-05",0
"2023-02-06",14.011
"2023-02-07",6.8408
"2023-02-08",1.4161
"2023-02-09",0.5105
"2023-02-10",2.7193
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",2.2338
"2023-02-19",35.8954
"2023-02-20",11.5819
"2023-02-21",6.8128
"2023-02-22",0
"2023-02-23",0
"2023-02-24",12.3902
"2023-02-25",22.7387
"2023-02-26",0
"2023-02-27",0.0006
"2023-02-28",4.8084
"2023-03-01",14.4342
"2023-03-02",19.7998
"2023-03-03",5.8238
"2023-03-04",2.532
"2023-03-05",0
"2023-03-06",41.4427
"2023-03-07",2.6055
"2023-03-08",0
"2023-03-09",25.3945
"2023-03-10",13.9815
"2023-03-11",6.1801
"2023-03-12",12.3824
"2023-03-13",29.8482
"2023-03-14",1.5285
"2023-03-15",8.373
"2023-03-16",8.7241
"2023-03-17",0
"2023-03-18",6.4818
"2023-03-19",22.4974
"2023-03-20",32.9442
"2023-03-21",11.737
"2023-03-22",3.052
"2023-03-23",8.3015
"2023-03-24",6.1633
"2023-03-25",0
"2023-03-26",5.9862
"2023-03-27",1.0394
"2023-03-28",2.8578
"2023-03-29",15.6205
"2023-03-30",8.3393
"2023-03-31",36.7425
"2023-04-01",9.6385
"2023-04-02",9.845
"2023-04-03",7.7375
"2023-04-04",8.4332
"2023-04-05",2.4539
"2023-04-06",14.7354
"2023-04-07",8.7612
"2023-04-08",12.4149
"2023-04-09",2.2647
"2023-04-10",4.9829
"2023-04-11",0
"2023-04-12",0.152
"2023-04-13",5.3432
"2023-04-14",2.5184
"2023-04-15",3.9078
"2023-04-16",0.1668
"2023-04-17",0
"2023-04-18",0
"2023-04-19",1.4553
"2023-04-20",0
"2023-04-21",1.393
"2023-04-22",5.0514
"2023-04-23",2.7272
"2023-04-24",10.0025
"2023-04-25",15.2497
"2023-04-26",26.7077
"2023-04-27",13.4865
"2023-04-28",23.9531
"2023-04-29",28.0319
"2023-04-30",9.2333
"2023-05-01",72.9013
"2023-05-02",76.596
"2023-05-03",27.1399
"2023-05-04",100.6684
"2023-05-05",41.1879
"2023-05-06",54.1123
"2023-05-07",2.2811
"2023-05-08",58.4453
"2023-05-09",3.3029
"2023-05-10",43.1131
"2023-05-11",38.0925
"2023-05-12",13.2074
"2023-05-13",5.2148
"2023-05-14",80.6428
"2023-05-15",0
"2023-05-16",0
"2023-05-17",9.311
"2023-05-18",3.5806
"2023-05-19",92.4721
"2023-05-20",116.3089
"2023-05-21",45.8307
"2023-05-22",0
"2023-05-23",0
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",3.0753
"2023-05-29",44.716
"2023-05-30",78.8808
"2023-05-31",82.4589
"2023-06-01",83.7967
"2023-06-02",32.6118
"2023-06-03",11.0008
"2023-06-04",30.8088
"2023-06-05",40.1751
"2023-06-06",0.6234
"2023-06-07",0
"2023-06-08",0.0269
"2023-06-09",0
"2023-06-10",0.5766
"2023-06-11",17.5392
"2023-06-12",1.4353
"2023-06-13",35.8359
"2023-06-14",0
"2023-06-15",11.4557
"2023-06-16",0
"2023-06-17",6.3033
"2023-06-18",5.6178
"2023-06-19",0
"2023-06-20",0
"2023-06-21",26.2666
"2023-06-22",0.871
"2023-06-23",1.4213
"2023-06-24",3.9732
"2023-06-25",28.2876
"2023-06-26",17.5722
"2023-06-27",20.4994
"2023-06-28",0
"2023-06-29",35.938
"2023-06-30",0
"2023-07-01",8.5461
"2023-07-02",39.3983
"2023-07-03",25.048
"2023-07-04",10.1816
"2023-07-05",4.975
"2023-07-06",0
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0.1452
"2023-07-10",25.1611
"2023-07-11",0
"2023-07-12",0
"2023-07-13",0.3619
"2023-07-14",0
"2023-07-15",0.3262
"2023-07-16",0
"2023-07-17",5.111
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0.3133
"2023-07-21",0
"2023-07-22",0
"2023-07-23",12.6918
"2023-07-24",0.477
"2023-07-25",22.2644
"2023-07-26",19.3576
"2023-07-27",15.375
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",1.398
"2023-08-04",0
"2023-08-05",0.4481
"2023-08-06",0
"2023-08-07",0
"2023-08-08",1.593
"2023-08-09",0
"2023-08-10",10.7026
"2023-08-11",0
"2023-08-12",6.1673
"2023-08-13",0
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",19.4272
"2023-08-18",14.7798
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0.2662
"2023-08-22",0
"2023-08-23",0.0135
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0
"2023-08-29",13.4146
"2023-08-30",53.3927
"2023-08-31",108.383
"2023-09-01",84.6473
"2023-09-02",42.9544
"2023-09-03",27.9422
"2023-09-04",16.0142
"2023-09-05",45.4096
"2023-09-06",70.266
"2023-09-07",22.193
"2023-09-08",2.6735
"2023-09-09",8.3069
"2023-09-10",27.0615
"2023-09-11",11.3324
"2023-09-12",0.6856
"2023-09-13",40.2441
"2023-09-14",38.2711
"2023-09-15",28.4614
"2023-09-16",2.5607
"2023-09-17",12.0803
"2023-09-18",14.1905
"2023-09-19",28.7201
"2023-09-20",0
"2023-09-21",0
"2023-09-22",4.5421
"2023-09-23",0.1817
"2023-09-24",0
"2023-09-25",0.2704
"2023-09-26",29.6041
"2023-09-27",66.9728
"2023-09-28",58.0604
"2023-09-29",16.4317
"2023-09-30",21.9169
"2023-10-01",34.1444
"2023-10-02",95.5819
"2023-10-03",57.8274
"2023-10-04",19.0736
"2023-10-05",49.2555
"2023-10-06",38.4097
"2023-10-07",86.6606
"2023-10-08",0.1894
"2023-10-09",7.458
"2023-10-10",46.2504
"2023-10-11",32.1879
"2023-10-12",43.8766
"2023-10-13",32.6951
"2023-10-14",32.9706
"2023-10-15",8.8109
"2023-10-16",2.9679
"2023-10-17",52.5998
"2023-10-18",37.1219
"2023-10-19",15.3701
"2023-10-20",20.2399
"2023-10-21",18.7675
"2023-10-22",45.9171
"2023-10-23",0.7064
"2023-10-24",8.5197
"2023-10-25",25.6724
"2023-10-26",17.9364
"2023-10-27",5.5537
"2023-10-28",37.0956
"2023-10-29",13.8998
"2023-10-30",22.2049
"2023-10-31",15.2861
"2023-11-01",26.1254
"2023-11-02",16.2259
"2023-11-03",21.2165
"2023-11-04",18.6407
"2023-11-05",14.1869
"2023-11-06",23.6443
"2023-11-07",30.5395
"2023-11-08",13.241
"2023-11-09",28.9167
"2023-11-10",10.525
"2023-11-11",12.6935
"2023-11-12",21.2816
"2023-11-13",25.6409
"2023-11-14",8.7973
"2023-11-15",2.3829
"2023-11-16",16.7022
"2023-11-17",18.1882
"2023-11-18",19.3561
"2023-11-19",14.8995
"2023-11-20",1.6274
"2023-11-21",17.5301
"2023-11-22",40.8514
"2023-11-23",13.851
"2023-11-24",10.2223
"2023-11-25",11.3723
"2023-11-26",2.1799
"2023-11-27",15.4751
"2023-11-28",29.4227
"2023-11-29",7.57
"2023-11-30",10.9968
"2023-12-01",32.1291
"2023-12-02",3.0398
"2023-12-03",20.0414
"2023-12-04",28.8048
"2023-12-05",0.5284
"2023-12-06",9.2167
"2023-12-07",21.3241
"2023-12-08",21.1688
"2023-12-09",16.5695
"2023-12-10",18.1995
"2023-12-11",24.6151
"2023-12-12",16.4362
"2023-12-13",7.1288
"2023-12-14",18.1032
"2023-12-15",29.3132
"2023-12-16",16.6879
"2023-12-17",0
"2023-12-18",11.3587
"2023-12-19",17.7677
"2023-12-20",7.5706
"2023-12-21",6.8651
"2023-12-22",0.0383
"2023-12-23",0.3653
"2023-12-24",2.839
"2023-12-25",0.0855
"2023-12-26",0.0959
"2023-12-27",0
"2023-12-28",0.3616
"2023-12-29",14.0822
"2023-12-30",17.897
"2023-12-31",33.6109
"2024-01-01",45.9201
"2024-01-02",1.937
"2024-01-03",18.2102
"2024-01-04",17.2915
"2024-01-05",18.2267
"2024-01-06",16.1935
"2024-01-07",5.1596
"2024-01-08",42.8092
"2024-01-09",43.0104
"2024-01-10",41.0475
"2024-01-11",0.0013
"2024-01-12",0.8684
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",0.4668
"2024-01-20",2.5899
"2024-01-21",0
"2024-01-22",0.4698
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",10.2968
"2024-01-30",13.9247
"2024-01-31",15.2755
"2024-02-01",19.9719
"2024-02-02",0
"2024-02-03",8.4795
"2024-02-04",10.0719
"2024-02-05",4.7932
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0.4302
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",1.1731
"2024-02-15",0
"2024-02-16",0
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",3.0841
"2024-02-21",0
"2024-02-22",0
"2024-02-23",1.6418
"2024-02-24",0.0807
"2024-02-25",0
"2024-02-26",0
"2024-02-27",0
"2024-02-28",0
"2024-02-29",9.1375
"2024-03-01",4.9569
"2024-03-02",4.1043
"2024-03-03",0.059
"2024-03-04",0
"2024-03-05",0
"2024-03-06",0.2829
"2024-03-07",0.413
"2024-03-08",5.7293
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.3085
"2024-03-22",1.0611
"2024-03-23",0.4163
"2024-03-24",23.3645
"2024-03-25",0.2084
"2024-03-26",1.6245
"2024-03-27",1.5287
"2024-03-28",28.7063
"2024-03-29",5.9027
"2024-03-30",5.2375
"2024-03-31",0.2763
"2024-04-01",16.0872
"2024-04-02",29.9989
"2024-04-03",5.2998
"2024-04-04",8.2348
"2024-04-05",3.8635
"2024-04-06",0
"2024-04-07",1.6352
"2024-04-08",3.9014
"2024-04-09",0
"2024-04-10",11.0719
"2024-04-11",10.3071
"2024-04-12",14.6221
"2024-04-13",2.8398
"2024-04-14",7.4693
"2024-04-15",12.9934
"2024-04-16",4.2559
"2024-04-17",4.5265
"2024-04-18",4.5778
"2024-04-19",0
"2024-04-20",2.4717
"2024-04-21",5.5349
"2024-04-22",6.1067
"2024-04-23",17.0436
"2024-04-24",6.4659
"2024-04-25",1.1411
"2024-04-26",9.3253
"2024-04-27",28.4437
"2024-04-28",10.1959
"2024-04-29",16.2882
"2024-04-30",9.6927
"2024-05-01",0
"2024-05-02",3.9548
"2024-05-03",0
"2024-05-04",5.2134
"2024-05-05",0.2177
"2024-05-06",24.5338
"2024-05-07",17.7739
"2024-05-08",25.0023
"2024-05-09",41.716
"2024-05-10",21.6907
"2024-05-11",12.538
"2024-05-12",22.4169
"2024-05-13",22.4161
"2024-05-14",23.9827
"2024-05-15",22.6938
"2024-05-16",19.5713
"2024-05-17",27.3989
"2024-05-18",35.1562
"2024-05-19",30.207
"2024-05-20",11.0265
"2024-05-21",15.008
"2024-05-22",11.6973
"2024-05-23",0.1229
"2024-05-24",4.6568
"2024-05-25",18.0026
"2024-05-26",7.0943
"2024-05-27",18.0915
"2024-05-28",0
"2024-05-29",6.172
"2024-05-30",0.0438
"2024-05-31",0.2674
"2024-06-01",37.5467
"2024-06-02",35.6785
"2024-06-03",10.6249
"2024-06-04",0
"2024-06-05",0
"2024-06-06",2.7341
"2024-06-07",0.4617
"2024-06-08",0
"2024-06-09",0
"2024-06-10",0
"2024-06-11",2.498
"2024-06-12",2.3528
"2024-06-13",1.5962
"2024-06-14",1.3761
"2024-06-15",1.6577
"2024-06-16",0
"2024-06-17",0
"2024-06-18",10.6748
"2024-06-19",0
"2024-06-20",0.2415
"2024-06-21",4.1423
"2024-06-22",6.3373
"2024-06-23",8.4191
"2024-06-24",5.2803
"2024-06-25",34.4556
"2024-06-26",4.3604
"2024-06-27",0.4076
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.1826
"2024-07-02",0
"2024-07-03",1.0192
"2024-07-04",10.1212
"2024-07-05",31.0845
"2024-07-06",0.157
"2024-07-07",8.4965
"2024-07-08",6.6008
"2024-07-09",0
"2024-07-10",0.4659
"2024-07-11",0
"2024-07-12",0.0537
"2024-07-13",16.2353
"2024-07-14",4.4551
"2024-07-15",8.3015
"2024-07-16",14.7962
"2024-07-17",1.5365
"2024-07-18",1.0857
"2024-07-19",5.0817
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0.7197
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",8.8862
"2024-07-27",0
"2024-07-28",20.7168
"2024-07-29",34.3832
"2024-07-30",0
"2024-07-31",0.6871
"2024-08-01",3.3848
"2024-08-02",3.6911
"2024-08-03",0
"2024-08-04",4.3359
"2024-08-05",3.7899
"2024-08-06",0.0168
"2024-08-07",0
"2024-08-08",1.4064
"2024-08-09",1.0373
"2024-08-10",5.4196
"2024-08-11",26.0028
"2024-08-12",28.8499
"2024-08-13",18.8277
"2024-08-14",0
"2024-08-15",0.0013
"2024-08-16",52.584
"2024-08-17",23.67
"2024-08-18",11.6849
"2024-08-19",16.4441
"2024-08-20",20.6026
"2024-08-21",17.4966
"2024-08-22",3.1542
"2024-08-23",7.2334
"2024-08-24",10.2991
"2024-08-25",9.5168
"2024-08-26",4.9874
"2024-08-27",2.8801
"2024-08-28",5.536
"2024-08-29",11.3718
"2024-08-30",20.9833
"2024-08-31",25.9994
"2024-09-01",50.4949
"2024-09-02",36.2352
"2024-09-03",17.2318
"2024-09-04",0.882
"2024-09-05",0
"2024-09-06",0
"2024-09-07",0
"2024-09-08",0.7827
"2024-09-09",6.4224
"2024-09-10",4.9126
"2024-09-11",7.8863
"2024-09-12",4.4458
"2024-09-13",5.4856
"2024-09-14",5.6085
"2024-09-15",6.7275
"2024-09-16",0
"2024-09-17",0
"2024-09-18",3.4729
"2024-09-19",0
"2024-09-20",0.6559
"2024-09-21",0.1397
"2024-09-22",5.071
"2024-09-23",0
"2024-09-24",0.1397
"2024-09-25",0
"2024-09-26",22.3724
"2024-09-27",22.6251
"2024-09-28",44.3861
"2024-09-29",44.6508
"2024-09-30",4.5042
"2024-10-01",4.9227
"2024-10-02",3.3039
"2024-10-03",1.7021
"2024-10-04",1.7347
"2024-10-05",4.1361
"2024-10-06",36.4436
"2024-10-07",44.8397
"2024-10-08",41.6697
"2024-10-09",7.3073
"2024-10-10",20.5474
"2024-10-11",13.7184
"2024-10-12",6.8299
"2024-10-13",46.712
"2024-10-14",19.3358
"2024-10-15",0
"2024-10-16",0.2676
"2024-10-17",0
"2024-10-18",1.6532
"2024-10-19",0.0968
"2024-10-20",17.1876
"2024-10-21",23.5291
"2024-10-22",21.1047
"2024-10-23",39.2055
"2024-10-24",0
"2024-10-25",2.6523
"2024-10-26",0
"2024-10-27",14.274
"2024-10-28",10.536
"2024-10-29",13.514
"2024-10-30",16.4107
"2024-10-31",21.9022
"2024-11-01",14.8922
"2024-11-02",26.9623
"2024-11-03",12.8758
"2024-11-04",23.6222
"2024-11-05",29.5972
"2024-11-06",0
"2024-11-07",0.6986
"2024-11-08",31.0732
"2024-11-09",5.4346
"2024-11-10",0
"2024-11-11",0
"2024-11-12",31.7386
"2024-11-13",8.4382
"2024-11-14",14.3319
"2024-11-15",16.847
"2024-11-16",4.1011
"2024-11-17",4.3615
"2024-11-18",8.8921
"2024-11-19",44.2495
"2024-11-20",19.3852
"2024-11-21",9.4444
"2024-11-22",22.9989
"2024-11-23",6.3702
"2024-11-24",20.5999
"2024-11-25",34.4626
"2024-11-26",44.8094
"2024-11-27",6.3954
"2024-11-28",1.6906
"2024-11-29",4.5359
"2024-11-30",14.9906
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",1.3405
"2024-12-05",1.6218
"2024-12-06",5.2148
"2024-12-07",0.816
"2024-12-08",11.7079
"2024-12-09",0.6674
"2024-12-10",0
"2024-12-11",5.5439
"2024-12-12",0.0305
"2024-12-13",19.4557
"2024-12-14",30.174
"2024-12-15",7.4774
"2024-12-16",10.2084
"2024-12-17",8.0021
"2024-12-18",0
"2024-12-19",1.2783
"2024-12-20",1.1807
"2024-12-21",29.176
"2024-12-22",1.8621
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",1.3229
"2024-12-27",0
"2024-12-28",15.9313
"2024-12-29",12.0643
"2024-12-30",13.1635
"2024-12-31",11.3183
"2025-01-01",8.079
"2025-01-02",7.4283
"2025-01-03",3.1504
"2025-01-04",2.4445
"2025-01-05",0.0896
"2025-01-06",0
"2025-01-07",0
"2025-01-08",0
"2025-01-09",6.1993
"2025-01-10",8.0798
"2025-01-11",2.1659
"2025-01-12",7.7358
"2025-01-13",7.8974
"2025-01-14",20.2725
"2025-01-15",0
"2025-01-16",1.0378
"2025-01-17",0
"2025-01-18",13.6891
"2025-01-19",23.4285
"2025-01-20",1.1892
"2025-01-21",8.8147
"2025-01-22",30.9849
"2025-01-23",14.2135
"2025-01-24",1.2177
"2025-01-25",7.5468
"2025-01-26",28.2946
"2025-01-27",27.958
"2025-01-28",27.463
"2025-01-29",24.7741
"2025-01-30",0
"2025-01-31",5.8324
"2025-02-01",4.1867
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",1.9905
"2025-02-07",0.2918
"2025-02-08",0
"2025-02-09",0.0315
"2025-02-10",3.1206
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",21.8158
"2025-02-18",0.8064
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",22.9141
"2025-02-26",18.4058
"2025-02-27",15.6218
"2025-02-28",49.9011
"2025-03-01",12.6667
"2025-03-02",33.1808
"2025-03-03",46.9715
"2025-03-04",14.2374
"2025-03-05",0
"2025-03-06",0.2885
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",0.1311
"2025-03-11",78.1589
"2025-03-12",0
"2025-03-13",0
"2025-03-14",2.5322
"2025-03-15",9.1695
"2025-03-16",12.0326
"2025-03-17",12.3754
"2025-03-18",15.9981
"2025-03-19",12.9476
"2025-03-20",0.0405
"2025-03-21",9.7625
"2025-03-22",10.0072
"2025-03-23",19.7924
"2025-03-24",23.1573
"2025-03-25",12.147
"2025-03-26",4.0459
"2025-03-27",31.1155
"2025-03-28",10.8524
"2025-03-29",4.9007
"2025-03-30",4.0228
"2025-03-31",20.7844
"2025-04-01",14.4748
"2025-04-02",1.1621
"2025-04-03",14.5109
"2025-04-04",31.1132
"2025-04-05",13.3593
"2025-04-06",28.5709
"2025-04-07",14.6958
"2025-04-08",14.7075
"2025-04-09",41.0114
"2025-04-10",25.4544
"2025-04-11",35.3389
"2025-04-12",0
"2025-04-13",0
"2025-04-14",7.8217
"2025-04-15",7.0288
"2025-04-16",0
"2025-04-17",3.6065
"2025-04-18",0.6623
"2025-04-19",1.1536
"2025-04-20",0.3836
"2025-04-21",25.7362
"2025-04-22",0.3893
"2025-04-23",6.7875
"2025-04-24",13.718
"2025-04-25",2.1375
"2025-04-26",2.3884
"2025-04-27",1.6326
"2025-04-28",27.175
"2025-04-29",19.112
"2025-04-30",28.6812
"2025-05-01",3.1169
"2025-05-02",17.284
"2025-05-03",17.4381
"2025-05-04",1.8841
"2025-05-05",0.8339
"2025-05-06",16.7008
"2025-05-07",17.6579
"2025-05-08",7.0662
"2025-05-09",4.3214
"2025-05-10",6.5142
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0.6789
"2025-05-14",8.66
"2025-05-15",17.6182
"2025-05-16",6.5208
"2025-05-17",7.0945
"2025-05-18",10.7733
"2025-05-19",15.033
"2025-05-20",13.1245
"2025-05-21",0
"2025-05-22",6.5739
"2025-05-23",0.2312
"2025-05-24",24.4098
"2025-05-25",0.0626
"2025-05-26",12.4346
"2025-05-27",21.3209
"2025-05-28",35.795
"2025-05-29",1.8778
"2025-05-30",2.2352
"2025-05-31",28.991
"2025-06-01",0.8949
"2025-06-02",0
"2025-06-03",0.0435
"2025-06-04",0
"2025-06-05",0
"2025-06-06",0
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",51.7807
"2025-06-11",22.8811
"2025-06-12",16.2509
"2025-06-13",18.5795
"2025-06-14",18.6587
"2025-06-15",12.7812
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",1.6974
"2025-06-22",0.9699
"2025-06-23",0.237
"2025-06-24",8.4975
"2025-06-25",0
"2025-06-26",1.074
"2025-06-27",0
"2025-06-28",3.2942
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.8796
"2025-07-02",0.4028
"2025-07-03",1.9083
"2025-07-04",1.148
"2025-07-05",1.3808
"2025-07-06",1.782
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",4.1691
"2025-07-11",0
"2025-07-12",0
"2025-07-13",0
"2025-07-14",0.5694
"2025-07-15",0.9587
"2025-07-16",9.2914
"2025-07-17",8.1542
"2025-07-18",0
"2025-07-19",0.5727
"2025-07-20",10.3943
"2025-07-21",33.5074
"2025-07-22",1.5543
"2025-07-23",10.9026
"2025-07-24",3.1443
"2025-07-25",10.3681
"2025-07-26",0
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",0.9734
"2025-08-01",10.5815
"2025-08-02",1.7342
"2025-08-03",36.667
"2025-08-04",0
"2025-08-05",0
"2025-08-06",0
"2025-08-07",0
"2025-08-08",0.0219
"2025-08-09",1.6055
"2025-08-10",0
"2025-08-11",2.2213
"2025-08-12",0
"2025-08-13",0.4754
"2025-08-14",0.0089
"2025-08-15",0
"2025-08-16",6.407
"2025-08-17",6.4762
"2025-08-18",12.7904
"2025-08-19",10.4388
"2025-08-20",0
"2025-08-21",5.7553
"2025-08-22",0
"2025-08-23",0.1179
"2025-08-24",0
"2025-08-25",1.0789
"2025-08-26",0.7842
"2025-08-27",7.7229
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.071
"2025-09-01",0.3885
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",1.8087
"2025-09-07",0
"2025-09-08",16.1772
"2025-09-09",9.42
"2025-09-10",0
"2025-09-11",1.9518
"2025-09-12",5.3139
"2025-09-13",0.4817
"2025-09-14",2.7194
"2025-09-15",0.1402
"2025-09-16",2.8986
"2025-09-17",26.4404
"2025-09-18",45.5091
"2025-09-19",2.577
"2025-09-20",0
"2025-09-21",0
"2025-09-22",0
"2025-09-23",0
"2025-09-24",39.8933
"2025-09-25",81.6939
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0
"2025-09-29",5.5644
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",5.6811
"2025-10-04",27.8802
"2025-10-05",18.5038
"2025-10-06",4.1688
"2025-10-07",7.8766
"2025-10-08",12.3608
"2025-10-09",9.0685
"2025-10-10",8.4347
"2025-10-11",9.9557
"2025-10-12",8.3613
"2025-10-13",16.147
"2025-10-14",18.6699
"2025-10-15",32.1814
"2025-10-16",16.3964
"2025-10-17",16.9156
"2025-10-18",48.1729
"2025-10-19",36.4122
"2025-10-20",38.3115
"2025-10-21",15.7201
"2025-10-22",9.5963
"2025-10-23",3.5774
"2025-10-24",70.3036
"2025-10-25",35.5889
"2025-10-26",0.3197
"2025-10-27",7.4749
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",1.28
"2025-11-01",9.5273
"2025-11-02",0
"2025-11-03",0
"2025-11-04",0
"2025-11-05",0
"2025-11-06",3.379
"2025-11-07",14.6058
"2025-11-08",12.291
"2025-11-09",5.1486
"2025-11-10",1.1449
"2025-11-11",8.3641
"2025-11-12",36.5297
"2025-11-13",16.4123
"2025-11-14",20.4584
"2025-11-15",6.8559
"2025-11-16",40.3333
"2025-11-17",64.5632
"2025-11-18",35.4908
"2025-11-19",2.1033
"2025-11-20",15.3707
"2025-11-21",13.9904
"2025-11-22",27.5704
"2025-11-23",21.0853
"2025-11-24",31.7424
"2025-11-25",46.3282
"2025-11-26",96.6356
"2025-11-27",37.0874
"2025-11-28",5.1448
"2025-11-29",0.3726
"2025-11-30",5.3191
"2025-12-01",0.0171
"2025-12-02",0
"2025-12-03",2.9576
"2025-12-04",3.1227
"2025-12-05",14.4145
"2025-12-06",10.7141
"2025-12-07",19.6631
"2025-12-08",5.5433
"2025-12-09",15.4145
"2025-12-10",33.3502
"2025-12-11",1.9517
"2025-12-12",10.6523
"2025-12-13",25.4419
"2025-12-14",8.2995
"2025-12-15",0
"2025-12-16",0.6861
"2025-12-17",28.3602
"2025-12-18",20.3074
"2025-12-19",4.6219
"2025-12-20",34.7626
"2025-12-21",7.8524
"2025-12-22",0.8994
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",8.257
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",3.962
