,"(mm) Precipitation (CHIRPS) at Gampaha, 2007-01-01 to 2025-12-31"
"2023-01-15",2.4787
"2023-01-16",6.0877
"2023-01-17",8.1272
"2023-01-18",0
"2023-01-19",0.8222
"2023-01-20",0.1227
"2023-01-21",11.3328
"2023-01-22",5.3723
"2023-01-23",0
"2023-01-24",6.7738
"2023-01-25",0.1148
"2023-01-26",1.3712
"2023-01-27",1.4268
"2023-01-28",1.1664
"2023-01-29",0.3149
"2023-01-30",0.6661
"2023-01-31",3.9987
"2023-02-01",0
"2023-02-02",19.2995
"2023-02-03",12.9665
"2023-02-04",4.0718
"2023-02-05",0.5491
"2023-02-06",3.8533
"2023-02-07",2.4679
"2023-02-08",0.9768
"2023-02-09",0
"2023-02-10",0.2357
"2023-02-11",0.1682
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0.4701
"2023-02-19",8.2849
"2023-02-20",14.9285
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",14.3134
"2023-02-25",8.7925
"2023-02-26",0
"2023-02-27",0.1394
"2023-02-28",2.485
"2023-03-01",0
"2023-03-02",4.9856
"2023-03-03",2.9341
"2023-03-04",7.7151
"2023-03-05",1.7103
"2023-03-06",21.9065
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0
"2023-03-10",19.6733
"2023-03-11",10.4435
"2023-03-12",11.0367
"2023-03-13",0.007
"2023-03-14",0
"2023-03-15",4.3876
"2023-03-16",19.5479
"2023-03-17",0
"2023-03-18",1.8224
"2023-03-19",0
"2023-03-20",12.4342
"2023-03-21",11.6719
"2023-03-22",12.6024
"2023-03-23",12.5087
"2023-03-24",14.082
"2023-03-25",5.4658
"2023-03-26",11.9793
"2023-03-27",1.7871
"2023-03-28",10.3726
"2023-03-29",0.4224
"2023-03-30",13.6423
"2023-03-31",9.7752
"2023-04-01",10.7797
"2023-04-02",18.6031
"2023-04-03",15.551
"2023-04-04",6.7906
"2023-04-05",12.6162
"2023-04-06",7.4292
"2023-04-07",22.5635
"2023-04-08",8.0505
"2023-04-09",0
"2023-04-10",14.0657
"2023-04-11",0
"2023-04-12",0.0778
"2023-04-13",5.8686
"2023-04-14",9.9234
"2023-04-15",7.0068
"2023-04-16",0.1866
"2023-04-17",0.1639
"2023-04-18",0
"2023-04-19",0
"2023-04-20",0
"2023-04-21",0.2123
"2023-04-22",0
"2023-04-23",1.1653
"2023-04-24",6.5474
"2023-04-25",12.3724
"2023-04-26",20.3796
"2023-04-27",13.8708
"2023-04-28",19.8437
"2023-04-29",23.0443
"2023-04-30",15.5772
"2023-05-01",52.6758
"2023-05-02",45.5008
"2023-05-03",25.0985
"2023-05-04",58.1256
"2023-05-05",24.7909
"2023-05-06",37.805
"2023-05-07",37.0559
"2023-05-08",48.3466
"2023-05-09",33.0042
"2023-05-10",0.3376
"2023-05-11",36.5691
"2023-05-12",0
"2023-05-13",0
"2023-05-14",1.093
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0
"2023-05-18",0
"2023-05-19",0.5329
"2023-05-20",0.0825
"2023-05-21",15.4383
"2023-05-22",0
"2023-05-23",20.2411
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",11.9794
"2023-05-28",0
"2023-05-29",23.7412
"2023-05-30",0.0156
"2023-05-31",6.2812
"2023-06-01",50.9529
"2023-06-02",0
"2023-06-03",1.5181
"2023-06-04",1.9958
"2023-06-05",8.4595
"2023-06-06",0.2733
"2023-06-07",19.149
"2023-06-08",18.3002
"2023-06-09",0
"2023-06-10",0
"2023-06-11",41.3754
"2023-06-12",43.8992
"2023-06-13",21.4584
"2023-06-14",0.2035
"2023-06-15",0
"2023-06-16",0
"2023-06-17",16.8078
"2023-06-18",30.8706
"2023-06-19",1.4806
"2023-06-20",3.4537
"2023-06-21",49.4784
"2023-06-22",10.6243
"2023-06-23",6.437
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",28.8517
"2023-06-28",34.2409
"2023-06-29",48.8445
"2023-06-30",0
"2023-07-01",14.6868
"2023-07-02",28.3243
"2023-07-03",0.7532
"2023-07-04",1.3911
"2023-07-05",8.8199
"2023-07-06",0.4983
"2023-07-07",0.8345
"2023-07-08",0
"2023-07-09",9.1532
"2023-07-10",9.6357
"2023-07-11",12.2825
"2023-07-12",0
"2023-07-13",2.6966
"2023-07-14",0
"2023-07-15",0
"2023-07-16",4.5336
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",5.7636
"2023-07-24",5.8062
"2023-07-25",7.9215
"2023-07-26",5.8559
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",4.3379
"2023-08-06",8.8611
"2023-08-07",0
"2023-08-08",0
"2023-08-09",6.8182
"2023-08-10",6.1786
"2023-08-11",14.8188
"2023-08-12",1.5237
"2023-08-13",0.5948
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",6.6878
"2023-08-23",6.074
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0.0134
"2023-08-29",12.4272
"2023-08-30",26.8956
"2023-08-31",40.7714
"2023-09-01",17.1013
"2023-09-02",15.4819
"2023-09-03",33.5071
"2023-09-04",19.7304
"2023-09-05",5.3124
"2023-09-06",28.5072
"2023-09-07",12.4413
"2023-09-08",0
"2023-09-09",0
"2023-09-10",6.3081
"2023-09-11",1.3602
"2023-09-12",3.7584
"2023-09-13",20.7617
"2023-09-14",8.8877
"2023-09-15",0
"2023-09-16",0
"2023-09-17",13.044
"2023-09-18",6.0828
"2023-09-19",9.6249
"2023-09-20",3.1699
"2023-09-21",10.9896
"2023-09-22",6.7444
"2023-09-23",2.8722
"2023-09-24",4.06
"2023-09-25",3.0404
"2023-09-26",17.713
"2023-09-27",20.9704
"2023-09-28",33.2603
"2023-09-29",41.3359
"2023-09-30",19.1913
"2023-10-01",3.7207
"2023-10-02",13.8887
"2023-10-03",17.6288
"2023-10-04",25.9097
"2023-10-05",26.582
"2023-10-06",48.047
"2023-10-07",29.8261
"2023-10-08",20.5098
"2023-10-09",23.2463
"2023-10-10",21.4763
"2023-10-11",15.3772
"2023-10-12",14.3601
"2023-10-13",25.3859
"2023-10-14",29.9759
"2023-10-15",11.6576
"2023-10-16",0.4782
"2023-10-17",25.1854
"2023-10-18",35.1773
"2023-10-19",0.5498
"2023-10-20",10.923
"2023-10-21",16.0016
"2023-10-22",31.4808
"2023-10-23",0.2013
"2023-10-24",16.9549
"2023-10-25",14.5264
"2023-10-26",11.3828
"2023-10-27",8.4955
"2023-10-28",27.8876
"2023-10-29",24.2621
"2023-10-30",18.725
"2023-10-31",16.6559
"2023-11-01",20.354
"2023-11-02",31.3965
"2023-11-03",33.4479
"2023-11-04",19.0535
"2023-11-05",18.5862
"2023-11-06",21.5338
"2023-11-07",12.8531
"2023-11-08",50.8959
"2023-11-09",24.0276
"2023-11-10",21.6017
"2023-11-11",13.3726
"2023-11-12",8.4785
"2023-11-13",7.5932
"2023-11-14",6.3021
"2023-11-15",8.9218
"2023-11-16",28.7191
"2023-11-17",23.874
"2023-11-18",17.7077
"2023-11-19",17.8418
"2023-11-20",19.5633
"2023-11-21",31.5378
"2023-11-22",31.4195
"2023-11-23",3.2765
"2023-11-24",3.8851
"2023-11-25",11.2056
"2023-11-26",4.6985
"2023-11-27",12.0474
"2023-11-28",23.0634
"2023-11-29",12.4906
"2023-11-30",10.9595
"2023-12-01",13.4498
"2023-12-02",5.1701
"2023-12-03",10.3787
"2023-12-04",17.4565
"2023-12-05",11.5674
"2023-12-06",10.7857
"2023-12-07",22.1725
"2023-12-08",12.7403
"2023-12-09",9.9402
"2023-12-10",13.5211
"2023-12-11",18.2513
"2023-12-12",9.9084
"2023-12-13",0.1713
"2023-12-14",15.3051
"2023-12-15",9.8508
"2023-12-16",13.7938
"2023-12-17",6.6756
"2023-12-18",19.4476
"2023-12-19",2.4021
"2023-12-20",6.1749
"2023-12-21",10.369
"2023-12-22",1.5688
"2023-12-23",0.1585
"2023-12-24",0.841
"2023-12-25",0
"2023-12-26",0
"2023-12-27",0
"2023-12-28",12.3092
"2023-12-29",3.5949
"2023-12-30",4.6071
"2023-12-31",13.352
"2024-01-01",30.6195
"2024-01-02",5.7213
"2024-01-03",3.9771
"2024-01-04",0
"2024-01-05",5.5996
"2024-01-06",9.7021
"2024-01-07",14.1441
"2024-01-08",16.7211
"2024-01-09",21.5774
"2024-01-10",16.0576
"2024-01-11",3.8115
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0.0439
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",5.5908
"2024-01-20",3.2103
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",4.6145
"2024-02-01",5.6375
"2024-02-02",0
"2024-02-03",0
"2024-02-04",11.4847
"2024-02-05",12.2936
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0
"2024-02-16",0.1023
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0.0845
"2024-02-24",0
"2024-02-25",0
"2024-02-26",0
"2024-02-27",0
"2024-02-28",0
"2024-02-29",6.9929
"2024-03-01",4.7184
"2024-03-02",0.9065
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",4.4406
"2024-03-07",0.441
"2024-03-08",5.4013
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",4.8395
"2024-03-22",6.6114
"2024-03-23",2.7274
"2024-03-24",1.8363
"2024-03-25",0
"2024-03-26",0
"2024-03-27",0.9243
"2024-03-28",5.0925
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0
"2024-04-01",16.5056
"2024-04-02",15.5454
"2024-04-03",0
"2024-04-04",12.7439
"2024-04-05",2.2672
"2024-04-06",0.0956
"2024-04-07",0
"2024-04-08",2.4612
"2024-04-09",0
"2024-04-10",2.6103
"2024-04-11",13.3295
"2024-04-12",8.0612
"2024-04-13",3.0143
"2024-04-14",9.844
"2024-04-15",19.5828
"2024-04-16",4.0896
"2024-04-17",11.5035
"2024-04-18",7.9592
"2024-04-19",1.1447
"2024-04-20",3.1051
"2024-04-21",6.4854
"2024-04-22",5.2254
"2024-04-23",12.9952
"2024-04-24",7.1009
"2024-04-25",2.5544
"2024-04-26",0
"2024-04-27",23.2284
"2024-04-28",1.2599
"2024-04-29",21.7976
"2024-04-30",14.6564
"2024-05-01",0
"2024-05-02",0.3214
"2024-05-03",0
"2024-05-04",0
"2024-05-05",1.0068
"2024-05-06",9.2729
"2024-05-07",0.8069
"2024-05-08",18.0581
"2024-05-09",15.8581
"2024-05-10",24.3166
"2024-05-11",19.5365
"2024-05-12",19.5365
"2024-05-13",10.8795
"2024-05-14",27.3022
"2024-05-15",20.431
"2024-05-16",20.2482
"2024-05-17",21.1531
"2024-05-18",30.0241
"2024-05-19",22.4403
"2024-05-20",12.8364
"2024-05-21",13.4497
"2024-05-22",12.6916
"2024-05-23",9.9305
"2024-05-24",13.1881
"2024-05-25",22.0447
"2024-05-26",10.6793
"2024-05-27",16.0989
"2024-05-28",6.0217
"2024-05-29",7.7106
"2024-05-30",7.3313
"2024-05-31",6.5504
"2024-06-01",17.6205
"2024-06-02",18.7686
"2024-06-03",6.4391
"2024-06-04",1.165
"2024-06-05",1.7837
"2024-06-06",0
"2024-06-07",3.9021
"2024-06-08",18.8528
"2024-06-09",4.2904
"2024-06-10",0
"2024-06-11",3.4944
"2024-06-12",3.1703
"2024-06-13",2.1011
"2024-06-14",1.7258
"2024-06-15",2.1665
"2024-06-16",0
"2024-06-17",0
"2024-06-18",20.6309
"2024-06-19",7.4847
"2024-06-20",9.1912
"2024-06-21",0.0672
"2024-06-22",3.2144
"2024-06-23",0
"2024-06-24",6.401
"2024-06-25",18.9896
"2024-06-26",20.0424
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",11.7257
"2024-07-01",3.8778
"2024-07-02",0
"2024-07-03",2.837
"2024-07-04",5.0607
"2024-07-05",10.9224
"2024-07-06",0.8647
"2024-07-07",13.7039
"2024-07-08",4.9433
"2024-07-09",1.1768
"2024-07-10",0.5929
"2024-07-11",0
"2024-07-12",0.7379
"2024-07-13",10.2038
"2024-07-14",4.5791
"2024-07-15",15.8784
"2024-07-16",5.4678
"2024-07-17",0.2936
"2024-07-18",0
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0
"2024-07-22",3.5926
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",12.3215
"2024-07-29",15.1765
"2024-07-30",0.3207
"2024-07-31",0
"2024-08-01",0.1453
"2024-08-02",1.7137
"2024-08-03",3.3647
"2024-08-04",3.3901
"2024-08-05",3.433
"2024-08-06",1.357
"2024-08-07",0.6412
"2024-08-08",4.0424
"2024-08-09",0
"2024-08-10",0.1116
"2024-08-11",17.2217
"2024-08-12",16.6871
"2024-08-13",3.5382
"2024-08-14",0
"2024-08-15",0
"2024-08-16",11.7823
"2024-08-17",28.9191
"2024-08-18",14.9831
"2024-08-19",12.0332
"2024-08-20",10.8883
"2024-08-21",5.4162
"2024-08-22",1.3029
"2024-08-23",1.9084
"2024-08-24",3.1273
"2024-08-25",3.0321
"2024-08-26",0.9855
"2024-08-27",0.4102
"2024-08-28",1.6305
"2024-08-29",3.4445
"2024-08-30",4.7622
"2024-08-31",4.9856
"2024-09-01",9.4887
"2024-09-02",25.7118
"2024-09-03",23.5342
"2024-09-04",13.6693
"2024-09-05",0
"2024-09-06",9.7768
"2024-09-07",0
"2024-09-08",1.7558
"2024-09-09",1.2622
"2024-09-10",0
"2024-09-11",2.8312
"2024-09-12",1.8617
"2024-09-13",1.9977
"2024-09-14",2.254
"2024-09-15",3.0316
"2024-09-16",0
"2024-09-17",4.485
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0
"2024-09-21",0
"2024-09-22",0
"2024-09-23",0
"2024-09-24",0
"2024-09-25",0
"2024-09-26",0
"2024-09-27",3.3485
"2024-09-28",9.1495
"2024-09-29",20.1848
"2024-09-30",4.9555
"2024-10-01",6.3936
"2024-10-02",4.9127
"2024-10-03",4.6651
"2024-10-04",3.9249
"2024-10-05",8.7153
"2024-10-06",38.9143
"2024-10-07",33.2722
"2024-10-08",28.537
"2024-10-09",30.5409
"2024-10-10",33.2709
"2024-10-11",45.3606
"2024-10-12",2.784
"2024-10-13",61.2732
"2024-10-14",4.8321
"2024-10-15",0
"2024-10-16",0
"2024-10-17",0
"2024-10-18",2.7591
"2024-10-19",0
"2024-10-20",7.3942
"2024-10-21",27.0192
"2024-10-22",19.0803
"2024-10-23",17.4387
"2024-10-24",0
"2024-10-25",19.3244
"2024-10-26",0.9761
"2024-10-27",4.0535
"2024-10-28",4.7204
"2024-10-29",23.1757
"2024-10-30",0
"2024-10-31",33.3394
"2024-11-01",15.3278
"2024-11-02",17.6274
"2024-11-03",16.7242
"2024-11-04",19.7932
"2024-11-05",16.9714
"2024-11-06",0
"2024-11-07",0
"2024-11-08",48.1447
"2024-11-09",0
"2024-11-10",1.781
"2024-11-11",6.5047
"2024-11-12",19.3383
"2024-11-13",14.584
"2024-11-14",16.2985
"2024-11-15",18.2301
"2024-11-16",0.6742
"2024-11-17",10.4156
"2024-11-18",11.8452
"2024-11-19",18.5362
"2024-11-20",27.3881
"2024-11-21",10.8025
"2024-11-22",11.9535
"2024-11-23",9.32
"2024-11-24",24.276
"2024-11-25",33.7731
"2024-11-26",63.4019
"2024-11-27",11.1807
"2024-11-28",0
"2024-11-29",2.4151
"2024-11-30",8.0221
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0.0055
"2024-12-05",8.4644
"2024-12-06",0.0883
"2024-12-07",0
"2024-12-08",0.0288
"2024-12-09",0
"2024-12-10",0
"2024-12-11",22.3722
"2024-12-12",13.6573
"2024-12-13",15.1626
"2024-12-14",12.0851
"2024-12-15",0
"2024-12-16",3.0969
"2024-12-17",10.6871
"2024-12-18",0
"2024-12-19",0
"2024-12-20",0
"2024-12-21",9.6113
"2024-12-22",0.1236
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",0
"2024-12-29",0
"2024-12-30",0.763
"2024-12-31",10.805
"2025-01-01",9.6563
"2025-01-02",0
"2025-01-03",0
"2025-01-04",1.1285
"2025-01-05",0
"2025-01-06",0
"2025-01-07",0
"2025-01-08",0
"2025-01-09",0.1818
"2025-01-10",2.5222
"2025-01-11",2.9839
"2025-01-12",16.6599
"2025-01-13",0
"2025-01-14",13.4953
"2025-01-15",0.9495
"2025-01-16",0
"2025-01-17",0.0648
"2025-01-18",17.5916
"2025-01-19",15.0732
"2025-01-20",0
"2025-01-21",7.4995
"2025-01-22",12.1419
"2025-01-23",8.3878
"2025-01-24",1.8855
"2025-01-25",5.6371
"2025-01-26",12.6035
"2025-01-27",3.5873
"2025-01-28",29.6367
"2025-01-29",19.146
"2025-01-30",11.3183
"2025-01-31",0.7549
"2025-02-01",0.5747
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",1.3363
"2025-02-07",0.2112
"2025-02-08",0
"2025-02-09",0.0191
"2025-02-10",1.2849
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",11.5072
"2025-02-26",10.2545
"2025-02-27",12.7996
"2025-02-28",17.4734
"2025-03-01",17.6876
"2025-03-02",15.8146
"2025-03-03",23.5459
"2025-03-04",16.1745
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",6.0156
"2025-03-11",46.1505
"2025-03-12",0
"2025-03-13",1.0108
"2025-03-14",8.2776
"2025-03-15",1.1763
"2025-03-16",9.8276
"2025-03-17",9.8276
"2025-03-18",19.6552
"2025-03-19",9.6432
"2025-03-20",1.4382
"2025-03-21",15.1032
"2025-03-22",11.2075
"2025-03-23",9.4092
"2025-03-24",16.0648
"2025-03-25",11.1071
"2025-03-26",7.0009
"2025-03-27",10.2249
"2025-03-28",0
"2025-03-29",13.5276
"2025-03-30",13.0308
"2025-03-31",11.1375
"2025-04-01",1.9822
"2025-04-02",22.0653
"2025-04-03",31.2056
"2025-04-04",20.1055
"2025-04-05",31.9803
"2025-04-06",39.3014
"2025-04-07",8.5537
"2025-04-08",0.1875
"2025-04-09",22.8312
"2025-04-10",21.5204
"2025-04-11",5.1129
"2025-04-12",0.4873
"2025-04-13",0
"2025-04-14",7.6242
"2025-04-15",1.4383
"2025-04-16",2.0404
"2025-04-17",2.3464
"2025-04-18",0.8041
"2025-04-19",3.1213
"2025-04-20",6.6456
"2025-04-21",12.5775
"2025-04-22",13.6466
"2025-04-23",19.1695
"2025-04-24",13.5311
"2025-04-25",9.9608
"2025-04-26",8.1203
"2025-04-27",13.9543
"2025-04-28",15.5092
"2025-04-29",12.2434
"2025-04-30",19.8648
"2025-05-01",0
"2025-05-02",11.5478
"2025-05-03",11.3239
"2025-05-04",0
"2025-05-05",12.3644
"2025-05-06",17.1578
"2025-05-07",12.4208
"2025-05-08",6.6801
"2025-05-09",8.0085
"2025-05-10",8.7348
"2025-05-11",0
"2025-05-12",0
"2025-05-13",6.4274
"2025-05-14",10.8203
"2025-05-15",16.0406
"2025-05-16",12.4989
"2025-05-17",15.6103
"2025-05-18",16.0676
"2025-05-19",18.7598
"2025-05-20",13.6013
"2025-05-21",1.322
"2025-05-22",15.7317
"2025-05-23",0
"2025-05-24",25.6781
"2025-05-25",15.3972
"2025-05-26",56.356
"2025-05-27",42.6503
"2025-05-28",2.0002
"2025-05-29",8.1195
"2025-05-30",34.5628
"2025-05-31",0
"2025-06-01",0
"2025-06-02",0
"2025-06-03",0
"2025-06-04",1.8346
"2025-06-05",15.5494
"2025-06-06",8.8766
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",21.6222
"2025-06-11",16.1825
"2025-06-12",12.4637
"2025-06-13",19.0387
"2025-06-14",18.14
"2025-06-15",12.7706
"2025-06-16",0
"2025-06-17",0.1476
"2025-06-18",0
"2025-06-19",0
"2025-06-20",9.9405
"2025-06-21",13.0943
"2025-06-22",3.5941
"2025-06-23",0.0689
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.703
"2025-06-27",0
"2025-06-28",22.8197
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.1878
"2025-07-02",0.1066
"2025-07-03",0.6448
"2025-07-04",0.5351
"2025-07-05",0.5031
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",4.9977
"2025-07-11",5.7137
"2025-07-12",0
"2025-07-13",0
"2025-07-14",0.6225
"2025-07-15",0.9117
"2025-07-16",4.7439
"2025-07-17",1.9979
"2025-07-18",0
"2025-07-19",0
"2025-07-20",0
"2025-07-21",0
"2025-07-22",0
"2025-07-23",0.4266
"2025-07-24",1.1647
"2025-07-25",19.243
"2025-07-26",5.1183
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",4.8319
"2025-08-01",11.9096
"2025-08-02",14.2563
"2025-08-03",7.9597
"2025-08-04",0.2893
"2025-08-05",1.9892
"2025-08-06",0
"2025-08-07",0.4
"2025-08-08",0
"2025-08-09",0.0567
"2025-08-10",0
"2025-08-11",7.0602
"2025-08-12",0
"2025-08-13",0.0773
"2025-08-14",0
"2025-08-15",0
"2025-08-16",0
"2025-08-17",12.1723
"2025-08-18",3.257
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0.7352
"2025-08-22",3.5923
"2025-08-23",5.2848
"2025-08-24",0
"2025-08-25",4.5986
"2025-08-26",0
"2025-08-27",1.1176
"2025-08-28",0.6051
"2025-08-29",0
"2025-08-30",0.7678
"2025-08-31",0.1635
"2025-09-01",0
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",7.7542
"2025-09-07",3.1091
"2025-09-08",24.7868
"2025-09-09",17.7776
"2025-09-10",14.4683
"2025-09-11",0
"2025-09-12",9.472
"2025-09-13",0
"2025-09-14",5.6005
"2025-09-15",1.4372
"2025-09-16",16.8578
"2025-09-17",47.6622
"2025-09-18",18.1275
"2025-09-19",27.9515
"2025-09-20",0
"2025-09-21",0
"2025-09-22",0
"2025-09-23",0
"2025-09-24",3.496
"2025-09-25",23.0668
"2025-09-26",1.5065
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",12.255
"2025-10-04",35.2101
"2025-10-05",22.6325
"2025-10-06",5.8241
"2025-10-07",8.9183
"2025-10-08",10.6325
"2025-10-09",10.4566
"2025-10-10",7.2856
"2025-10-11",17.9905
"2025-10-12",37.515
"2025-10-13",36.7252
"2025-10-14",27.3632
"2025-10-15",26.2449
"2025-10-16",35.7019
"2025-10-17",42.6963
"2025-10-18",28.1886
"2025-10-19",48.8346
"2025-10-20",26.5815
"2025-10-21",12.2887
"2025-10-22",11.9984
"2025-10-23",19.9207
"2025-10-24",72.508
"2025-10-25",15.0006
"2025-10-26",6.8914
"2025-10-27",8.9399
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",1.7432
"2025-11-02",0
"2025-11-03",0
"2025-11-04",0
"2025-11-05",3.0552
"2025-11-06",17.8538
"2025-11-07",13.6479
"2025-11-08",21.0249
"2025-11-09",0
"2025-11-10",7.4058
"2025-11-11",3.0077
"2025-11-12",19.3155
"2025-11-13",12.9776
"2025-11-14",10.4948
"2025-11-15",4.9057
"2025-11-16",11.7165
"2025-11-17",37.9847
"2025-11-18",30.6874
"2025-11-19",1.0544
"2025-11-20",34.6859
"2025-11-21",6.2332
"2025-11-22",30.1921
"2025-11-23",40.1104
"2025-11-24",40.1784
"2025-11-25",13.6377
"2025-11-26",44.6818
"2025-11-27",79.0361
"2025-11-28",48.4995
"2025-11-29",0.7143
"2025-11-30",0.9319
"2025-12-01",0
"2025-12-02",0
"2025-12-03",0.622
"2025-12-04",10.7574
"2025-12-05",1.6963
"2025-12-06",8.9318
"2025-12-07",9.0903
"2025-12-08",1.4463
"2025-12-09",12.4727
"2025-12-10",9.8668
"2025-12-11",5.9926
"2025-12-12",19.3843
"2025-12-13",1.2217
"2025-12-14",0
"2025-12-15",0
"2025-12-16",5.7929
"2025-12-17",7.3838
"2025-12-18",32.0764
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0.4705
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",19.9332
