,"(mm) Precipitation (CHIRPS) at Badulla, 2007-01-01 to 2025-12-31"
"2022-10-10",4.621
"2022-10-11",10.1443
"2022-10-12",19.0918
"2022-10-13",10.9185
"2022-10-14",23.1027
"2022-10-15",5.9156
"2022-10-16",16.7455
"2022-10-17",13.3639
"2022-10-18",0
"2022-10-19",25.0843
"2022-10-20",37.1943
"2022-10-21",3.6979
"2022-10-22",11.4491
"2022-10-23",12.7786
"2022-10-24",6.0959
"2022-10-25",23.2459
"2022-10-26",8.1252
"2022-10-27",0
"2022-10-28",1.0913
"2022-10-29",0
"2022-10-30",12.7876
"2022-10-31",24.411
"2022-11-01",16.784
"2022-11-02",15.135
"2022-11-03",20.7208
"2022-11-04",32.9927
"2022-11-05",19.2339
"2022-11-06",1.2918
"2022-11-07",7.6272
"2022-11-08",25.8445
"2022-11-09",11.8923
"2022-11-10",9.4852
"2022-11-11",10.9833
"2022-11-12",28.5795
"2022-11-13",20.773
"2022-11-14",20.4686
"2022-11-15",3.2548
"2022-11-16",4.0549
"2022-11-17",0.0438
"2022-11-18",0
"2022-11-19",3.1494
"2022-11-20",2.8043
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0.041
"2022-11-26",6.4544
"2022-11-27",13.6931
"2022-11-28",0
"2022-11-29",8.4524
"2022-11-30",0
"2022-12-01",0.3713
"2022-12-02",7.3594
"2022-12-03",6.748
"2022-12-04",8.0652
"2022-12-05",10.7147
"2022-12-06",10.0734
"2022-12-07",13.5643
"2022-12-08",18.9258
"2022-12-09",14.5689
"2022-12-10",6.2998
"2022-12-11",5.3146
"2022-12-12",6.3176
"2022-12-13",0.7476
"2022-12-14",2.4738
"2022-12-15",0.1532
"2022-12-16",0
"2022-12-17",4.9611
"2022-12-18",23.0065
"2022-12-19",21.7945
"2022-12-20",46.5673
"2022-12-21",18.1132
"2022-12-22",11.7788
"2022-12-23",3.4202
"2022-12-24",21.3538
"2022-12-25",76.4959
"2022-12-26",0.3837
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",6.7405
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0.3886
"2023-01-06",3.8103
"2023-01-07",9.0561
"2023-01-08",0.9946
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0
"2023-01-13",0
"2023-01-14",0
"2023-01-15",1.661
"2023-01-16",7.9758
"2023-01-17",18.8359
"2023-01-18",0.411
"2023-01-19",0.876
"2023-01-20",0.1328
"2023-01-21",34.0159
"2023-01-22",6.3312
"2023-01-23",0.2596
"2023-01-24",2.432
"2023-01-25",0.0759
"2023-01-26",0
"2023-01-27",17.9359
"2023-01-28",0.1935
"2023-01-29",0
"2023-01-30",7.0765
"2023-01-31",20.9658
"2023-02-01",2.2754
"2023-02-02",22.3778
"2023-02-03",8.5964
"2023-02-04",4.1067
"2023-02-05",20.2112
"2023-02-06",11.4901
"2023-02-07",2.8027
"2023-02-08",0
"2023-02-09",0
"2023-02-10",1.3917
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",7.982
"2023-02-20",22.2317
"2023-02-21",4.0833
"2023-02-22",0
"2023-02-23",0
"2023-02-24",7.5951
"2023-02-25",5.4057
"2023-02-26",0
"2023-02-27",2.5503
"2023-02-28",10.7102
"2023-03-01",7.4009
"2023-03-02",8.0732
"2023-03-03",6.6514
"2023-03-04",1.9989
"2023-03-05",0.1166
"2023-03-06",11.043
"2023-03-07",2.0628
"2023-03-08",0
"2023-03-09",1.4084
"2023-03-10",9.9784
"2023-03-11",6.0636
"2023-03-12",13.751
"2023-03-13",7.516
"2023-03-14",6.8035
"2023-03-15",1.8278
"2023-03-16",25.33
"2023-03-17",3.8393
"2023-03-18",16.2216
"2023-03-19",22.6204
"2023-03-20",4.3019
"2023-03-21",12.7623
"2023-03-22",5.8764
"2023-03-23",3.8412
"2023-03-24",1.9085
"2023-03-25",0.6862
"2023-03-26",2.2331
"2023-03-27",0
"2023-03-28",0
"2023-03-29",0.0502
"2023-03-30",2.0938
"2023-03-31",0.932
"2023-04-01",2.4596
"2023-04-02",6.8572
"2023-04-03",0.398
"2023-04-04",7.1415
"2023-04-05",4.1973
"2023-04-06",3.8215
"2023-04-07",0.8131
"2023-04-08",6.5572
"2023-04-09",0
"2023-04-10",2.067
"2023-04-11",0
"2023-04-12",0
"2023-04-13",2.53
"2023-04-14",2.0138
"2023-04-15",6.1784
"2023-04-16",6.4947
"2023-04-17",0.5154
"2023-04-18",0
"2023-04-19",0
"2023-04-20",5.5537
"2023-04-21",6.6294
"2023-04-22",8.1082
"2023-04-23",9.2428
"2023-04-24",8.3218
"2023-04-25",9.6367
"2023-04-26",13.3413
"2023-04-27",4.5352
"2023-04-28",15.332
"2023-04-29",8.8712
"2023-04-30",10.0284
"2023-05-01",21.9644
"2023-05-02",19.5015
"2023-05-03",15.2432
"2023-05-04",43.3433
"2023-05-05",31.0588
"2023-05-06",32.0237
"2023-05-07",10.3256
"2023-05-08",30.1456
"2023-05-09",9.0847
"2023-05-10",4.0073
"2023-05-11",4.3429
"2023-05-12",0.1234
"2023-05-13",0.2426
"2023-05-14",6.6602
"2023-05-15",0
"2023-05-16",0
"2023-05-17",5.8503
"2023-05-18",2.0249
"2023-05-19",6.4684
"2023-05-20",5.6763
"2023-05-21",5.8203
"2023-05-22",10.5232
"2023-05-23",17.7061
"2023-05-24",0.4586
"2023-05-25",0
"2023-05-26",0.4955
"2023-05-27",0
"2023-05-28",2.1939
"2023-05-29",15.1327
"2023-05-30",14.384
"2023-05-31",25.2361
"2023-06-01",0
"2023-06-02",7.226
"2023-06-03",2.6785
"2023-06-04",6.6789
"2023-06-05",1.9731
"2023-06-06",0.3146
"2023-06-07",0.8712
"2023-06-08",1.0747
"2023-06-09",0
"2023-06-10",0.407
"2023-06-11",11.6329
"2023-06-12",17.9838
"2023-06-13",13.4389
"2023-06-14",0.113
"2023-06-15",9.6118
"2023-06-16",5.9468
"2023-06-17",33.7132
"2023-06-18",7.4263
"2023-06-19",0
"2023-06-20",7.8048
"2023-06-21",20.0129
"2023-06-22",8.0929
"2023-06-23",0.9137
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0.9844
"2023-06-27",17.0839
"2023-06-28",2.1144
"2023-06-29",52.2121
"2023-06-30",6.5294
"2023-07-01",5.9823
"2023-07-02",20.662
"2023-07-03",4.9267
"2023-07-04",2.009
"2023-07-05",0
"2023-07-06",0.1357
"2023-07-07",1.041
"2023-07-08",0
"2023-07-09",5.6982
"2023-07-10",11.9424
"2023-07-11",4.4986
"2023-07-12",0
"2023-07-13",1.1056
"2023-07-14",0.4877
"2023-07-15",1.6085
"2023-07-16",4.3754
"2023-07-17",0.8444
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",6.7736
"2023-07-24",1.9738
"2023-07-25",8.0055
"2023-07-26",5.6122
"2023-07-27",0.1054
"2023-07-28",0
"2023-07-29",0
"2023-07-30",2.0768
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",2.9119
"2023-08-06",4.8677
"2023-08-07",0
"2023-08-08",2.1641
"2023-08-09",8.1993
"2023-08-10",4.5952
"2023-08-11",10.9605
"2023-08-12",3.4064
"2023-08-13",0.5658
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0.6283
"2023-08-22",8.9383
"2023-08-23",8.9724
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0.938
"2023-08-28",5.9206
"2023-08-29",9.6396
"2023-08-30",10.9757
"2023-08-31",14.0439
"2023-09-01",6.4221
"2023-09-02",3.2859
"2023-09-03",1.301
"2023-09-04",5.2028
"2023-09-05",0.1757
"2023-09-06",15.2421
"2023-09-07",2.9956
"2023-09-08",0
"2023-09-09",0.0485
"2023-09-10",2.163
"2023-09-11",0
"2023-09-12",5.6158
"2023-09-13",19.9111
"2023-09-14",7.6895
"2023-09-15",0.0046
"2023-09-16",0.8251
"2023-09-17",17.0397
"2023-09-18",8.5606
"2023-09-19",13.7808
"2023-09-20",0.2773
"2023-09-21",5.611
"2023-09-22",5.3514
"2023-09-23",5.9857
"2023-09-24",8.0733
"2023-09-25",5.3505
"2023-09-26",14.8871
"2023-09-27",3.2699
"2023-09-28",5.5557
"2023-09-29",0.1073
"2023-09-30",20.0426
"2023-10-01",1.2295
"2023-10-02",17.3152
"2023-10-03",12.3589
"2023-10-04",21.9357
"2023-10-05",16.3423
"2023-10-06",17.0255
"2023-10-07",20.5887
"2023-10-08",1.338
"2023-10-09",22.1189
"2023-10-10",21.8295
"2023-10-11",9.7377
"2023-10-12",22.5838
"2023-10-13",10.1543
"2023-10-14",28.4632
"2023-10-15",21.2508
"2023-10-16",7.842
"2023-10-17",25.2419
"2023-10-18",22.2091
"2023-10-19",6.0883
"2023-10-20",11.6644
"2023-10-21",18.1082
"2023-10-22",11.6776
"2023-10-23",6.5258
"2023-10-24",6.4406
"2023-10-25",8.3266
"2023-10-26",4.0376
"2023-10-27",8.1209
"2023-10-28",12.3713
"2023-10-29",9.3491
"2023-10-30",13.8531
"2023-10-31",6.1533
"2023-11-01",18.474
"2023-11-02",6.5105
"2023-11-03",25.2534
"2023-11-04",19.8825
"2023-11-05",7.136
"2023-11-06",3.3117
"2023-11-07",21.8869
"2023-11-08",18.3013
"2023-11-09",26.1415
"2023-11-10",8.8422
"2023-11-11",2.8783
"2023-11-12",14.4917
"2023-11-13",9.5765
"2023-11-14",17.1679
"2023-11-15",10.948
"2023-11-16",21.7453
"2023-11-17",11.3399
"2023-11-18",33.6558
"2023-11-19",15.1781
"2023-11-20",17.8141
"2023-11-21",25.9154
"2023-11-22",26.5096
"2023-11-23",0
"2023-11-24",0
"2023-11-25",0.4819
"2023-11-26",1.5287
"2023-11-27",12.3355
"2023-11-28",11.0436
"2023-11-29",2.822
"2023-11-30",10.8976
"2023-12-01",23.1205
"2023-12-02",7.4652
"2023-12-03",5.9988
"2023-12-04",14.7833
"2023-12-05",17.7611
"2023-12-06",11.9505
"2023-12-07",35.2268
"2023-12-08",22.7825
"2023-12-09",12.5349
"2023-12-10",12.0722
"2023-12-11",8.9331
"2023-12-12",17.4306
"2023-12-13",0.0435
"2023-12-14",28.7722
"2023-12-15",31.3077
"2023-12-16",34.686
"2023-12-17",5.8475
"2023-12-18",21.9569
"2023-12-19",6.1861
"2023-12-20",0.6317
"2023-12-21",2.0432
"2023-12-22",3.3511
"2023-12-23",0.0784
"2023-12-24",0.6414
"2023-12-25",0
"2023-12-26",0.0637
"2023-12-27",37.0461
"2023-12-28",26.2028
"2023-12-29",41.8755
"2023-12-30",0.0017
"2023-12-31",3.1014
"2024-01-01",78.8186
"2024-01-02",36.6168
"2024-01-03",0.0539
"2024-01-04",0
"2024-01-05",6.3093
"2024-01-06",0.0477
"2024-01-07",3.1631
"2024-01-08",77.73
"2024-01-09",62.708
"2024-01-10",70.1306
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0.0108
"2024-01-15",0.1249
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0.0105
"2024-01-19",2.2037
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",3.6686
"2024-01-31",33.57
"2024-02-01",11.9988
"2024-02-02",0
"2024-02-03",0
"2024-02-04",3.4557
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.1811
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0
"2024-02-16",0.9546
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0.1189
"2024-02-23",0.0002
"2024-02-24",0
"2024-02-25",0.1441
"2024-02-26",1.6625
"2024-02-27",1.5349
"2024-02-28",0
"2024-02-29",15.1907
"2024-03-01",5.8998
"2024-03-02",2.3512
"2024-03-03",0.8283
"2024-03-04",0
"2024-03-05",0.4399
"2024-03-06",1.6503
"2024-03-07",0.7422
"2024-03-08",0.0063
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0.289
"2024-03-15",0.6298
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",1.3311
"2024-03-22",8.4505
"2024-03-23",3.5965
"2024-03-24",10.9267
"2024-03-25",0
"2024-03-26",2.1266
"2024-03-27",1.2306
"2024-03-28",4.4389
"2024-03-29",0.2379
"2024-03-30",0
"2024-03-31",1.7719
"2024-04-01",8.3869
"2024-04-02",9.5472
"2024-04-03",4.6667
"2024-04-04",0.5903
"2024-04-05",0.0078
"2024-04-06",0.5937
"2024-04-07",0
"2024-04-08",0.3001
"2024-04-09",0
"2024-04-10",0
"2024-04-11",15.4282
"2024-04-12",9.3804
"2024-04-13",1.3211
"2024-04-14",9.5929
"2024-04-15",20.202
"2024-04-16",0
"2024-04-17",1.4897
"2024-04-18",5.4156
"2024-04-19",1.4351
"2024-04-20",0.4575
"2024-04-21",0.8859
"2024-04-22",0.4969
"2024-04-23",6.1705
"2024-04-24",3.9302
"2024-04-25",0.5115
"2024-04-26",0
"2024-04-27",11.9505
"2024-04-28",0
"2024-04-29",10.499
"2024-04-30",0.2922
"2024-05-01",0
"2024-05-02",1.5786
"2024-05-03",0.221
"2024-05-04",0
"2024-05-05",0
"2024-05-06",2.5634
"2024-05-07",2.3715
"2024-05-08",12.3702
"2024-05-09",11.5176
"2024-05-10",13.7395
"2024-05-11",11.4749
"2024-05-12",8.16
"2024-05-13",10.5971
"2024-05-14",16.0493
"2024-05-15",12.6629
"2024-05-16",11.8343
"2024-05-17",14.1423
"2024-05-18",16.56
"2024-05-19",7.4307
"2024-05-20",2.4872
"2024-05-21",5.0962
"2024-05-22",7.7667
"2024-05-23",0.0182
"2024-05-24",1.3372
"2024-05-25",11.5827
"2024-05-26",1.1525
"2024-05-27",2.8585
"2024-05-28",0
"2024-05-29",1.1755
"2024-05-30",3.8137
"2024-05-31",4.6116
"2024-06-01",7.9051
"2024-06-02",7.733
"2024-06-03",2.8586
"2024-06-04",0.3018
"2024-06-05",1.9229
"2024-06-06",0
"2024-06-07",0.3759
"2024-06-08",0.7971
"2024-06-09",0.0069
"2024-06-10",0
"2024-06-11",1.483
"2024-06-12",2.4026
"2024-06-13",0.3865
"2024-06-14",0.5617
"2024-06-15",0.2883
"2024-06-16",0
"2024-06-17",0
"2024-06-18",14.2098
"2024-06-19",0
"2024-06-20",0
"2024-06-21",0.1109
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",2.3434
"2024-06-26",0.8443
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",1.5316
"2024-07-01",3.0329
"2024-07-02",0.185
"2024-07-03",2.0178
"2024-07-04",4.4656
"2024-07-05",4.1363
"2024-07-06",0.7469
"2024-07-07",3.9762
"2024-07-08",1.8407
"2024-07-09",0
"2024-07-10",1.3696
"2024-07-11",0
"2024-07-12",0
"2024-07-13",7.3192
"2024-07-14",1.7081
"2024-07-15",1.2649
"2024-07-16",4.8437
"2024-07-17",0
"2024-07-18",1.7224
"2024-07-19",0.0575
"2024-07-20",0.0866
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",3.9374
"2024-07-27",0.0083
"2024-07-28",1.158
"2024-07-29",0.5284
"2024-07-30",0.4602
"2024-07-31",2.2706
"2024-08-01",0.0717
"2024-08-02",1.8952
"2024-08-03",2.7656
"2024-08-04",5.8572
"2024-08-05",2.8322
"2024-08-06",1.3696
"2024-08-07",1.8719
"2024-08-08",2.9818
"2024-08-09",0
"2024-08-10",1.6669
"2024-08-11",11.0112
"2024-08-12",13.8609
"2024-08-13",8.5982
"2024-08-14",0.4095
"2024-08-15",1.1515
"2024-08-16",1.1561
"2024-08-17",15.0516
"2024-08-18",8.9797
"2024-08-19",11.0699
"2024-08-20",2.5296
"2024-08-21",4.0877
"2024-08-22",2.2745
"2024-08-23",2.7472
"2024-08-24",1.7609
"2024-08-25",0.8199
"2024-08-26",1.3306
"2024-08-27",0.5596
"2024-08-28",0.5473
"2024-08-29",3.7288
"2024-08-30",4.7939
"2024-08-31",3.4811
"2024-09-01",0
"2024-09-02",4.9012
"2024-09-03",6.5192
"2024-09-04",2.1934
"2024-09-05",0
"2024-09-06",6.773
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0
"2024-09-10",0
"2024-09-11",4.5965
"2024-09-12",2.6731
"2024-09-13",2.5626
"2024-09-14",4.5446
"2024-09-15",1.2783
"2024-09-16",0
"2024-09-17",5.5544
"2024-09-18",0.1455
"2024-09-19",0.0059
"2024-09-20",0.0255
"2024-09-21",0.1888
"2024-09-22",0.5862
"2024-09-23",0
"2024-09-24",0
"2024-09-25",0
"2024-09-26",4.0649
"2024-09-27",10.551
"2024-09-28",1.5239
"2024-09-29",13.139
"2024-09-30",9.4658
"2024-10-01",7.0155
"2024-10-02",3.7123
"2024-10-03",2.7896
"2024-10-04",2.1066
"2024-10-05",3.3094
"2024-10-06",29.043
"2024-10-07",22.1382
"2024-10-08",25.7099
"2024-10-09",20.2351
"2024-10-10",9.4449
"2024-10-11",12.6869
"2024-10-12",10.6001
"2024-10-13",30.4318
"2024-10-14",12.8608
"2024-10-15",0
"2024-10-16",0.8752
"2024-10-17",0
"2024-10-18",2.8829
"2024-10-19",0
"2024-10-20",7.9652
"2024-10-21",14.3382
"2024-10-22",9.4933
"2024-10-23",2.4993
"2024-10-24",0
"2024-10-25",6.374
"2024-10-26",20.6899
"2024-10-27",14.712
"2024-10-28",4.6706
"2024-10-29",19.3242
"2024-10-30",15.223
"2024-10-31",31.9461
"2024-11-01",24.7767
"2024-11-02",15.622
"2024-11-03",9.0125
"2024-11-04",13.018
"2024-11-05",8.7503
"2024-11-06",0
"2024-11-07",11.5285
"2024-11-08",47.8293
"2024-11-09",0.7855
"2024-11-10",3.1325
"2024-11-11",7.1352
"2024-11-12",15.3837
"2024-11-13",9.8478
"2024-11-14",10.9753
"2024-11-15",10.1038
"2024-11-16",0.2502
"2024-11-17",0.0803
"2024-11-18",0.2097
"2024-11-19",13.58
"2024-11-20",15.9907
"2024-11-21",12.6823
"2024-11-22",27.6536
"2024-11-23",27.0992
"2024-11-24",35.9639
"2024-11-25",37.4627
"2024-11-26",75.0331
"2024-11-27",13.3754
"2024-11-28",11.1256
"2024-11-29",10.5053
"2024-11-30",0.0499
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0
"2024-12-06",0.0021
"2024-12-07",3.7608
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0.4248
"2024-12-11",33.866
"2024-12-12",40.051
"2024-12-13",20.3324
"2024-12-14",4.9935
"2024-12-15",0
"2024-12-16",24.4861
"2024-12-17",15.8729
"2024-12-18",0.408
"2024-12-19",1.8043
"2024-12-20",9.4118
"2024-12-21",15.2191
"2024-12-22",7.9413
"2024-12-23",0
"2024-12-24",0.7121
"2024-12-25",0
"2024-12-26",0
"2024-12-27",1.0494
"2024-12-28",1.6208
"2024-12-29",0.1289
"2024-12-30",3.0999
"2024-12-31",42.1647
"2025-01-01",14.7201
"2025-01-02",27.413
"2025-01-03",0
"2025-01-04",13.0319
"2025-01-05",0
"2025-01-06",6.0939
"2025-01-07",0.0002
"2025-01-08",0.1389
"2025-01-09",0
"2025-01-10",4.1388
"2025-01-11",26.6626
"2025-01-12",77.9605
"2025-01-13",4.7826
"2025-01-14",52.6556
"2025-01-15",1.8491
"2025-01-16",6.6313
"2025-01-17",3.1657
"2025-01-18",66.3342
"2025-01-19",57.8678
"2025-01-20",0
"2025-01-21",17.2836
"2025-01-22",26.7319
"2025-01-23",6.2711
"2025-01-24",7.0494
"2025-01-25",18.8272
"2025-01-26",29.9971
"2025-01-27",5.3129
"2025-01-28",28.3745
"2025-01-29",30.2055
"2025-01-30",5.4417
"2025-01-31",0
"2025-02-01",0.0062
"2025-02-02",0
"2025-02-03",1.1247
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.3048
"2025-02-07",0.1617
"2025-02-08",0.1042
"2025-02-09",0
"2025-02-10",2.2905
"2025-02-11",0.1837
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",8.1463
"2025-02-26",27.8188
"2025-02-27",31.0935
"2025-02-28",47.5686
"2025-03-01",11.0513
"2025-03-02",21.0648
"2025-03-03",19.9199
"2025-03-04",14.8068
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",26.1313
"2025-03-11",32.579
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0
"2025-03-15",0
"2025-03-16",1.0496
"2025-03-17",9.7313
"2025-03-18",7.6749
"2025-03-19",10.9591
"2025-03-20",1.765
"2025-03-21",0
"2025-03-22",0.6868
"2025-03-23",0.8081
"2025-03-24",0.6809
"2025-03-25",11.6361
"2025-03-26",10.3932
"2025-03-27",16.1662
"2025-03-28",0.1159
"2025-03-29",8.508
"2025-03-30",5.2421
"2025-03-31",14.9934
"2025-04-01",17.3091
"2025-04-02",12.3483
"2025-04-03",13.2035
"2025-04-04",8.3417
"2025-04-05",31.4209
"2025-04-06",18.7648
"2025-04-07",16.6612
"2025-04-08",10.5489
"2025-04-09",12.7095
"2025-04-10",5.5872
"2025-04-11",13.9641
"2025-04-12",3.3294
"2025-04-13",0.7666
"2025-04-14",10.078
"2025-04-15",12.0412
"2025-04-16",9.1605
"2025-04-17",3.7019
"2025-04-18",9.263
"2025-04-19",4.3345
"2025-04-20",6.6571
"2025-04-21",10.1725
"2025-04-22",6.2337
"2025-04-23",7.5851
"2025-04-24",6.9731
"2025-04-25",9.5633
"2025-04-26",11.383
"2025-04-27",10.242
"2025-04-28",13.5056
"2025-04-29",14.9666
"2025-04-30",12.77
"2025-05-01",2.4263
"2025-05-02",12.3893
"2025-05-03",13.8749
"2025-05-04",9.4269
"2025-05-05",7.8959
"2025-05-06",11.6814
"2025-05-07",6.8116
"2025-05-08",1.8267
"2025-05-09",6.5436
"2025-05-10",6.4474
"2025-05-11",3.654
"2025-05-12",0
"2025-05-13",1.2777
"2025-05-14",5.8379
"2025-05-15",11.785
"2025-05-16",16.1542
"2025-05-17",7.0187
"2025-05-18",4.3162
"2025-05-19",6.4994
"2025-05-20",0.7206
"2025-05-21",0
"2025-05-22",11.174
"2025-05-23",1.2849
"2025-05-24",2.7273
"2025-05-25",2.0984
"2025-05-26",0
"2025-05-27",0
"2025-05-28",0.5622
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0.3778
"2025-06-02",0
"2025-06-03",0
"2025-06-04",4.9498
"2025-06-05",10.7448
"2025-06-06",19.2757
"2025-06-07",0
"2025-06-08",0.0674
"2025-06-09",0
"2025-06-10",0.0022
"2025-06-11",3.2855
"2025-06-12",0.9261
"2025-06-13",4.955
"2025-06-14",4.4048
"2025-06-15",2.3463
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0.0319
"2025-06-19",3.4052
"2025-06-20",5.6175
"2025-06-21",1.7856
"2025-06-22",0.4295
"2025-06-23",4.6841
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.2168
"2025-06-27",0.1507
"2025-06-28",17.7265
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.0699
"2025-07-02",0.036
"2025-07-03",1.167
"2025-07-04",1.0067
"2025-07-05",0.8284
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0.3839
"2025-07-09",0.4275
"2025-07-10",3.3098
"2025-07-11",2.7087
"2025-07-12",0.6451
"2025-07-13",0.2665
"2025-07-14",0
"2025-07-15",3.5566
"2025-07-16",6.2605
"2025-07-17",2.0116
"2025-07-18",0.0847
"2025-07-19",5.3217
"2025-07-20",0.523
"2025-07-21",0
"2025-07-22",0
"2025-07-23",2.2898
"2025-07-24",1.9927
"2025-07-25",2.1172
"2025-07-26",0.3428
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",9.1419
"2025-08-01",8.3853
"2025-08-02",11.8304
"2025-08-03",21.9032
"2025-08-04",1.1198
"2025-08-05",3.8172
"2025-08-06",0
"2025-08-07",1.8403
"2025-08-08",3.4773
"2025-08-09",2.2523
"2025-08-10",0.2626
"2025-08-11",4.538
"2025-08-12",0
"2025-08-13",0.0947
"2025-08-14",0
"2025-08-15",0.0003
"2025-08-16",0
"2025-08-17",0.2343
"2025-08-18",6.049
"2025-08-19",0.0002
"2025-08-20",0
"2025-08-21",0.57
"2025-08-22",0.8938
"2025-08-23",3.823
"2025-08-24",0.3551
"2025-08-25",3.8994
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",1.4703
"2025-08-31",2.15
"2025-09-01",0.9445
"2025-09-02",2.2067
"2025-09-03",0.6875
"2025-09-04",0
"2025-09-05",0
"2025-09-06",9.751
"2025-09-07",2.7527
"2025-09-08",14.2365
"2025-09-09",7.014
"2025-09-10",12.4551
"2025-09-11",6.4545
"2025-09-12",7.8969
"2025-09-13",3.1308
"2025-09-14",4.7885
"2025-09-15",8.8928
"2025-09-16",13.0414
"2025-09-17",23.7857
"2025-09-18",7.5813
"2025-09-19",6.8485
"2025-09-20",0
"2025-09-21",0.7258
"2025-09-22",0
"2025-09-23",2.1331
"2025-09-24",0
"2025-09-25",4.3547
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",2.1387
"2025-10-04",27.6947
"2025-10-05",11.1609
"2025-10-06",3.7604
"2025-10-07",7.1385
"2025-10-08",12.2906
"2025-10-09",10.4918
"2025-10-10",5.041
"2025-10-11",10.8847
"2025-10-12",7.9052
"2025-10-13",13.9525
"2025-10-14",5.086
"2025-10-15",19.4774
"2025-10-16",1.2606
"2025-10-17",14.9863
"2025-10-18",12.175
"2025-10-19",29.0636
"2025-10-20",40.0166
"2025-10-21",22.5245
"2025-10-22",0
"2025-10-23",0.0181
"2025-10-24",23.2952
"2025-10-25",4.5128
"2025-10-26",6.3913
"2025-10-27",5.686
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0.0506
"2025-11-01",4.472
"2025-11-02",4.1623
"2025-11-03",0
"2025-11-04",0
"2025-11-05",7.4603
"2025-11-06",5.907
"2025-11-07",20.9037
"2025-11-08",12.3762
"2025-11-09",6.2182
"2025-11-10",7.0776
"2025-11-11",32.4949
"2025-11-12",5.3492
"2025-11-13",13.9811
"2025-11-14",2.8136
"2025-11-15",18.6722
"2025-11-16",66.3681
"2025-11-17",28.2819
"2025-11-18",13.2851
"2025-11-19",2.7674
"2025-11-20",25.6821
"2025-11-21",17.0392
"2025-11-22",17.6828
"2025-11-23",25.7947
"2025-11-24",60.7126
"2025-11-25",43.8688
"2025-11-26",77.1274
"2025-11-27",87.7287
