,"(mm) Precipitation (CHIRPS) at Ampara, 2007-01-01 to 2025-12-31"
"2022-11-20",0.4739
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0
"2022-11-26",0
"2022-11-27",0.7823
"2022-11-28",0
"2022-11-29",0
"2022-11-30",0
"2022-12-01",0.5703
"2022-12-02",5.6294
"2022-12-03",12.481
"2022-12-04",1.1738
"2022-12-05",5.8761
"2022-12-06",15.9828
"2022-12-07",21.8018
"2022-12-08",21.9378
"2022-12-09",13.0998
"2022-12-10",3.4419
"2022-12-11",2.2482
"2022-12-12",7.1626
"2022-12-13",0
"2022-12-14",1.1948
"2022-12-15",0.8848
"2022-12-16",0
"2022-12-17",18.2727
"2022-12-18",35.0927
"2022-12-19",27.9335
"2022-12-20",46.134
"2022-12-21",26.273
"2022-12-22",2.1915
"2022-12-23",0
"2022-12-24",25.8308
"2022-12-25",74.143
"2022-12-26",0.4158
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0.409
"2022-12-31",1.7463
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",2.2947
"2023-01-06",0.0434
"2023-01-07",18.6318
"2023-01-08",4.1025
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",1.9661
"2023-01-13",0
"2023-01-14",0
"2023-01-15",4.6158
"2023-01-16",9.0146
"2023-01-17",5.2577
"2023-01-18",0.4045
"2023-01-19",0
"2023-01-20",1.1668
"2023-01-21",40.106
"2023-01-22",7.4881
"2023-01-23",0.0519
"2023-01-24",1.4309
"2023-01-25",0
"2023-01-26",0.9443
"2023-01-27",25.4116
"2023-01-28",0.4072
"2023-01-29",0.2729
"2023-01-30",20.7143
"2023-01-31",27.3123
"2023-02-01",0.7374
"2023-02-02",15.859
"2023-02-03",2.1221
"2023-02-04",4.3427
"2023-02-05",32.7707
"2023-02-06",12.5998
"2023-02-07",1.7834
"2023-02-08",0
"2023-02-09",0
"2023-02-10",3.7016
"2023-02-11",0.0675
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",1.0436
"2023-02-19",55.8955
"2023-02-20",47.0611
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",1.1456
"2023-02-25",0
"2023-02-26",0
"2023-02-27",14.7415
"2023-02-28",17.3366
"2023-03-01",12.5028
"2023-03-02",6.4805
"2023-03-03",8.0337
"2023-03-04",9.1281
"2023-03-05",4.6755
"2023-03-06",1.1455
"2023-03-07",0
"2023-03-08",0
"2023-03-09",0.3114
"2023-03-10",6.3015
"2023-03-11",5.9326
"2023-03-12",11.7547
"2023-03-13",3.9013
"2023-03-14",6.4959
"2023-03-15",3.1694
"2023-03-16",21.7457
"2023-03-17",0
"2023-03-18",16.1764
"2023-03-19",34.281
"2023-03-20",8.915
"2023-03-21",3.828
"2023-03-22",0.1203
"2023-03-23",0
"2023-03-24",0
"2023-03-25",0
"2023-03-26",0
"2023-03-27",0
"2023-03-28",0
"2023-03-29",1.2304
"2023-03-30",0
"2023-03-31",0
"2023-04-01",3.9848
"2023-04-02",0.0367
"2023-04-03",0
"2023-04-04",2.3457
"2023-04-05",0
"2023-04-06",0
"2023-04-07",0
"2023-04-08",4.669
"2023-04-09",0
"2023-04-10",0
"2023-04-11",0
"2023-04-12",0.0235
"2023-04-13",0.0007
"2023-04-14",1.2946
"2023-04-15",2.6206
"2023-04-16",3.2087
"2023-04-17",0.0699
"2023-04-18",0
"2023-04-19",0
"2023-04-20",4.5598
"2023-04-21",5.6629
"2023-04-22",5.8496
"2023-04-23",4.4194
"2023-04-24",5.8222
"2023-04-25",7.5716
"2023-04-26",8.9673
"2023-04-27",5.5994
"2023-04-28",16.2921
"2023-04-29",8.0488
"2023-04-30",5.3312
"2023-05-01",20.963
"2023-05-02",13.1036
"2023-05-03",4.0602
"2023-05-04",34.5048
"2023-05-05",25.9676
"2023-05-06",17.3652
"2023-05-07",11.4341
"2023-05-08",23.8804
"2023-05-09",15.1523
"2023-05-10",6.5435
"2023-05-11",0.5968
"2023-05-12",0.1675
"2023-05-13",1.1392
"2023-05-14",0.304
"2023-05-15",0
"2023-05-16",0
"2023-05-17",3.2992
"2023-05-18",1.4183
"2023-05-19",4.2248
"2023-05-20",3.9285
"2023-05-21",2.2842
"2023-05-22",12.1033
"2023-05-23",6.3272
"2023-05-24",2.1319
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",1.4223
"2023-05-29",13.3806
"2023-05-30",2.967
"2023-05-31",10.9807
"2023-06-01",0.098
"2023-06-02",4.7749
"2023-06-03",0.1105
"2023-06-04",0.7725
"2023-06-05",0
"2023-06-06",0.0661
"2023-06-07",0
"2023-06-08",0
"2023-06-09",0
"2023-06-10",0.0149
"2023-06-11",1.541
"2023-06-12",3.8069
"2023-06-13",3.8568
"2023-06-14",0
"2023-06-15",3.1263
"2023-06-16",5.8084
"2023-06-17",22.4586
"2023-06-18",5.707
"2023-06-19",0.0495
"2023-06-20",2.4029
"2023-06-21",8.6523
"2023-06-22",5.4196
"2023-06-23",0.5063
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",0.7158
"2023-06-28",0
"2023-06-29",26.8817
"2023-06-30",0.035
"2023-07-01",5.0948
"2023-07-02",9.0724
"2023-07-03",3.0506
"2023-07-04",0.5995
"2023-07-05",0
"2023-07-06",0.5643
"2023-07-07",0.3676
"2023-07-08",0
"2023-07-09",0.1293
"2023-07-10",6.4734
"2023-07-11",1.9875
"2023-07-12",0
"2023-07-13",0.5182
"2023-07-14",0
"2023-07-15",0.0889
"2023-07-16",0.3917
"2023-07-17",0.2125
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",2.6252
"2023-07-24",2.4314
"2023-07-25",4.0521
"2023-07-26",3.9656
"2023-07-27",0.4335
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0.0041
"2023-07-31",0
"2023-08-01",0.025
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0.1583
"2023-08-05",0.1738
"2023-08-06",0.3721
"2023-08-07",0
"2023-08-08",0.6173
"2023-08-09",2.5324
"2023-08-10",1.2536
"2023-08-11",6.9216
"2023-08-12",0.0208
"2023-08-13",0
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0.0067
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0.004
"2023-08-21",0
"2023-08-22",2.216
"2023-08-23",3.3704
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0.0143
"2023-08-27",0.4901
"2023-08-28",3.1142
"2023-08-29",6.4018
"2023-08-30",9.9725
"2023-08-31",5.6613
"2023-09-01",7.9202
"2023-09-02",0.1666
"2023-09-03",0
"2023-09-04",0.3998
"2023-09-05",0.0001
"2023-09-06",0.1574
"2023-09-07",4.7711
"2023-09-08",0.1646
"2023-09-09",0.0119
"2023-09-10",0.8105
"2023-09-11",0.0971
"2023-09-12",1.3178
"2023-09-13",5.1596
"2023-09-14",0.7677
"2023-09-15",2.9728
"2023-09-16",0.2676
"2023-09-17",9.9427
"2023-09-18",5.2395
"2023-09-19",5.1992
"2023-09-20",0.2477
"2023-09-21",1.2074
"2023-09-22",1.8403
"2023-09-23",1.244
"2023-09-24",3.8272
"2023-09-25",1.2708
"2023-09-26",11.1634
"2023-09-27",4.5353
"2023-09-28",3.2675
"2023-09-29",4.0354
"2023-09-30",22.8769
"2023-10-01",6.6222
"2023-10-02",12.6441
"2023-10-03",7.7954
"2023-10-04",11.7283
"2023-10-05",15.1222
"2023-10-06",9.6291
"2023-10-07",16.0222
"2023-10-08",4.5169
"2023-10-09",7.5962
"2023-10-10",5.6236
"2023-10-11",6.2137
"2023-10-12",12.505
"2023-10-13",5.3753
"2023-10-14",8.2754
"2023-10-15",26.8183
"2023-10-16",2.6402
"2023-10-17",29.5584
"2023-10-18",22.0225
"2023-10-19",7.265
"2023-10-20",7.5753
"2023-10-21",11.3914
"2023-10-22",6.1195
"2023-10-23",5.3746
"2023-10-24",0.3614
"2023-10-25",0.0042
"2023-10-26",0
"2023-10-27",2.1211
"2023-10-28",6.6319
"2023-10-29",6.1704
"2023-10-30",6.5832
"2023-10-31",3.6456
"2023-11-01",17.5472
"2023-11-02",5.1864
"2023-11-03",14.6837
"2023-11-04",15.5091
"2023-11-05",5.3592
"2023-11-06",0.1864
"2023-11-07",16.1037
"2023-11-08",2.9969
"2023-11-09",34.0902
"2023-11-10",0.0632
"2023-11-11",0.2499
"2023-11-12",21.9227
"2023-11-13",15.7653
"2023-11-14",12.1186
"2023-11-15",9.3276
"2023-11-16",18.5808
"2023-11-17",2.976
"2023-11-18",25.1535
"2023-11-19",13.238
"2023-11-20",5.2074
"2023-11-21",11.3802
"2023-11-22",20.9012
"2023-11-23",0
"2023-11-24",0.0337
"2023-11-25",0
"2023-11-26",3.4038
"2023-11-27",22.0377
"2023-11-28",9.5208
"2023-11-29",6.605
"2023-11-30",8.0079
"2023-12-01",26.3062
"2023-12-02",12.8167
"2023-12-03",2.8747
"2023-12-04",11.4046
"2023-12-05",15.078
"2023-12-06",5.3539
"2023-12-07",6.0799
"2023-12-08",5.8328
"2023-12-09",0.8392
"2023-12-10",5.3113
"2023-12-11",0.5024
"2023-12-12",22.1715
"2023-12-13",2.7127
"2023-12-14",41.826
"2023-12-15",45.2066
"2023-12-16",37.38
"2023-12-17",5.6542
"2023-12-18",9.1168
"2023-12-19",30.0051
"2023-12-20",7.2285
"2023-12-21",0.3863
"2023-12-22",4.4648
"2023-12-23",0.3761
"2023-12-24",0
"2023-12-25",0
"2023-12-26",3.8104
"2023-12-27",63.8588
"2023-12-28",77.351
"2023-12-29",87.0108
"2023-12-30",0.3895
"2023-12-31",10.4984
"2024-01-01",81.6229
"2024-01-02",46.2125
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0
"2024-01-06",0
"2024-01-07",7.5219
"2024-01-08",58.5554
"2024-01-09",74.6139
"2024-01-10",90.5057
"2024-01-11",2.0574
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0.1881
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",2.922
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",1.0016
"2024-01-31",47.1374
"2024-02-01",1.4117
"2024-02-02",0
"2024-02-03",0
"2024-02-04",1.6619
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",3.59
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0.0062
"2024-02-13",0
"2024-02-14",2.9698
"2024-02-15",0
"2024-02-16",5.2058
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0
"2024-02-24",0
"2024-02-25",7.3279
"2024-02-26",3.7665
"2024-02-27",2.6416
"2024-02-28",0
"2024-02-29",12.1108
"2024-03-01",10.4216
"2024-03-02",0.3899
"2024-03-03",0.1602
"2024-03-04",0
"2024-03-05",0.9958
"2024-03-06",1.8923
"2024-03-07",0.8509
"2024-03-08",0
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",5.1826
"2024-03-22",11.6948
"2024-03-23",3.4298
"2024-03-24",13.2933
"2024-03-25",0
"2024-03-26",2.8674
"2024-03-27",0.4235
"2024-03-28",1.0722
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0.3434
"2024-04-01",0.023
"2024-04-02",0.4589
"2024-04-03",0.849
"2024-04-04",0
"2024-04-05",0.2722
"2024-04-06",0
"2024-04-07",0
"2024-04-08",0.1345
"2024-04-09",0.313
"2024-04-10",0.051
"2024-04-11",16.4225
"2024-04-12",11.8327
"2024-04-13",2.2343
"2024-04-14",11.5148
"2024-04-15",17.6994
"2024-04-16",0
"2024-04-17",0
"2024-04-18",0.0134
"2024-04-19",0
"2024-04-20",0.0151
"2024-04-21",0
"2024-04-22",0
"2024-04-23",0.3934
"2024-04-24",0.0551
"2024-04-25",2.4837
"2024-04-26",0
"2024-04-27",0.26
"2024-04-28",0
"2024-04-29",6.3465
"2024-04-30",0
"2024-05-01",0
"2024-05-02",0.7914
"2024-05-03",0.2338
"2024-05-04",0.003
"2024-05-05",0
"2024-05-06",0
"2024-05-07",0.9943
"2024-05-08",8.0635
"2024-05-09",7.8056
"2024-05-10",8.2816
"2024-05-11",5.9556
"2024-05-12",5.9691
"2024-05-13",6.5212
"2024-05-14",14.5152
"2024-05-15",6.969
"2024-05-16",8.4691
"2024-05-17",9.4821
"2024-05-18",10.5915
"2024-05-19",6.1782
"2024-05-20",1.6172
"2024-05-21",3.1519
"2024-05-22",5.815
"2024-05-23",1.1323
"2024-05-24",1.1965
"2024-05-25",8.095
"2024-05-26",0.196
"2024-05-27",0.5922
"2024-05-28",0
"2024-05-29",0.1492
"2024-05-30",0
"2024-05-31",0.9333
"2024-06-01",3.3048
"2024-06-02",4.5401
"2024-06-03",1.4686
"2024-06-04",0.5794
"2024-06-05",1.7477
"2024-06-06",0.2174
"2024-06-07",0.2595
"2024-06-08",0.9298
"2024-06-09",0.1092
"2024-06-10",0
"2024-06-11",0.6909
"2024-06-12",1.4974
"2024-06-13",0.0409
"2024-06-14",0.4154
"2024-06-15",0.0138
"2024-06-16",0
"2024-06-17",0
"2024-06-18",2.6955
"2024-06-19",0.4213
"2024-06-20",0
"2024-06-21",0.0318
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0.6694
"2024-06-26",0.2291
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0.7005
"2024-07-01",1.7224
"2024-07-02",0.0136
"2024-07-03",0.1782
"2024-07-04",1.5384
"2024-07-05",2.1576
"2024-07-06",0.7096
"2024-07-07",0.2906
"2024-07-08",1.1924
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0.0147
"2024-07-13",4.2164
"2024-07-14",1.216
"2024-07-15",1.017
"2024-07-16",1.779
"2024-07-17",0
"2024-07-18",2.0508
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",2.0706
"2024-07-27",0.0567
"2024-07-28",1.8086
"2024-07-29",0
"2024-07-30",1.9966
"2024-07-31",0.2759
"2024-08-01",0.0383
"2024-08-02",0
"2024-08-03",1.5414
"2024-08-04",0.1273
"2024-08-05",0.5181
"2024-08-06",4.0041
"2024-08-07",2.2236
"2024-08-08",2.0066
"2024-08-09",0
"2024-08-10",0.1709
"2024-08-11",17.3711
"2024-08-12",4.4424
"2024-08-13",7.8308
"2024-08-14",0.2405
"2024-08-15",1.9244
"2024-08-16",0
"2024-08-17",10.8644
"2024-08-18",12.3328
"2024-08-19",6.5277
"2024-08-20",2.1304
"2024-08-21",4.3434
"2024-08-22",2.4557
"2024-08-23",2.1649
"2024-08-24",1.5097
"2024-08-25",0.0649
"2024-08-26",0.9939
"2024-08-27",0.1444
"2024-08-28",1.0295
"2024-08-29",2.5276
"2024-08-30",4.2042
"2024-08-31",0.8252
"2024-09-01",0.0192
"2024-09-02",2.7056
"2024-09-03",0.6193
"2024-09-04",0.3437
"2024-09-05",0
"2024-09-06",2.8902
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0.014
"2024-09-10",0
"2024-09-11",1.4855
"2024-09-12",0.2767
"2024-09-13",0.555
"2024-09-14",2.8315
"2024-09-15",1.1127
"2024-09-16",0
"2024-09-17",0.3652
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.2416
"2024-09-21",0.1285
"2024-09-22",0.313
"2024-09-23",0.1245
"2024-09-24",0
"2024-09-25",0
"2024-09-26",0.1974
"2024-09-27",7.6916
"2024-09-28",3.6934
"2024-09-29",2.7844
"2024-09-30",6.2238
"2024-10-01",5.135
"2024-10-02",2.9671
"2024-10-03",1.7007
"2024-10-04",1.9047
"2024-10-05",2.3082
"2024-10-06",22.3854
"2024-10-07",27.9883
"2024-10-08",29.5885
"2024-10-09",12.1938
"2024-10-10",5.2181
"2024-10-11",7.3121
"2024-10-12",12.7931
"2024-10-13",20.1633
"2024-10-14",12.2652
"2024-10-15",0.7836
"2024-10-16",1.7925
"2024-10-17",0
"2024-10-18",1.527
"2024-10-19",0
"2024-10-20",4.7315
"2024-10-21",9.0205
"2024-10-22",16.0164
"2024-10-23",2.2403
"2024-10-24",0
"2024-10-25",2.4562
"2024-10-26",20.1772
"2024-10-27",2.4123
"2024-10-28",2.5641
"2024-10-29",9.7359
"2024-10-30",8.7095
"2024-10-31",30.5072
"2024-11-01",30.5122
"2024-11-02",4.814
"2024-11-03",5.8077
"2024-11-04",7.0944
"2024-11-05",3.0715
"2024-11-06",0
"2024-11-07",23.7049
"2024-11-08",57.5015
"2024-11-09",0.3688
"2024-11-10",0
"2024-11-11",1.378
"2024-11-12",1.1806
"2024-11-13",4.288
"2024-11-14",10.2337
"2024-11-15",1.8019
"2024-11-16",0
"2024-11-17",0.4143
"2024-11-18",0
"2024-11-19",4.3921
"2024-11-20",26.8492
"2024-11-21",12.7135
"2024-11-22",31.8491
"2024-11-23",22.8992
"2024-11-24",38.1644
"2024-11-25",45.8685
"2024-11-26",74.7982
"2024-11-27",11.2424
"2024-11-28",20.4171
"2024-11-29",22.4771
"2024-11-30",2.7676
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0.0151
"2024-12-06",0
"2024-12-07",4.5986
"2024-12-08",0.1228
"2024-12-09",0.0242
"2024-12-10",0.202
"2024-12-11",16.1467
"2024-12-12",16.0684
"2024-12-13",0.4037
"2024-12-14",15.8915
"2024-12-15",0
"2024-12-16",28.2539
"2024-12-17",10.5882
"2024-12-18",0
"2024-12-19",1.1391
"2024-12-20",11.5361
"2024-12-21",18.2315
"2024-12-22",3.1174
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",4.7911
"2024-12-28",10.912
"2024-12-29",0.2375
"2024-12-30",8.0673
"2024-12-31",50.8707
"2025-01-01",28.4476
"2025-01-02",26.7414
"2025-01-03",0.0847
"2025-01-04",12.4829
"2025-01-05",0.9295
"2025-01-06",2.7386
"2025-01-07",0
"2025-01-08",0
"2025-01-09",4.2861
"2025-01-10",6.0788
"2025-01-11",46.808
"2025-01-12",45.2308
"2025-01-13",10.0586
"2025-01-14",50.8266
"2025-01-15",12.2325
"2025-01-16",5.4708
"2025-01-17",4.6719
"2025-01-18",66.6553
"2025-01-19",64.912
"2025-01-20",0.445
"2025-01-21",19.5515
"2025-01-22",16.2996
"2025-01-23",4.3644
"2025-01-24",9.9026
"2025-01-25",25.0711
"2025-01-26",34.3426
"2025-01-27",1.3322
"2025-01-28",33.7457
"2025-01-29",15.7072
"2025-01-30",1.6734
"2025-01-31",0.5172
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0918
"2025-02-07",0.2027
"2025-02-08",0.3088
"2025-02-09",0
"2025-02-10",9.2738
"2025-02-11",4.6528
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",6.8869
"2025-02-26",48.676
"2025-02-27",45.2854
"2025-02-28",52.9456
"2025-03-01",12.3649
"2025-03-02",15.4951
"2025-03-03",17.4417
"2025-03-04",17.6223
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0.0675
"2025-03-09",0
"2025-03-10",24.2839
"2025-03-11",53.0626
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0.2699
"2025-03-15",0
"2025-03-16",6.5719
"2025-03-17",0.359
"2025-03-18",0.0227
"2025-03-19",9.657
"2025-03-20",2.3893
"2025-03-21",0
"2025-03-22",2.4486
"2025-03-23",0
"2025-03-24",0.0245
"2025-03-25",1.4424
"2025-03-26",3.0666
"2025-03-27",10.2113
"2025-03-28",0.1067
"2025-03-29",0.0029
"2025-03-30",0
"2025-03-31",8.0547
"2025-04-01",8.8409
"2025-04-02",16.3505
"2025-04-03",11.7676
"2025-04-04",9.9494
"2025-04-05",20.6314
"2025-04-06",17.4706
"2025-04-07",11.5764
"2025-04-08",6.4116
"2025-04-09",10.3244
"2025-04-10",7.0743
"2025-04-11",4.9547
"2025-04-12",1.7324
"2025-04-13",2.1215
"2025-04-14",8.7104
"2025-04-15",7.0529
"2025-04-16",2.9492
"2025-04-17",0.6414
"2025-04-18",5.0273
"2025-04-19",0.4165
"2025-04-20",1.484
"2025-04-21",1.7766
"2025-04-22",2.2473
"2025-04-23",1.7601
"2025-04-24",0.9157
"2025-04-25",3.096
"2025-04-26",4.785
"2025-04-27",5.9884
"2025-04-28",8.4396
"2025-04-29",10.7595
"2025-04-30",7.4608
"2025-05-01",0.5514
"2025-05-02",7.6888
"2025-05-03",4.7062
"2025-05-04",4.016
"2025-05-05",4.3199
"2025-05-06",4.1718
"2025-05-07",3.0676
"2025-05-08",0.7304
"2025-05-09",2.5646
"2025-05-10",2.8172
"2025-05-11",1.1
"2025-05-12",0
"2025-05-13",0
"2025-05-14",2.1492
"2025-05-15",5.1928
"2025-05-16",12.3899
"2025-05-17",5.1306
"2025-05-18",3.4469
"2025-05-19",5.1704
"2025-05-20",0.2404
"2025-05-21",0
"2025-05-22",5.7798
"2025-05-23",0.2462
"2025-05-24",5.8331
"2025-05-25",0.4106
"2025-05-26",0
"2025-05-27",0.3711
"2025-05-28",0.0507
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",1.3471
"2025-06-02",0
"2025-06-03",0
"2025-06-04",0
"2025-06-05",3.2311
"2025-06-06",4.8692
"2025-06-07",0
"2025-06-08",0.0292
"2025-06-09",0
"2025-06-10",0
"2025-06-11",0.3993
"2025-06-12",0.0146
"2025-06-13",2.359
"2025-06-14",0.5901
"2025-06-15",2.1508
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0.0386
"2025-06-20",0
"2025-06-21",0.1415
"2025-06-22",1.0747
"2025-06-23",3.3386
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.0011
"2025-06-27",0.2391
"2025-06-28",3.9573
"2025-06-29",0.0498
"2025-06-30",0
"2025-07-01",0.0031
"2025-07-02",0.4261
"2025-07-03",0.3759
"2025-07-04",0.6094
"2025-07-05",0.087
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.0009
"2025-07-11",1.7523
"2025-07-12",0.9521
"2025-07-13",0.6805
"2025-07-14",0
"2025-07-15",2.1637
"2025-07-16",1.6631
"2025-07-17",0.6711
"2025-07-18",0.0513
"2025-07-19",4.4848
"2025-07-20",0.5296
"2025-07-21",0
"2025-07-22",0
"2025-07-23",3.3529
"2025-07-24",3.4649
"2025-07-25",0.8931
"2025-07-26",0.3462
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",3.6722
"2025-08-01",3.4235
"2025-08-02",11.1999
"2025-08-03",21.8044
"2025-08-04",1.4666
"2025-08-05",0.1761
"2025-08-06",0.0352
"2025-08-07",1.2931
"2025-08-08",2.5673
"2025-08-09",1.5356
"2025-08-10",0.0158
"2025-08-11",1.9071
"2025-08-12",0
"2025-08-13",0.4347
"2025-08-14",0
"2025-08-15",0.0882
"2025-08-16",0.0324
"2025-08-17",0.1013
"2025-08-18",5.3869
"2025-08-19",0.5536
"2025-08-20",0
"2025-08-21",0
"2025-08-22",0.2122
"2025-08-23",1.9421
"2025-08-24",0
"2025-08-25",1.6818
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.2407
"2025-09-01",0.1535
"2025-09-02",0
"2025-09-03",0.0214
"2025-09-04",0
"2025-09-05",0
"2025-09-06",5.5058
"2025-09-07",3.5286
"2025-09-08",5.3929
"2025-09-09",0.3125
"2025-09-10",5.9788
"2025-09-11",1.5214
"2025-09-12",2.0451
"2025-09-13",0.1888
"2025-09-14",4.2751
"2025-09-15",5.0128
"2025-09-16",7.0379
"2025-09-17",9.6696
"2025-09-18",4.9744
"2025-09-19",10.1589
"2025-09-20",0.5736
"2025-09-21",1.2172
"2025-09-22",0.0165
"2025-09-23",0.0026
"2025-09-24",0
"2025-09-25",1.6237
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.0097
"2025-09-29",0
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",0.4365
"2025-10-04",14.6343
"2025-10-05",1.8306
"2025-10-06",1.5777
"2025-10-07",3.0373
"2025-10-08",7.3288
"2025-10-09",5.9711
"2025-10-10",2.6034
"2025-10-11",5.2418
"2025-10-12",0.7298
"2025-10-13",0.6907
"2025-10-14",6.7226
"2025-10-15",13.6348
"2025-10-16",1.662
"2025-10-17",5.8521
"2025-10-18",6.2798
"2025-10-19",16.625
"2025-10-20",41.9031
"2025-10-21",11.8832
"2025-10-22",2.6329
"2025-10-23",0.5583
"2025-10-24",20.7119
"2025-10-25",6.2684
"2025-10-26",9.7794
"2025-10-27",2.2234
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0.0705
"2025-11-01",0.035
"2025-11-02",0.0343
"2025-11-03",0
"2025-11-04",0
"2025-11-05",9.4715
"2025-11-06",8.3378
"2025-11-07",22.8314
"2025-11-08",7.0153
"2025-11-09",0.5046
"2025-11-10",12.9795
"2025-11-11",24.237
"2025-11-12",3.3335
"2025-11-13",13.3746
"2025-11-14",7.9524
"2025-11-15",23.2097
"2025-11-16",88.1149
"2025-11-17",15.8472
"2025-11-18",9.2521
"2025-11-19",0
"2025-11-20",4.2649
"2025-11-21",18.2926
"2025-11-22",13.1316
"2025-11-23",19.1439
"2025-11-24",62.5453
"2025-11-25",54.0061
"2025-11-26",53.8883
"2025-11-27",53.6152
"2025-11-28",4.2275
"2025-11-29",0.0793
"2025-11-30",0.0012
"2025-12-01",0
"2025-12-02",0
"2025-12-03",0
"2025-12-04",0.0276
"2025-12-05",14.8682
"2025-12-06",0.1518
"2025-12-07",0.1157
"2025-12-08",3.0093
"2025-12-09",11.1782
"2025-12-10",6.853
"2025-12-11",21.7105
"2025-12-12",0
"2025-12-13",0.0252
"2025-12-14",4.1764
"2025-12-15",6.1885
"2025-12-16",5.9789
"2025-12-17",87.7176
"2025-12-18",21.5551
"2025-12-19",0
"2025-12-20",0
"2025-12-21",3.6454
"2025-12-22",0.616
"2025-12-23",0.1593
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",6.7119
"2025-12-28",0
"2025-12-29",1.318
"2025-12-30",0
"2025-12-31",14.6781
