,"(mm) Precipitation (CHIRPS) at Monaragala, 2007-01-01 to 2025-12-31"
"2022-09-15",0.3269
"2022-09-16",0
"2022-09-17",0
"2022-09-18",0.7233
"2022-09-19",0.6858
"2022-09-20",0.4004
"2022-09-21",0
"2022-09-22",0.1911
"2022-09-23",0.4942
"2022-09-24",0.3335
"2022-09-25",0.2783
"2022-09-26",2.178
"2022-09-27",3.9858
"2022-09-28",1.5214
"2022-09-29",1.1228
"2022-09-30",1.8863
"2022-10-01",2.0995
"2022-10-02",0
"2022-10-03",2.3087
"2022-10-04",15.5004
"2022-10-05",3.8201
"2022-10-06",2.0544
"2022-10-07",7.5417
"2022-10-08",2.8806
"2022-10-09",2.1621
"2022-10-10",4.0608
"2022-10-11",7.4747
"2022-10-12",19.3039
"2022-10-13",10.4335
"2022-10-14",19.6804
"2022-10-15",6.8061
"2022-10-16",13.4094
"2022-10-17",14.1297
"2022-10-18",1.192
"2022-10-19",19.2335
"2022-10-20",30.5668
"2022-10-21",4.4114
"2022-10-22",15.1935
"2022-10-23",9.4418
"2022-10-24",6.1421
"2022-10-25",18.8954
"2022-10-26",12.7492
"2022-10-27",0
"2022-10-28",0.1744
"2022-10-29",0
"2022-10-30",12.9584
"2022-10-31",27.8206
"2022-11-01",13.1178
"2022-11-02",12.2194
"2022-11-03",20.1707
"2022-11-04",29.7275
"2022-11-05",17.5396
"2022-11-06",0.4166
"2022-11-07",11.3669
"2022-11-08",33.5485
"2022-11-09",8.9183
"2022-11-10",6.2046
"2022-11-11",5.1193
"2022-11-12",28.8353
"2022-11-13",29.2832
"2022-11-14",23.4594
"2022-11-15",2.2992
"2022-11-16",5.8069
"2022-11-17",0.0382
"2022-11-18",0
"2022-11-19",1.1788
"2022-11-20",1.4733
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0.0831
"2022-11-26",3.2804
"2022-11-27",15.8435
"2022-11-28",0
"2022-11-29",3.4358
"2022-11-30",0
"2022-12-01",0.2358
"2022-12-02",3.6885
"2022-12-03",6.0274
"2022-12-04",3.2944
"2022-12-05",12.4612
"2022-12-06",9.3474
"2022-12-07",14.4662
"2022-12-08",17.1714
"2022-12-09",12.5105
"2022-12-10",8.7977
"2022-12-11",4.791
"2022-12-12",6.4861
"2022-12-13",0.7301
"2022-12-14",2.2932
"2022-12-15",0.047
"2022-12-16",0
"2022-12-17",10.7225
"2022-12-18",29.6687
"2022-12-19",14.9924
"2022-12-20",30.1305
"2022-12-21",7.8865
"2022-12-22",7.7185
"2022-12-23",3.2653
"2022-12-24",14.4152
"2022-12-25",62.6938
"2022-12-26",0
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",0.9656
"2023-01-01",0.0983
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0.0882
"2023-01-06",0
"2023-01-07",14.6455
"2023-01-08",3.8478
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.2339
"2023-01-13",0
"2023-01-14",0.0138
"2023-01-15",6.014
"2023-01-16",7.3402
"2023-01-17",15.1442
"2023-01-18",2.5378
"2023-01-19",0
"2023-01-20",0.7611
"2023-01-21",31.2706
"2023-01-22",7.4235
"2023-01-23",0.4044
"2023-01-24",7.937
"2023-01-25",0.3311
"2023-01-26",0
"2023-01-27",12.4559
"2023-01-28",1.1176
"2023-01-29",0
"2023-01-30",6.14
"2023-01-31",16.9515
"2023-02-01",3.9012
"2023-02-02",14.9594
"2023-02-03",16.0237
"2023-02-04",3.1661
"2023-02-05",17.9416
"2023-02-06",10.599
"2023-02-07",3.5196
"2023-02-08",0
"2023-02-09",0
"2023-02-10",2.5461
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",27.6697
"2023-02-20",40.2624
"2023-02-21",4.8361
"2023-02-22",0
"2023-02-23",0
"2023-02-24",0.5185
"2023-02-25",1.5713
"2023-02-26",0
"2023-02-27",1.681
"2023-02-28",11.709
"2023-03-01",16.6174
"2023-03-02",12.7391
"2023-03-03",6.4126
"2023-03-04",5.8328
"2023-03-05",0.5035
"2023-03-06",5.65
"2023-03-07",0.2386
"2023-03-08",0
"2023-03-09",0.2385
"2023-03-10",10.7425
"2023-03-11",6.2321
"2023-03-12",10.4143
"2023-03-13",6.9295
"2023-03-14",5.6833
"2023-03-15",1.5517
"2023-03-16",24.5999
"2023-03-17",1.0535
"2023-03-18",16.5979
"2023-03-19",29.9841
"2023-03-20",5.6643
"2023-03-21",6.7915
"2023-03-22",2.0751
"2023-03-23",0.8746
"2023-03-24",0.3393
"2023-03-25",0.1405
"2023-03-26",0.9824
"2023-03-27",0.0266
"2023-03-28",0
"2023-03-29",0.0043
"2023-03-30",0.0613
"2023-03-31",0.9271
"2023-04-01",3.3067
"2023-04-02",2.2169
"2023-04-03",0.3445
"2023-04-04",1.7199
"2023-04-05",2.4248
"2023-04-06",3.0945
"2023-04-07",0.3742
"2023-04-08",7.9226
"2023-04-09",0
"2023-04-10",0.9939
"2023-04-11",0
"2023-04-12",0.2801
"2023-04-13",0.0929
"2023-04-14",3.3533
"2023-04-15",3.4192
"2023-04-16",2.9562
"2023-04-17",0
"2023-04-18",0
"2023-04-19",0
"2023-04-20",4.5449
"2023-04-21",5.5271
"2023-04-22",7.6975
"2023-04-23",7.2313
"2023-04-24",5.4621
"2023-04-25",9.7799
"2023-04-26",12.9382
"2023-04-27",10.3789
"2023-04-28",14.3397
"2023-04-29",11.1498
"2023-04-30",7.5227
"2023-05-01",26.4851
"2023-05-02",22.4179
"2023-05-03",14.4151
"2023-05-04",45.7603
"2023-05-05",42.5955
"2023-05-06",31.4525
"2023-05-07",17.7689
"2023-05-08",40.6148
"2023-05-09",9.4361
"2023-05-10",1.4565
"2023-05-11",6.4458
"2023-05-12",2.1547
"2023-05-13",0
"2023-05-14",15.9147
"2023-05-15",0
"2023-05-16",0
"2023-05-17",0.0357
"2023-05-18",0.0414
"2023-05-19",2.6617
"2023-05-20",0.68
"2023-05-21",1.776
"2023-05-22",4.4414
"2023-05-23",12.1966
"2023-05-24",0.3577
"2023-05-25",0
"2023-05-26",0
"2023-05-27",1.6195
"2023-05-28",1.8204
"2023-05-29",25.1468
"2023-05-30",18.5126
"2023-05-31",17.3101
"2023-06-01",0.2705
"2023-06-02",1.901
"2023-06-03",3.2259
"2023-06-04",0.9379
"2023-06-05",0.0031
"2023-06-06",0.0972
"2023-06-07",0.0501
"2023-06-08",0.7672
"2023-06-09",0
"2023-06-10",1.2949
"2023-06-11",3.7697
"2023-06-12",4.8053
"2023-06-13",4.2305
"2023-06-14",0.6925
"2023-06-15",3.1856
"2023-06-16",4.404
"2023-06-17",13.7562
"2023-06-18",2.5288
"2023-06-19",0
"2023-06-20",2.5302
"2023-06-21",5.5745
"2023-06-22",4.0052
"2023-06-23",0.386
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",7.0162
"2023-06-28",0.2587
"2023-06-29",20.3173
"2023-06-30",1.0594
"2023-07-01",2.1279
"2023-07-02",9.2723
"2023-07-03",5.859
"2023-07-04",0.0938
"2023-07-05",0.4272
"2023-07-06",0.7463
"2023-07-07",0.5078
"2023-07-08",0
"2023-07-09",1.6131
"2023-07-10",6.7955
"2023-07-11",0.5507
"2023-07-12",0
"2023-07-13",0.2738
"2023-07-14",1.1356
"2023-07-15",0.469
"2023-07-16",0.8317
"2023-07-17",0.8953
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",1.3698
"2023-07-24",2.4238
"2023-07-25",6.0962
"2023-07-26",5.7536
"2023-07-27",1.1224
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0.5483
"2023-07-31",0
"2023-08-01",0.0143
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0.5027
"2023-08-06",1.5291
"2023-08-07",0
"2023-08-08",0.0633
"2023-08-09",6.9458
"2023-08-10",1.3634
"2023-08-11",3.5045
"2023-08-12",1.3507
"2023-08-13",0.3694
"2023-08-14",0.0351
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0.0013
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0.474
"2023-08-22",3.7225
"2023-08-23",7.4257
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0.018
"2023-08-27",0.4216
"2023-08-28",0.5048
"2023-08-29",1.0024
"2023-08-30",11.5087
"2023-08-31",3.6706
"2023-09-01",0.5207
"2023-09-02",2.8614
"2023-09-03",0
"2023-09-04",2.9233
"2023-09-05",2.2968
"2023-09-06",6.0479
"2023-09-07",5.0835
"2023-09-08",0.0645
"2023-09-09",1.0402
"2023-09-10",0.7076
"2023-09-11",0.2042
"2023-09-12",3.0172
"2023-09-13",4.6179
"2023-09-14",6.1906
"2023-09-15",3.3496
"2023-09-16",0.5685
"2023-09-17",4.7408
"2023-09-18",1.5765
"2023-09-19",5.4468
"2023-09-20",0.1972
"2023-09-21",2.0483
"2023-09-22",1.0449
"2023-09-23",1.2383
"2023-09-24",2.4161
"2023-09-25",1.4981
"2023-09-26",3.2384
"2023-09-27",4.1941
"2023-09-28",3.1205
"2023-09-29",4.2679
"2023-09-30",11.5556
"2023-10-01",9.315
"2023-10-02",28.4413
"2023-10-03",12.819
"2023-10-04",24.9888
"2023-10-05",17.5704
"2023-10-06",10.8365
"2023-10-07",22.261
"2023-10-08",2.5574
"2023-10-09",3.9823
"2023-10-10",17.6223
"2023-10-11",8.3238
"2023-10-12",13.6126
"2023-10-13",17.1241
"2023-10-14",13.9756
"2023-10-15",31.1612
"2023-10-16",11.8345
"2023-10-17",25.9343
"2023-10-18",20.8594
"2023-10-19",8.3623
"2023-10-20",10.0597
"2023-10-21",15.6886
"2023-10-22",13.7281
"2023-10-23",6.9533
"2023-10-24",4.1165
"2023-10-25",4.625
"2023-10-26",1.0863
"2023-10-27",7.0715
"2023-10-28",11.223
"2023-10-29",5.2419
"2023-10-30",8.3322
"2023-10-31",6.4217
"2023-11-01",18.9044
"2023-11-02",3.5588
"2023-11-03",16.7356
"2023-11-04",14.6885
"2023-11-05",6.4287
"2023-11-06",2.4315
"2023-11-07",18.6225
"2023-11-08",13.6037
"2023-11-09",30.6452
"2023-11-10",7.2179
"2023-11-11",2.6645
"2023-11-12",16.558
"2023-11-13",18.6702
"2023-11-14",17.318
"2023-11-15",4.8944
"2023-11-16",16.4859
"2023-11-17",8.2486
"2023-11-18",28.425
"2023-11-19",16.4961
"2023-11-20",3.2243
"2023-11-21",17.7195
"2023-11-22",21.3163
"2023-11-23",0.1433
"2023-11-24",0
"2023-11-25",0.0367
"2023-11-26",1.7806
"2023-11-27",16.8879
"2023-11-28",8.5727
"2023-11-29",1.9471
"2023-11-30",12.9388
"2023-12-01",30.4792
"2023-12-02",8.8939
"2023-12-03",9.4175
"2023-12-04",30.6747
"2023-12-05",7.9817
"2023-12-06",7.1726
"2023-12-07",5.4278
"2023-12-08",14.4557
"2023-12-09",9.4667
"2023-12-10",11.0667
"2023-12-11",3.4646
"2023-12-12",19.3401
"2023-12-13",0.3552
"2023-12-14",29.3225
"2023-12-15",33.2662
"2023-12-16",28.8745
"2023-12-17",6.4719
"2023-12-18",20.45
"2023-12-19",16.9291
"2023-12-20",0.5203
"2023-12-21",1.7471
"2023-12-22",1.178
"2023-12-23",3.8213
"2023-12-24",0.2028
"2023-12-25",0
"2023-12-26",0.0145
"2023-12-27",29.5799
"2023-12-28",48.4213
"2023-12-29",73.7046
"2023-12-30",1.1475
"2023-12-31",7.7784
"2024-01-01",78.6288
"2024-01-02",27.7912
"2024-01-03",0.4641
"2024-01-04",0.0178
"2024-01-05",4.7806
"2024-01-06",0.2784
"2024-01-07",3.7653
"2024-01-08",55.5074
"2024-01-09",66.9231
"2024-01-10",62.8174
"2024-01-11",0.0899
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0.1879
"2024-01-15",0.7855
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",1.3676
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",4.1176
"2024-01-31",42.9034
"2024-02-01",12.2393
"2024-02-02",0
"2024-02-03",0
"2024-02-04",1.2783
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.6489
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",1.3253
"2024-02-15",0
"2024-02-16",1.2901
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0.0697
"2024-02-23",0.6649
"2024-02-24",0
"2024-02-25",1.6477
"2024-02-26",1.5228
"2024-02-27",1.3882
"2024-02-28",0
"2024-02-29",11.9562
"2024-03-01",9.7126
"2024-03-02",2.3172
"2024-03-03",0.5294
"2024-03-04",0
"2024-03-05",0.764
"2024-03-06",1.4007
"2024-03-07",0.3856
"2024-03-08",0.1677
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0.0134
"2024-03-15",0.4053
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",3.9343
"2024-03-22",5.0731
"2024-03-23",5.0696
"2024-03-24",12.0273
"2024-03-25",0.3944
"2024-03-26",2.7249
"2024-03-27",1.5578
"2024-03-28",5.0171
"2024-03-29",0.0111
"2024-03-30",0
"2024-03-31",0.3036
"2024-04-01",5.0827
"2024-04-02",4.9192
"2024-04-03",5.9255
"2024-04-04",1.0991
"2024-04-05",0.0287
"2024-04-06",0.031
"2024-04-07",0
"2024-04-08",0.0007
"2024-04-09",0.1294
"2024-04-10",0.2585
"2024-04-11",16.8068
"2024-04-12",14.3377
"2024-04-13",2.3361
"2024-04-14",9.8921
"2024-04-15",19.6803
"2024-04-16",0
"2024-04-17",0.2769
"2024-04-18",3.0975
"2024-04-19",0.4452
"2024-04-20",1.0469
"2024-04-21",0.0259
"2024-04-22",0.146
"2024-04-23",6.5201
"2024-04-24",2.6338
"2024-04-25",3.2737
"2024-04-26",0.0178
"2024-04-27",9.8768
"2024-04-28",0
"2024-04-29",5.9615
"2024-04-30",0.7594
"2024-05-01",0
"2024-05-02",2.0853
"2024-05-03",0.1878
"2024-05-04",0
"2024-05-05",0
"2024-05-06",2.0299
"2024-05-07",4.9787
"2024-05-08",14.1022
"2024-05-09",12.7459
"2024-05-10",13.721
"2024-05-11",7.7874
"2024-05-12",9.7711
"2024-05-13",10.0549
"2024-05-14",13.3197
"2024-05-15",14.9511
"2024-05-16",7.2126
"2024-05-17",13.6282
"2024-05-18",14.4545
"2024-05-19",9.2187
"2024-05-20",1.8366
"2024-05-21",9.8251
"2024-05-22",4.191
"2024-05-23",0.8413
"2024-05-24",0.7124
"2024-05-25",11.3304
"2024-05-26",0.9861
"2024-05-27",3.8078
"2024-05-28",0
"2024-05-29",0.7754
"2024-05-30",2.9214
"2024-05-31",4.2275
"2024-06-01",4.7603
"2024-06-02",5.4513
"2024-06-03",1.7218
"2024-06-04",0.0278
"2024-06-05",1.6596
"2024-06-06",0.2051
"2024-06-07",0.328
"2024-06-08",0.0013
"2024-06-09",0
"2024-06-10",0
"2024-06-11",0.6856
"2024-06-12",1.2051
"2024-06-13",0.0859
"2024-06-14",0.2774
"2024-06-15",0.0622
"2024-06-16",0
"2024-06-17",0
"2024-06-18",3.9394
"2024-06-19",0.0496
"2024-06-20",0
"2024-06-21",0.3481
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0.587
"2024-06-26",0.0523
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.5716
"2024-07-02",0.0731
"2024-07-03",0.463
"2024-07-04",2.2406
"2024-07-05",1.4809
"2024-07-06",0.0539
"2024-07-07",2.919
"2024-07-08",0.4173
"2024-07-09",0
"2024-07-10",0.3633
"2024-07-11",0
"2024-07-12",0.0023
"2024-07-13",5.4149
"2024-07-14",1.297
"2024-07-15",0.1909
"2024-07-16",3.0305
"2024-07-17",0
"2024-07-18",2.6926
"2024-07-19",0.0043
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",4.1503
"2024-07-27",0.2288
"2024-07-28",1.4641
"2024-07-29",0.1104
"2024-07-30",0.0084
"2024-07-31",1.7918
"2024-08-01",0.0124
"2024-08-02",1.3289
"2024-08-03",0.6651
"2024-08-04",0.2632
"2024-08-05",2.1221
"2024-08-06",1.7932
"2024-08-07",2.0506
"2024-08-08",2.5657
"2024-08-09",0
"2024-08-10",0.7101
"2024-08-11",13.8372
"2024-08-12",11.9819
"2024-08-13",8.4344
"2024-08-14",0
"2024-08-15",0
"2024-08-16",3.3716
"2024-08-17",4.9812
"2024-08-18",13.7908
"2024-08-19",2.2582
"2024-08-20",4.7665
"2024-08-21",5.3014
"2024-08-22",2.611
"2024-08-23",3.5618
"2024-08-24",1.3385
"2024-08-25",0.2282
"2024-08-26",1.235
"2024-08-27",0.4599
"2024-08-28",0.5634
"2024-08-29",4.0795
"2024-08-30",7.2087
"2024-08-31",3.1475
"2024-09-01",0.2343
"2024-09-02",1.5849
"2024-09-03",2.7994
"2024-09-04",1.1601
"2024-09-05",0
"2024-09-06",2.283
"2024-09-07",0.1741
"2024-09-08",0
"2024-09-09",0
"2024-09-10",0
"2024-09-11",1.0149
"2024-09-12",0.2723
"2024-09-13",0.3252
"2024-09-14",3.3064
"2024-09-15",0.3813
"2024-09-16",0.1264
"2024-09-17",1.2108
"2024-09-18",0.1926
"2024-09-19",0.0474
"2024-09-20",0.0705
"2024-09-21",0.0119
"2024-09-22",0.3637
"2024-09-23",0
"2024-09-24",0
"2024-09-25",0
"2024-09-26",2.5249
"2024-09-27",3.1879
"2024-09-28",2.8293
"2024-09-29",6.4512
"2024-09-30",9.0332
"2024-10-01",7.6158
"2024-10-02",3.7488
"2024-10-03",1.8792
"2024-10-04",1.7458
"2024-10-05",2.1655
"2024-10-06",24.6566
"2024-10-07",23.0082
"2024-10-08",27.0378
"2024-10-09",19.5549
"2024-10-10",4.938
"2024-10-11",5.4339
"2024-10-12",13.2421
"2024-10-13",30.443
"2024-10-14",8.5745
"2024-10-15",0.0245
"2024-10-16",7.6211
"2024-10-17",0
"2024-10-18",3.226
"2024-10-19",0
"2024-10-20",5.3084
"2024-10-21",7.3731
"2024-10-22",12.7207
"2024-10-23",3.5517
"2024-10-24",0.0243
"2024-10-25",2.77
"2024-10-26",12.1044
"2024-10-27",8.55
"2024-10-28",5.6173
"2024-10-29",19.5069
"2024-10-30",14.8958
"2024-10-31",27.4755
"2024-11-01",18.8895
"2024-11-02",17.7677
"2024-11-03",14.9389
"2024-11-04",23.0435
"2024-11-05",21.9209
"2024-11-06",0.2648
"2024-11-07",19.6742
"2024-11-08",40.3855
"2024-11-09",2.712
"2024-11-10",1.8919
"2024-11-11",5.049
"2024-11-12",10.485
"2024-11-13",5.0034
"2024-11-14",6.7822
"2024-11-15",8.0215
"2024-11-16",1.105
"2024-11-17",1.0372
"2024-11-18",0
"2024-11-19",13.1368
"2024-11-20",17.8312
"2024-11-21",8.207
"2024-11-22",33.1977
"2024-11-23",20.8482
"2024-11-24",33.6268
"2024-11-25",37.3613
"2024-11-26",58.9666
"2024-11-27",6.1501
"2024-11-28",9.0223
"2024-11-29",5.9719
"2024-11-30",4.9721
"2024-12-01",0
"2024-12-02",0.4492
"2024-12-03",0
"2024-12-04",0.1688
"2024-12-05",0
"2024-12-06",0.2303
"2024-12-07",11.3109
"2024-12-08",0.5905
"2024-12-09",0
"2024-12-10",0.523
"2024-12-11",18.8309
"2024-12-12",17.4556
"2024-12-13",17.3225
"2024-12-14",10.7253
"2024-12-15",0
"2024-12-16",17.2718
"2024-12-17",13.6925
"2024-12-18",1.1689
"2024-12-19",0.5143
"2024-12-20",6.3702
"2024-12-21",20.6642
"2024-12-22",12.0863
"2024-12-23",0
"2024-12-24",0.0898
"2024-12-25",0
"2024-12-26",0
"2024-12-27",7.499
"2024-12-28",10.0381
"2024-12-29",0.6392
"2024-12-30",2.0666
"2024-12-31",24.8039
"2025-01-01",19.8098
"2025-01-02",25.1301
"2025-01-03",0.0362
"2025-01-04",14.9661
"2025-01-05",0.7639
"2025-01-06",5.7844
"2025-01-07",0
"2025-01-08",0.4282
"2025-01-09",0.4365
"2025-01-10",6.9487
"2025-01-11",27.3206
"2025-01-12",48.6568
"2025-01-13",6.6668
"2025-01-14",40.2463
"2025-01-15",7.4178
"2025-01-16",5.9104
"2025-01-17",2.9516
"2025-01-18",47.692
"2025-01-19",45.851
"2025-01-20",0
"2025-01-21",13.7608
"2025-01-22",20.9636
"2025-01-23",6.7194
"2025-01-24",6.8369
"2025-01-25",18.5379
"2025-01-26",34.0843
"2025-01-27",6.6235
"2025-01-28",24.935
"2025-01-29",24.0981
"2025-01-30",2.7582
"2025-01-31",0.0164
"2025-02-01",0.2044
"2025-02-02",0
"2025-02-03",0.1608
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.1022
"2025-02-07",0.0708
"2025-02-08",0.0784
"2025-02-09",0
"2025-02-10",2.8699
"2025-02-11",1.0075
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",2.4023
"2025-02-26",31.2945
"2025-02-27",31.4791
"2025-02-28",46.1137
"2025-03-01",9.8941
"2025-03-02",19.9094
"2025-03-03",23.0218
"2025-03-04",18.6027
"2025-03-05",0
"2025-03-06",0.1023
"2025-03-07",0
"2025-03-08",0.0076
"2025-03-09",0
"2025-03-10",28.3108
"2025-03-11",41.1313
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0.1699
"2025-03-15",0
"2025-03-16",1.3529
"2025-03-17",4.7366
"2025-03-18",1.3268
"2025-03-19",13.6596
"2025-03-20",4.9145
"2025-03-21",0
"2025-03-22",0.9325
"2025-03-23",0.9408
"2025-03-24",0.6959
"2025-03-25",4.4282
"2025-03-26",7.7103
"2025-03-27",15.7173
"2025-03-28",2.7151
"2025-03-29",2.7588
"2025-03-30",1.7317
"2025-03-31",21.9105
"2025-04-01",7.2615
"2025-04-02",15.8444
"2025-04-03",10.4904
"2025-04-04",16.3998
"2025-04-05",34.0417
"2025-04-06",17.3759
"2025-04-07",13.229
"2025-04-08",9.6988
"2025-04-09",8.5218
"2025-04-10",5.9374
"2025-04-11",14.9571
"2025-04-12",0.3765
"2025-04-13",5.5666
"2025-04-14",14.7532
"2025-04-15",10.4563
"2025-04-16",5.8736
"2025-04-17",3.9365
"2025-04-18",6.0714
"2025-04-19",3.9659
"2025-04-20",5.3634
"2025-04-21",8.6032
"2025-04-22",4.8367
"2025-04-23",5.4893
"2025-04-24",5.1745
"2025-04-25",8.4577
"2025-04-26",7.947
"2025-04-27",10.4115
"2025-04-28",12.9355
"2025-04-29",16.6735
"2025-04-30",11.2381
"2025-05-01",3.2758
"2025-05-02",11.2477
"2025-05-03",12.4617
"2025-05-04",7.4243
"2025-05-05",0.8321
"2025-05-06",9.3814
"2025-05-07",6.7004
"2025-05-08",1.5629
"2025-05-09",5.3885
"2025-05-10",6.0806
"2025-05-11",3.9852
"2025-05-12",0
"2025-05-13",1.1253
"2025-05-14",4.5701
"2025-05-15",6.5188
"2025-05-16",14.8456
"2025-05-17",5.7525
"2025-05-18",3.4982
"2025-05-19",6.6213
"2025-05-20",2.1642
"2025-05-21",0
"2025-05-22",10.6754
"2025-05-23",0.0603
"2025-05-24",6.1141
"2025-05-25",2.3221
"2025-05-26",0.1898
"2025-05-27",1.7742
"2025-05-28",3.7004
"2025-05-29",0
"2025-05-30",0.0417
"2025-05-31",0
"2025-06-01",0.0085
"2025-06-02",0
"2025-06-03",0.0066
"2025-06-04",1.0132
"2025-06-05",5.2689
"2025-06-06",4.7521
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",1.414
"2025-06-11",0.5879
"2025-06-12",0.3448
"2025-06-13",2.3717
"2025-06-14",1.0093
"2025-06-15",2.0002
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0.0594
"2025-06-19",1.0079
"2025-06-20",0.097
"2025-06-21",0.2361
"2025-06-22",0.517
"2025-06-23",4.0013
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0.0002
"2025-06-27",0
"2025-06-28",4.5288
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.0788
"2025-07-02",0.6978
"2025-07-03",0.3738
"2025-07-04",0.5486
"2025-07-05",0.25
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0.2568
"2025-07-09",0.0936
"2025-07-10",1.9335
"2025-07-11",0.4649
"2025-07-12",1.2394
"2025-07-13",0
"2025-07-14",0
"2025-07-15",1.8473
"2025-07-16",2.4644
"2025-07-17",2.1951
"2025-07-18",0
"2025-07-19",0.8348
"2025-07-20",0.0271
"2025-07-21",0.0132
"2025-07-22",0
"2025-07-23",0.4578
"2025-07-24",2.6775
"2025-07-25",2.662
"2025-07-26",0.2595
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0.0104
"2025-07-31",5.2019
"2025-08-01",5.3327
"2025-08-02",7.3599
"2025-08-03",23.7813
"2025-08-04",0.0294
"2025-08-05",0.5361
"2025-08-06",0.0292
"2025-08-07",0.2846
"2025-08-08",1.9834
"2025-08-09",1.0646
"2025-08-10",0.1056
"2025-08-11",2.3086
"2025-08-12",0
"2025-08-13",0.1776
"2025-08-14",0
"2025-08-15",0.0783
"2025-08-16",0
"2025-08-17",0.0033
"2025-08-18",5.0673
"2025-08-19",1.3142
"2025-08-20",0
"2025-08-21",0.2948
"2025-08-22",0.302
"2025-08-23",1.1178
"2025-08-24",0.0342
"2025-08-25",0.9925
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0.4762
"2025-08-31",3.216
"2025-09-01",2.409
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",2.5551
"2025-09-07",0.5357
"2025-09-08",4.0737
"2025-09-09",3.2104
"2025-09-10",3.9013
"2025-09-11",2.0832
"2025-09-12",3.5069
"2025-09-13",1.0766
"2025-09-14",3.9838
"2025-09-15",1.6891
"2025-09-16",4.7724
"2025-09-17",4.4265
"2025-09-18",1.7776
"2025-09-19",3.9005
"2025-09-20",0
"2025-09-21",0.9385
"2025-09-22",0
"2025-09-23",0.032
"2025-09-24",0.2173
"2025-09-25",1.1741
"2025-09-26",0.0119
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0.0495
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",1.2441
"2025-10-04",20.0121
"2025-10-05",4.5854
"2025-10-06",1.8388
"2025-10-07",3.7565
"2025-10-08",8.2753
"2025-10-09",6.1528
"2025-10-10",2.8157
"2025-10-11",5.6451
"2025-10-12",5.4092
"2025-10-13",4.441
"2025-10-14",6.4367
"2025-10-15",13.6034
"2025-10-16",1.9651
"2025-10-17",5.253
"2025-10-18",19.4218
"2025-10-19",23.3005
"2025-10-20",30.2526
"2025-10-21",12.4548
"2025-10-22",1.0095
"2025-10-23",0
"2025-10-24",21.8166
