,"(mm) Precipitation (CHIRPS) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",2.9323
"2023-05-29",4.4501
"2023-05-30",2.7173
"2023-05-31",9.6946
"2023-06-01",0.0047
"2023-06-02",0.1158
"2023-06-03",0
"2023-06-04",0.2321
"2023-06-05",0.0058
"2023-06-06",0.0261
"2023-06-07",0.0721
"2023-06-08",0
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0
"2023-06-13",0
"2023-06-14",0
"2023-06-15",0
"2023-06-16",0
"2023-06-17",0
"2023-06-18",0
"2023-06-19",0
"2023-06-20",0
"2023-06-21",0.3171
"2023-06-22",0.0723
"2023-06-23",0
"2023-06-24",0
"2023-06-25",0.0022
"2023-06-26",0.2656
"2023-06-27",0.1082
"2023-06-28",0
"2023-06-29",0
"2023-06-30",0
"2023-07-01",1.9114
"2023-07-02",6.5554
"2023-07-03",3.8843
"2023-07-04",0.5852
"2023-07-05",0
"2023-07-06",1.8194
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",6.9852
"2023-07-11",4.184
"2023-07-12",0.1175
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0.0102
"2023-07-16",3.2082
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0.345
"2023-07-20",0.0377
"2023-07-21",0
"2023-07-22",0
"2023-07-23",2.8761
"2023-07-24",0.3757
"2023-07-25",0.1215
"2023-07-26",0.6748
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0.0806
"2023-08-06",0.0147
"2023-08-07",0
"2023-08-08",2.1426
"2023-08-09",0.3842
"2023-08-10",0.2657
"2023-08-11",0.5537
"2023-08-12",3.1116
"2023-08-13",2.3588
"2023-08-14",0.349
"2023-08-15",0.1688
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",1.685
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0
"2023-08-29",1.3245
"2023-08-30",2.0085
"2023-08-31",6.147
"2023-09-01",20.3302
"2023-09-02",0
"2023-09-03",0.808
"2023-09-04",0.0774
"2023-09-05",0
"2023-09-06",0.4471
"2023-09-07",0.004
"2023-09-08",0.0147
"2023-09-09",0
"2023-09-10",0
"2023-09-11",0.8857
"2023-09-12",7.01
"2023-09-13",2.4886
"2023-09-14",0
"2023-09-15",0
"2023-09-16",1.7174
"2023-09-17",7.9073
"2023-09-18",5.8412
"2023-09-19",0.3148
"2023-09-20",6.8162
"2023-09-21",4.3072
"2023-09-22",7.5864
"2023-09-23",0
"2023-09-24",0
"2023-09-25",4.8667
"2023-09-26",6.5407
"2023-09-27",1.4145
"2023-09-28",2.6145
"2023-09-29",0
"2023-09-30",4.5218
"2023-10-01",0.0728
"2023-10-02",0.1874
"2023-10-03",4.8753
"2023-10-04",0
"2023-10-05",5.8384
"2023-10-06",5.9092
"2023-10-07",4.2571
"2023-10-08",3.5999
"2023-10-09",3.8387
"2023-10-10",1.6837
"2023-10-11",17.7455
"2023-10-12",18.2824
"2023-10-13",23.8413
"2023-10-14",16.6972
"2023-10-15",0.8901
"2023-10-16",9.3552
"2023-10-17",4.8076
"2023-10-18",9.2488
"2023-10-19",0.4893
"2023-10-20",6.1041
"2023-10-21",1.0497
"2023-10-22",0.0075
"2023-10-23",0.0188
"2023-10-24",0.8162
"2023-10-25",0.1479
"2023-10-26",0
"2023-10-27",1.5584
"2023-10-28",12.314
"2023-10-29",1.0445
"2023-10-30",8.1566
"2023-10-31",0.1864
"2023-11-01",7.002
"2023-11-02",14.545
"2023-11-03",53.5073
"2023-11-04",57.722
"2023-11-05",5.8617
"2023-11-06",7.7834
"2023-11-07",27.7903
"2023-11-08",12.4507
"2023-11-09",15.8125
"2023-11-10",3.9497
"2023-11-11",38.216
"2023-11-12",49.4951
"2023-11-13",49.1611
"2023-11-14",23.1916
"2023-11-15",49.3754
"2023-11-16",13.2649
"2023-11-17",11.0027
"2023-11-18",23.9382
"2023-11-19",22.4534
"2023-11-20",4.367
"2023-11-21",23.3204
"2023-11-22",17.7531
"2023-11-23",0
"2023-11-24",0
"2023-11-25",7.2214
"2023-11-26",5.8681
"2023-11-27",0
"2023-11-28",0.8037
"2023-11-29",24.0694
"2023-11-30",37.8422
"2023-12-01",68.3511
"2023-12-02",28.6529
"2023-12-03",3.3589
"2023-12-04",13.9437
"2023-12-05",5.8644
"2023-12-06",37.5753
"2023-12-07",7.5293
"2023-12-08",0.3959
"2023-12-09",1.3983
"2023-12-10",45.4025
"2023-12-11",13.9741
"2023-12-12",0.5102
"2023-12-13",0
"2023-12-14",70.5966
"2023-12-15",27.8643
"2023-12-16",62.5467
"2023-12-17",62.7428
"2023-12-18",8.1821
"2023-12-19",0
"2023-12-20",0.0604
"2023-12-21",0.1313
"2023-12-22",5.4505
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",0
"2023-12-27",3.5585
"2023-12-28",0.1418
"2023-12-29",0.1293
"2023-12-30",0
"2023-12-31",0
"2024-01-01",0.04
"2024-01-02",3.0375
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0.0227
"2024-01-06",0
"2024-01-07",0.4922
"2024-01-08",40.3525
"2024-01-09",48.8285
"2024-01-10",49.246
"2024-01-11",0.0113
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",5.0482
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",0.1271
"2024-02-01",0
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0.5592
"2024-02-14",0
"2024-02-15",0
"2024-02-16",5.3479
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",3.4307
"2024-02-24",0
"2024-02-25",0.1944
"2024-02-26",0
"2024-02-27",0
"2024-02-28",0
"2024-02-29",0
"2024-03-01",0.6407
"2024-03-02",1.2381
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",0.0649
"2024-03-07",0
"2024-03-08",0.0372
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",3.034
"2024-03-22",0.1493
"2024-03-23",0
"2024-03-24",0
"2024-03-25",0
"2024-03-26",0.0342
"2024-03-27",7.3416
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0.3191
"2024-04-01",0.3321
"2024-04-02",3.8661
"2024-04-03",1.5991
"2024-04-04",0.0528
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0.4832
"2024-04-08",0.0078
"2024-04-09",0
"2024-04-10",0
"2024-04-11",2.269
"2024-04-12",2.7278
"2024-04-13",0.6538
"2024-04-14",2.178
"2024-04-15",4.6444
"2024-04-16",0
"2024-04-17",0
"2024-04-18",1.978
"2024-04-19",3.3981
"2024-04-20",2.976
"2024-04-21",3.1451
"2024-04-22",0
"2024-04-23",0
"2024-04-24",0
"2024-04-25",0.5694
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0
"2024-04-29",2.9026
"2024-04-30",2.7193
"2024-05-01",0
"2024-05-02",0.0916
"2024-05-03",0.1187
"2024-05-04",0
"2024-05-05",1.0713
"2024-05-06",0.1593
"2024-05-07",1.2791
"2024-05-08",1.3692
"2024-05-09",0.2803
"2024-05-10",6.3495
"2024-05-11",3.6359
"2024-05-12",4.7637
"2024-05-13",6.2316
"2024-05-14",8.9009
"2024-05-15",0.1797
"2024-05-16",8.8553
"2024-05-17",4.5273
"2024-05-18",5.3881
"2024-05-19",5.5986
"2024-05-20",1.8404
"2024-05-21",0.3856
"2024-05-22",6.4426
"2024-05-23",1.5471
"2024-05-24",4.0168
"2024-05-25",0.8512
"2024-05-26",2.3885
"2024-05-27",0
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0.4201
"2024-06-01",0.7162
"2024-06-02",2.209
"2024-06-03",0.1406
"2024-06-04",0.1966
"2024-06-05",0.5717
"2024-06-06",0.1185
"2024-06-07",0.1901
"2024-06-08",0.0959
"2024-06-09",0
"2024-06-10",0.0004
"2024-06-11",0
"2024-06-12",0
"2024-06-13",0
"2024-06-14",0
"2024-06-15",0
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0.0595
"2024-06-26",0.0064
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0
"2024-07-02",0
"2024-07-03",0
"2024-07-04",3.5508
"2024-07-05",0
"2024-07-06",2.411
"2024-07-07",0
"2024-07-08",1.7522
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0.0264
"2024-07-12",0
"2024-07-13",1.1421
"2024-07-14",1.0304
"2024-07-15",4.532
"2024-07-16",1.7251
"2024-07-17",0
"2024-07-18",0.0483
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0.0024
"2024-07-27",0
"2024-07-28",0.0148
"2024-07-29",0
"2024-07-30",0.0117
"2024-07-31",0
"2024-08-01",0
"2024-08-02",0
"2024-08-03",1.0441
"2024-08-04",0.1672
"2024-08-05",1.0479
"2024-08-06",1.7683
"2024-08-07",2.1699
"2024-08-08",1.5437
"2024-08-09",0.9275
"2024-08-10",0.8255
"2024-08-11",4.0754
"2024-08-12",0
"2024-08-13",0
"2024-08-14",5.6938
"2024-08-15",0
"2024-08-16",0
"2024-08-17",5.9714
"2024-08-18",0
"2024-08-19",0.0955
"2024-08-20",5.3639
"2024-08-21",1.6298
"2024-08-22",2.1392
"2024-08-23",0.5203
"2024-08-24",0.3548
"2024-08-25",0.115
"2024-08-26",0.0726
"2024-08-27",0.4321
"2024-08-28",3.7199
"2024-08-29",3.7822
"2024-08-30",2.8339
"2024-08-31",1.1269
"2024-09-01",0
"2024-09-02",6.8283
"2024-09-03",0.0011
"2024-09-04",1.2015
"2024-09-05",0.8052
"2024-09-06",1.3913
"2024-09-07",0.0648
"2024-09-08",0.4719
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.1318
"2024-09-12",0.27
"2024-09-13",0.464
"2024-09-14",0.4269
"2024-09-15",0.1865
"2024-09-16",0
"2024-09-17",0
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.0101
"2024-09-21",0.5095
"2024-09-22",0.175
"2024-09-23",0.5686
"2024-09-24",0.0202
"2024-09-25",0.028
"2024-09-26",5.8991
"2024-09-27",3.6123
"2024-09-28",0.0011
"2024-09-29",0.3764
"2024-09-30",1.9982
"2024-10-01",15.5085
"2024-10-02",3.4068
"2024-10-03",2.1278
"2024-10-04",6.827
"2024-10-05",6.5585
"2024-10-06",20.7282
"2024-10-07",21.4639
"2024-10-08",16.8103
"2024-10-09",5.5874
"2024-10-10",9.3938
"2024-10-11",3.3824
"2024-10-12",5.4992
"2024-10-13",14.0734
"2024-10-14",17.5065
"2024-10-15",20.14
"2024-10-16",0
"2024-10-17",0.7703
"2024-10-18",10.9882
"2024-10-19",2.2813
"2024-10-20",9.3447
"2024-10-21",10.2003
"2024-10-22",7.1998
"2024-10-23",1.1822
"2024-10-24",0.0453
"2024-10-25",12.5329
"2024-10-26",0
"2024-10-27",2.0513
"2024-10-28",23.1049
"2024-10-29",2.3126
"2024-10-30",4.4281
"2024-10-31",11.8651
"2024-11-01",22.0092
"2024-11-02",0.1718
"2024-11-03",1.6873
"2024-11-04",1.2952
"2024-11-05",0
"2024-11-06",0
"2024-11-07",19.9028
"2024-11-08",40.2564
"2024-11-09",31.0165
"2024-11-10",0
"2024-11-11",0
"2024-11-12",1.3979
"2024-11-13",17.8326
"2024-11-14",22.7716
"2024-11-15",0.2988
"2024-11-16",0
"2024-11-17",0.4344
"2024-11-18",20.4381
"2024-11-19",21.85
"2024-11-20",27.7213
"2024-11-21",51.7102
"2024-11-22",17.3511
"2024-11-23",33.4425
"2024-11-24",56.7711
"2024-11-25",52.2308
"2024-11-26",70.4809
"2024-11-27",66.9933
"2024-11-28",41.1916
"2024-11-29",36.9158
"2024-11-30",0.523
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0.2054
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0
"2024-12-10",6.8262
"2024-12-11",35.0261
"2024-12-12",3.7716
"2024-12-13",1.7233
"2024-12-14",3.5845
"2024-12-15",8.6104
"2024-12-16",26.5033
"2024-12-17",9.1357
"2024-12-18",0
"2024-12-19",1.09
"2024-12-20",3.1281
"2024-12-21",9.4005
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",0
"2024-12-29",0
"2024-12-30",14.9791
"2024-12-31",8.4761
"2025-01-01",1.5156
"2025-01-02",0.7285
"2025-01-03",0
"2025-01-04",0.0152
"2025-01-05",0
"2025-01-06",0
"2025-01-07",0.0136
"2025-01-08",0
"2025-01-09",0
"2025-01-10",3.1731
"2025-01-11",4.0336
"2025-01-12",5.0842
"2025-01-13",0.2049
"2025-01-14",58.1176
"2025-01-15",0.344
"2025-01-16",0
"2025-01-17",0
"2025-01-18",44.6595
"2025-01-19",39.9229
"2025-01-20",0.1499
"2025-01-21",17.5521
"2025-01-22",18.1095
"2025-01-23",0.2732
"2025-01-24",0.2948
"2025-01-25",8.5252
"2025-01-26",1.2117
"2025-01-27",0
"2025-01-28",0
"2025-01-29",0
"2025-01-30",11.9832
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0
"2025-02-07",0.1185
"2025-02-08",0.1595
"2025-02-09",0.0699
"2025-02-10",1.5861
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",1.5542
"2025-02-26",13.7942
"2025-02-27",13.5845
"2025-02-28",15.4945
"2025-03-01",4.5421
"2025-03-02",0
"2025-03-03",0.9541
"2025-03-04",6.2743
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",4.5447
"2025-03-11",12.7077
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0
"2025-03-15",0.016
"2025-03-16",5.8666
"2025-03-17",0
"2025-03-18",0
"2025-03-19",0.0116
"2025-03-20",0
"2025-03-21",0
"2025-03-22",0
"2025-03-23",0.223
"2025-03-24",0
"2025-03-25",0
"2025-03-26",0
"2025-03-27",0.0095
"2025-03-28",0.272
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0
"2025-04-01",0.7885
"2025-04-02",10.2598
"2025-04-03",8.0819
"2025-04-04",2.1954
"2025-04-05",2.3204
"2025-04-06",8.5116
"2025-04-07",2.2712
"2025-04-08",0
"2025-04-09",0
"2025-04-10",0
"2025-04-11",0
"2025-04-12",0
"2025-04-13",1.6905
"2025-04-14",0.6501
"2025-04-15",0.183
"2025-04-16",3.0246
"2025-04-17",0.0387
"2025-04-18",1.6282
"2025-04-19",4.1937
"2025-04-20",0.905
"2025-04-21",0.7299
"2025-04-22",1.833
"2025-04-23",4.261
"2025-04-24",0
"2025-04-25",5.8382
"2025-04-26",3.8671
"2025-04-27",13.8647
"2025-04-28",11.4942
"2025-04-29",11.4091
"2025-04-30",11.9479
"2025-05-01",1.6203
"2025-05-02",2.5966
"2025-05-03",4.3031
"2025-05-04",2.3586
"2025-05-05",2.7837
"2025-05-06",1.9548
"2025-05-07",2.1907
"2025-05-08",1.2678
"2025-05-09",3.5871
"2025-05-10",1.4399
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0
"2025-05-14",2.6982
"2025-05-15",3.6834
"2025-05-16",6.2276
"2025-05-17",8.8066
"2025-05-18",5.2448
"2025-05-19",8.7577
"2025-05-20",0.2698
"2025-05-21",0
"2025-05-22",0
"2025-05-23",0
"2025-05-24",0.5077
"2025-05-25",0.0058
"2025-05-26",0.3869
"2025-05-27",0.0933
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0.0655
"2025-06-02",0.6581
"2025-06-03",0.0099
"2025-06-04",0
"2025-06-05",1.7987
"2025-06-06",0.0793
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",0
"2025-06-11",0
"2025-06-12",0
"2025-06-13",0
"2025-06-14",0
"2025-06-15",0
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0.0136
"2025-06-23",0.0032
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0
"2025-06-27",0
"2025-06-28",0.5973
"2025-06-29",0
"2025-06-30",0.189
"2025-07-01",0.002
"2025-07-02",0.0026
"2025-07-03",0.7489
"2025-07-04",0.1371
"2025-07-05",0.0362
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.279
"2025-07-11",0.2434
"2025-07-12",1.0184
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0.5493
"2025-07-16",0.1654
"2025-07-17",0.5088
"2025-07-18",2.4637
"2025-07-19",1.8531
"2025-07-20",0.1564
"2025-07-21",0.2238
"2025-07-22",0.1215
"2025-07-23",0.3936
"2025-07-24",1.9795
"2025-07-25",0
"2025-07-26",0.4015
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0.004
"2025-07-31",0.2554
"2025-08-01",1.3737
"2025-08-02",4.2108
"2025-08-03",6.8692
"2025-08-04",0.5416
"2025-08-05",2.174
"2025-08-06",0.0132
"2025-08-07",0.0051
"2025-08-08",6.9358
"2025-08-09",3.9729
"2025-08-10",1.6255
"2025-08-11",0.145
"2025-08-12",3.7953
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0.0109
"2025-08-16",2.0377
"2025-08-17",3.5989
"2025-08-18",0.6438
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0
"2025-08-22",0.0289
"2025-08-23",2.3885
"2025-08-24",0
"2025-08-25",0.003
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",2.0448
"2025-09-01",0.7137
"2025-09-02",0.0603
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0.0368
"2025-09-06",6.9569
"2025-09-07",4.6964
"2025-09-08",5.003
"2025-09-09",1.577
"2025-09-10",0.0088
"2025-09-11",2.1156
"2025-09-12",5.4296
"2025-09-13",4.2911
"2025-09-14",0.0883
"2025-09-15",2.1964
"2025-09-16",10.1837
"2025-09-17",7.0238
"2025-09-18",6.785
"2025-09-19",3.199
"2025-09-20",1.0029
"2025-09-21",0.2827
"2025-09-22",0
"2025-09-23",0
"2025-09-24",0.0069
"2025-09-25",0.1021
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.855
"2025-09-29",1.4337
"2025-09-30",3.9141
"2025-10-01",0
"2025-10-02",0
"2025-10-03",1.8179
"2025-10-04",9.8397
"2025-10-05",2.8519
"2025-10-06",4.0485
"2025-10-07",5.8736
"2025-10-08",5.6276
"2025-10-09",3.1462
"2025-10-10",5.8568
"2025-10-11",1.0591
"2025-10-12",2.768
"2025-10-13",2.4752
"2025-10-14",0.4984
"2025-10-15",1.3271
"2025-10-16",6.7809
"2025-10-17",8.1594
"2025-10-18",1.1298
"2025-10-19",4.4178
"2025-10-20",39.8532
"2025-10-21",17.2313
"2025-10-22",0
"2025-10-23",0
"2025-10-24",20.7749
"2025-10-25",21.2962
"2025-10-26",14.8375
"2025-10-27",23.9765
"2025-10-28",0.0218
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0.6487
"2025-11-01",0.1888
"2025-11-02",0
"2025-11-03",1.0132
"2025-11-04",6.428
"2025-11-05",15.0433
"2025-11-06",15.1144
"2025-11-07",13.97
"2025-11-08",0
"2025-11-09",0
"2025-11-10",0.4328
"2025-11-11",4.4692
"2025-11-12",16.1786
"2025-11-13",44.1649
"2025-11-14",10.5079
"2025-11-15",0.0634
"2025-11-16",47.2665
"2025-11-17",38.9239
"2025-11-18",0.2601
"2025-11-19",2.1816
"2025-11-20",25.8273
"2025-11-21",28.5354
"2025-11-22",30.3179
"2025-11-23",45.7323
"2025-11-24",39.8524
"2025-11-25",29.0949
"2025-11-26",18.1995
"2025-11-27",81.6956
"2025-11-28",131.8033
"2025-11-29",24.8597
"2025-11-30",5.0835
"2025-12-01",0
"2025-12-02",6.9595
"2025-12-03",2.7851
"2025-12-04",0
"2025-12-05",0
"2025-12-06",0
"2025-12-07",0
"2025-12-08",0
"2025-12-09",38.1669
"2025-12-10",9.1967
"2025-12-11",0
"2025-12-12",0
"2025-12-13",0
"2025-12-14",0
"2025-12-15",54.7137
"2025-12-16",15.6088
"2025-12-17",2.8157
"2025-12-18",0
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",1.4805
