,"(mm) Precipitation (CHIRPS) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2023-10-16",12.2925
"2023-10-17",5.639
"2023-10-18",5.4488
"2023-10-19",0.4633
"2023-10-20",1.5467
"2023-10-21",0
"2023-10-22",1.2166
"2023-10-23",1.2854
"2023-10-24",2.5844
"2023-10-25",0.0618
"2023-10-26",0
"2023-10-27",0.0484
"2023-10-28",3.227
"2023-10-29",7.3568
"2023-10-30",12.0412
"2023-10-31",0
"2023-11-01",0.3289
"2023-11-02",15.2547
"2023-11-03",55.6676
"2023-11-04",45.354
"2023-11-05",10.2228
"2023-11-06",5.1805
"2023-11-07",39.48
"2023-11-08",9.0714
"2023-11-09",15.5214
"2023-11-10",2.2231
"2023-11-11",28.7652
"2023-11-12",25.5088
"2023-11-13",57.3967
"2023-11-14",24.6465
"2023-11-15",38.0444
"2023-11-16",4.9908
"2023-11-17",11.7075
"2023-11-18",44.5685
"2023-11-19",18.177
"2023-11-20",3.2307
"2023-11-21",14.9392
"2023-11-22",20.9781
"2023-11-23",1.1462
"2023-11-24",0
"2023-11-25",14.8986
"2023-11-26",2.5355
"2023-11-27",0
"2023-11-28",4.7177
"2023-11-29",6.54
"2023-11-30",35.4301
"2023-12-01",63.7191
"2023-12-02",21.5298
"2023-12-03",7.7023
"2023-12-04",7.7834
"2023-12-05",3.4936
"2023-12-06",36.0694
"2023-12-07",15.3073
"2023-12-08",0.1318
"2023-12-09",1.2794
"2023-12-10",35.1477
"2023-12-11",20.9083
"2023-12-12",0
"2023-12-13",0
"2023-12-14",83.1532
"2023-12-15",12.7758
"2023-12-16",76.6805
"2023-12-17",45.8075
"2023-12-18",11.6472
"2023-12-19",0
"2023-12-20",0.475
"2023-12-21",0.6982
"2023-12-22",0.072
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",0
"2023-12-27",0
"2023-12-28",0
"2023-12-29",0
"2023-12-30",0
"2023-12-31",0
"2024-01-01",0.7623
"2024-01-02",0
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0
"2024-01-06",0
"2024-01-07",2.7398
"2024-01-08",30.7709
"2024-01-09",38.2953
"2024-01-10",23.174
"2024-01-11",3.4266
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",16.466
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",0.038
"2024-02-01",0
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",1.2702
"2024-02-14",0
"2024-02-15",0
"2024-02-16",5.1306
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",4.4747
"2024-02-24",0
"2024-02-25",0
"2024-02-26",0
"2024-02-27",0
"2024-02-28",0
"2024-02-29",0
"2024-03-01",2.1424
"2024-03-02",0.2758
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",0.0409
"2024-03-07",0
"2024-03-08",0
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.6907
"2024-03-22",0
"2024-03-23",0
"2024-03-24",0
"2024-03-25",0
"2024-03-26",0
"2024-03-27",6.6679
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0
"2024-04-01",0.1585
"2024-04-02",0.8445
"2024-04-03",2.0448
"2024-04-04",0
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0.0394
"2024-04-08",0
"2024-04-09",0
"2024-04-10",0
"2024-04-11",2.5945
"2024-04-12",1.9868
"2024-04-13",0.7367
"2024-04-14",1.8733
"2024-04-15",5.3263
"2024-04-16",0
"2024-04-17",0
"2024-04-18",0.0208
"2024-04-19",6.0231
"2024-04-20",2.9596
"2024-04-21",0.949
"2024-04-22",0
"2024-04-23",0
"2024-04-24",0
"2024-04-25",0.022
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0
"2024-04-29",3.0463
"2024-04-30",1.1764
"2024-05-01",0
"2024-05-02",0.01
"2024-05-03",0.0705
"2024-05-04",0
"2024-05-05",0.4611
"2024-05-06",0
"2024-05-07",0.0281
"2024-05-08",0.2383
"2024-05-09",0.1113
"2024-05-10",1.6571
"2024-05-11",1.1608
"2024-05-12",2.6879
"2024-05-13",1.47
"2024-05-14",2.985
"2024-05-15",0.9922
"2024-05-16",1.894
"2024-05-17",2.2085
"2024-05-18",1.0764
"2024-05-19",1.866
"2024-05-20",0.6658
"2024-05-21",0
"2024-05-22",2.455
"2024-05-23",0.4826
"2024-05-24",0.2554
"2024-05-25",0.6525
"2024-05-26",0.9965
"2024-05-27",0
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0
"2024-06-01",0.277
"2024-06-02",0.8761
"2024-06-03",0.2399
"2024-06-04",0.2391
"2024-06-05",0.0478
"2024-06-06",0.0675
"2024-06-07",0.2591
"2024-06-08",0.0014
"2024-06-09",0
"2024-06-10",0
"2024-06-11",0
"2024-06-12",0
"2024-06-13",0
"2024-06-14",0
"2024-06-15",0
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0
"2024-06-26",0
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0
"2024-07-02",0
"2024-07-03",0
"2024-07-04",0.0008
"2024-07-05",0
"2024-07-06",0.0014
"2024-07-07",0
"2024-07-08",0
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0
"2024-07-13",0.0013
"2024-07-14",0.0004
"2024-07-15",0.0013
"2024-07-16",0.0007
"2024-07-17",0
"2024-07-18",0
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0.0104
"2024-07-22",0.0034
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0.0055
"2024-07-27",0
"2024-07-28",0.0002
"2024-07-29",0
"2024-07-30",0
"2024-07-31",0
"2024-08-01",0
"2024-08-02",0
"2024-08-03",0
"2024-08-04",0
"2024-08-05",0.0101
"2024-08-06",0.019
"2024-08-07",0
"2024-08-08",0.0761
"2024-08-09",0
"2024-08-10",0
"2024-08-11",0.0289
"2024-08-12",0
"2024-08-13",0
"2024-08-14",0.4111
"2024-08-15",0
"2024-08-16",0.0301
"2024-08-17",0.3535
"2024-08-18",0
"2024-08-19",0.3064
"2024-08-20",0.5079
"2024-08-21",0.2151
"2024-08-22",0.4134
"2024-08-23",0.0192
"2024-08-24",0.014
"2024-08-25",0.0015
"2024-08-26",0.0135
"2024-08-27",0.1238
"2024-08-28",0.637
"2024-08-29",1.2724
"2024-08-30",0.8799
"2024-08-31",0.4501
"2024-09-01",0
"2024-09-02",2.6055
"2024-09-03",0.081
"2024-09-04",0
"2024-09-05",0.0316
"2024-09-06",0.0964
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.0682
"2024-09-12",0.167
"2024-09-13",0.1848
"2024-09-14",0.1704
"2024-09-15",0.0134
"2024-09-16",0
"2024-09-17",0
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.426
"2024-09-21",0.056
"2024-09-22",0.1195
"2024-09-23",1.0964
"2024-09-24",0.0452
"2024-09-25",0.0152
"2024-09-26",0.9479
"2024-09-27",1.9203
"2024-09-28",0
"2024-09-29",0.2191
"2024-09-30",3.5472
"2024-10-01",11.0914
"2024-10-02",1.4815
"2024-10-03",1.3601
"2024-10-04",6.1739
"2024-10-05",5.7952
"2024-10-06",18.0566
"2024-10-07",20.8691
"2024-10-08",18.9983
"2024-10-09",6.6667
"2024-10-10",13.6256
"2024-10-11",7.3176
"2024-10-12",8.5617
"2024-10-13",12.1837
"2024-10-14",20.2837
"2024-10-15",21.2781
"2024-10-16",3.753
"2024-10-17",0
"2024-10-18",8.3427
"2024-10-19",1.7554
"2024-10-20",10.4368
"2024-10-21",12.9125
"2024-10-22",1.7248
"2024-10-23",0.4201
"2024-10-24",0.1897
"2024-10-25",20.2568
"2024-10-26",0
"2024-10-27",0
"2024-10-28",14.3992
"2024-10-29",0.9869
"2024-10-30",7.7982
"2024-10-31",11.1206
"2024-11-01",15.5003
"2024-11-02",0
"2024-11-03",10.0593
"2024-11-04",0
"2024-11-05",0
"2024-11-06",0
"2024-11-07",20.5569
"2024-11-08",42.5744
"2024-11-09",23.1809
"2024-11-10",0
"2024-11-11",0
"2024-11-12",0
"2024-11-13",11.1927
"2024-11-14",23.7911
"2024-11-15",0.1612
"2024-11-16",0
"2024-11-17",1.209
"2024-11-18",24.5899
"2024-11-19",21.2652
"2024-11-20",30.1755
"2024-11-21",56.3071
"2024-11-22",18.9161
"2024-11-23",23.6619
"2024-11-24",46.8395
"2024-11-25",43.1458
"2024-11-26",67.9881
"2024-11-27",60.8064
"2024-11-28",30.5951
"2024-11-29",31.6142
"2024-11-30",6.5906
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0.4398
"2024-12-10",14.7721
"2024-12-11",29.4804
"2024-12-12",13.1047
"2024-12-13",4.6732
"2024-12-14",0
"2024-12-15",2.7808
"2024-12-16",17.5281
"2024-12-17",7.7886
"2024-12-18",0
"2024-12-19",0
"2024-12-20",0
"2024-12-21",0.2473
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",0
"2024-12-29",0
"2024-12-30",1.3131
"2024-12-31",4.0748
"2025-01-01",0
"2025-01-02",0
"2025-01-03",0
"2025-01-04",0
"2025-01-05",0
"2025-01-06",0
"2025-01-07",0
"2025-01-08",0
"2025-01-09",0
"2025-01-10",0.2165
"2025-01-11",0
"2025-01-12",3.5048
"2025-01-13",0.0159
"2025-01-14",53.8627
"2025-01-15",0.0159
"2025-01-16",0
"2025-01-17",0
"2025-01-18",32.2809
"2025-01-19",32.8507
"2025-01-20",0
"2025-01-21",17.8802
"2025-01-22",23.679
"2025-01-23",0.0926
"2025-01-24",0.0337
"2025-01-25",7.2904
"2025-01-26",1.3563
"2025-01-27",0
"2025-01-28",0
"2025-01-29",0
"2025-01-30",12.9607
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0006
"2025-02-07",0
"2025-02-08",0
"2025-02-09",2.086
"2025-02-10",1.0988
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0
"2025-02-26",16.139
"2025-02-27",16.265
"2025-02-28",19.6682
"2025-03-01",0.653
"2025-03-02",0
"2025-03-03",5.2278
"2025-03-04",2.5702
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",6.6708
"2025-03-11",10.8728
"2025-03-12",0.3989
"2025-03-13",0
"2025-03-14",0
"2025-03-15",0
"2025-03-16",5.8224
"2025-03-17",0
"2025-03-18",0
"2025-03-19",0
"2025-03-20",0
"2025-03-21",0.2389
"2025-03-22",0
"2025-03-23",0
"2025-03-24",0
"2025-03-25",0
"2025-03-26",0
"2025-03-27",0
"2025-03-28",0.082
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0
"2025-04-01",1.3048
"2025-04-02",13.8656
"2025-04-03",9.7166
"2025-04-04",1.9582
"2025-04-05",3.9709
"2025-04-06",6.8665
"2025-04-07",3.7602
"2025-04-08",0
"2025-04-09",0
"2025-04-10",0.14
"2025-04-11",0
"2025-04-12",0
"2025-04-13",0
"2025-04-14",0
"2025-04-15",0.0239
"2025-04-16",2.2623
"2025-04-17",0.0149
"2025-04-18",3.079
"2025-04-19",1.1296
"2025-04-20",0.0138
"2025-04-21",0.1204
"2025-04-22",1.1931
"2025-04-23",3.7493
"2025-04-24",0.0742
"2025-04-25",6.4721
"2025-04-26",4.1983
"2025-04-27",9.1543
"2025-04-28",8.0364
"2025-04-29",9.0473
"2025-04-30",8.0752
"2025-05-01",0.214
"2025-05-02",0.7092
"2025-05-03",0.0512
"2025-05-04",3.2326
"2025-05-05",2.8051
"2025-05-06",0.5573
"2025-05-07",0.6402
"2025-05-08",0.3846
"2025-05-09",1.1623
"2025-05-10",0.4125
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0
"2025-05-14",0.8758
"2025-05-15",1.037
"2025-05-16",1.7437
"2025-05-17",3.4774
"2025-05-18",2.7094
"2025-05-19",3.5668
"2025-05-20",0.1738
"2025-05-21",0
"2025-05-22",0
"2025-05-23",0.0021
"2025-05-24",0
"2025-05-25",0
"2025-05-26",0
"2025-05-27",0
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0
"2025-06-02",0.3073
"2025-06-03",0
"2025-06-04",0
"2025-06-05",0.3774
"2025-06-06",0.0854
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0.0058
"2025-06-10",0.0058
"2025-06-11",0
"2025-06-12",0
"2025-06-13",0
"2025-06-14",0
"2025-06-15",0
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0
"2025-06-23",0
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0
"2025-06-27",0
"2025-06-28",0
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0
"2025-07-02",0
"2025-07-03",0.0003
"2025-07-04",0
"2025-07-05",0
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0
"2025-07-11",0
"2025-07-12",0
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0
"2025-07-16",0
"2025-07-17",0
"2025-07-18",0.0007
"2025-07-19",0.0007
"2025-07-20",0.0007
"2025-07-21",0.0129
"2025-07-22",0
"2025-07-23",0.004
"2025-07-24",0.0124
"2025-07-25",0
"2025-07-26",0.0079
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",0.001
"2025-08-01",0.021
"2025-08-02",0.0045
"2025-08-03",0.1272
"2025-08-04",0.0218
"2025-08-05",0.0636
"2025-08-06",0.0035
"2025-08-07",0.0019
"2025-08-08",0.2464
"2025-08-09",0.1048
"2025-08-10",0.0978
"2025-08-11",0.0915
"2025-08-12",0.1979
"2025-08-13",0
"2025-08-14",0.007
"2025-08-15",0
"2025-08-16",0.0688
"2025-08-17",0.2293
"2025-08-18",0.1265
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0
"2025-08-22",0.0603
"2025-08-23",0.248
"2025-08-24",0
"2025-08-25",0
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.0356
"2025-09-01",0.1269
"2025-09-02",0.05
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",2.7368
"2025-09-07",1.724
"2025-09-08",0.191
"2025-09-09",0.2967
"2025-09-10",0
"2025-09-11",2.1946
"2025-09-12",1.3896
"2025-09-13",1.8535
"2025-09-14",0.4072
"2025-09-15",0
"2025-09-16",5.5662
"2025-09-17",3.4831
"2025-09-18",2.9701
"2025-09-19",1.3837
"2025-09-20",0.5682
"2025-09-21",0.2832
"2025-09-22",0
"2025-09-23",0
"2025-09-24",0
"2025-09-25",1.0475
"2025-09-26",0
"2025-09-27",0
"2025-09-28",1.4822
"2025-09-29",0.1603
"2025-09-30",3.1307
"2025-10-01",0
"2025-10-02",0
"2025-10-03",0.2729
"2025-10-04",4.2379
"2025-10-05",2.2374
"2025-10-06",2.9335
"2025-10-07",4.0734
"2025-10-08",3.9853
"2025-10-09",2.0896
"2025-10-10",4.3374
"2025-10-11",0.2663
"2025-10-12",3.4665
"2025-10-13",2.7214
"2025-10-14",0.0542
"2025-10-15",0.8773
"2025-10-16",3.3732
"2025-10-17",24.9967
"2025-10-18",0.2192
"2025-10-19",5.6642
"2025-10-20",32.0241
"2025-10-21",22.6892
"2025-10-22",0
"2025-10-23",0.3721
"2025-10-24",15.8892
"2025-10-25",24.1195
"2025-10-26",11.4705
"2025-10-27",22.7032
"2025-10-28",0.7808
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0.1356
"2025-11-01",0
"2025-11-02",0
"2025-11-03",0
"2025-11-04",0.8045
"2025-11-05",17.4046
"2025-11-06",19.528
"2025-11-07",8.2549
"2025-11-08",0.0123
"2025-11-09",0
"2025-11-10",0.215
"2025-11-11",4.6594
"2025-11-12",39.8748
"2025-11-13",32.8252
"2025-11-14",5.1542
"2025-11-15",0.4338
"2025-11-16",54.9808
"2025-11-17",31.7319
"2025-11-18",1.3037
"2025-11-19",0
"2025-11-20",20.1098
"2025-11-21",31.3232
"2025-11-22",32.7772
"2025-11-23",36.2888
"2025-11-24",25.354
"2025-11-25",28.217
"2025-11-26",15.3894
"2025-11-27",47.821
"2025-11-28",136.782
"2025-11-29",28.981
"2025-11-30",8.1352
"2025-12-01",0
"2025-12-02",1.3425
"2025-12-03",0.1756
"2025-12-04",0
"2025-12-05",0
"2025-12-06",0
"2025-12-07",1.1115
"2025-12-08",0
"2025-12-09",20.2145
"2025-12-10",7.0645
"2025-12-11",0
"2025-12-12",0
"2025-12-13",0
"2025-12-14",0
"2025-12-15",45.9753
"2025-12-16",14.0238
"2025-12-17",7.8259
"2025-12-18",0
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",0.3688
