,"(mm) Precipitation (CHIRPS) at Jaffna, 2007-01-01 to 2025-12-31"
"2023-12-11",0.7672
"2023-12-12",0
"2023-12-13",0
"2023-12-14",68.9771
"2023-12-15",1.6975
"2023-12-16",78.2372
"2023-12-17",12.2688
"2023-12-18",51.6469
"2023-12-19",3.025
"2023-12-20",1.2673
"2023-12-21",0.2938
"2023-12-22",0
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",0
"2023-12-27",0
"2023-12-28",0
"2023-12-29",0
"2023-12-30",0
"2023-12-31",0
"2024-01-01",0
"2024-01-02",0.7804
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0
"2024-01-06",0
"2024-01-07",4.2407
"2024-01-08",31.9426
"2024-01-09",40.5898
"2024-01-10",7.2688
"2024-01-11",1.8111
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",12.9481
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",0.1178
"2024-02-01",0.0955
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",2.2734
"2024-02-14",0
"2024-02-15",0
"2024-02-16",3.6746
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0.3683
"2024-02-24",0
"2024-02-25",0.0642
"2024-02-26",0.0525
"2024-02-27",0
"2024-02-28",0
"2024-02-29",0
"2024-03-01",6.0556
"2024-03-02",3.3479
"2024-03-03",0.842
"2024-03-04",0
"2024-03-05",0.3001
"2024-03-06",0
"2024-03-07",0
"2024-03-08",0
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.0108
"2024-03-22",0
"2024-03-23",0
"2024-03-24",0
"2024-03-25",0
"2024-03-26",0
"2024-03-27",0.9474
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0
"2024-04-01",0
"2024-04-02",0.0009
"2024-04-03",0.5103
"2024-04-04",0
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0
"2024-04-08",0
"2024-04-09",0
"2024-04-10",0
"2024-04-11",3.0737
"2024-04-12",1.6561
"2024-04-13",0.7993
"2024-04-14",1.7615
"2024-04-15",5.9428
"2024-04-16",0
"2024-04-17",0
"2024-04-18",0
"2024-04-19",2.1348
"2024-04-20",0.6795
"2024-04-21",0
"2024-04-22",0
"2024-04-23",0
"2024-04-24",0
"2024-04-25",0
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0.699
"2024-04-29",0.7236
"2024-04-30",0
"2024-05-01",0
"2024-05-02",0.0162
"2024-05-03",0
"2024-05-04",0
"2024-05-05",0
"2024-05-06",0
"2024-05-07",0.0052
"2024-05-08",0
"2024-05-09",0.1826
"2024-05-10",0.3043
"2024-05-11",0.5735
"2024-05-12",5.6112
"2024-05-13",0.3549
"2024-05-14",4.6344
"2024-05-15",1.0633
"2024-05-16",3.1476
"2024-05-17",5.6356
"2024-05-18",2.7288
"2024-05-19",4.8651
"2024-05-20",1.9313
"2024-05-21",0
"2024-05-22",5.5614
"2024-05-23",3.8903
"2024-05-24",0
"2024-05-25",1.032
"2024-05-26",2.5948
"2024-05-27",0
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0
"2024-06-01",0.7775
"2024-06-02",2.0877
"2024-06-03",0.5235
"2024-06-04",0.0009
"2024-06-05",0
"2024-06-06",0.1413
"2024-06-07",0.4334
"2024-06-08",0
"2024-06-09",0
"2024-06-10",0
"2024-06-11",0
"2024-06-12",0
"2024-06-13",0
"2024-06-14",0
"2024-06-15",0
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0
"2024-06-26",0
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0
"2024-07-02",0
"2024-07-03",0
"2024-07-04",0
"2024-07-05",0
"2024-07-06",0
"2024-07-07",0
"2024-07-08",0
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0
"2024-07-13",0
"2024-07-14",0
"2024-07-15",0
"2024-07-16",0
"2024-07-17",0
"2024-07-18",0
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0.0417
"2024-07-22",0.0301
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0.0522
"2024-07-27",0
"2024-07-28",0
"2024-07-29",0
"2024-07-30",0
"2024-07-31",0
"2024-08-01",1.1267
"2024-08-02",0
"2024-08-03",0
"2024-08-04",0
"2024-08-05",0.0787
"2024-08-06",0.0066
"2024-08-07",0
"2024-08-08",0
"2024-08-09",0
"2024-08-10",0
"2024-08-11",0.0393
"2024-08-12",0
"2024-08-13",0.5761
"2024-08-14",4.3257
"2024-08-15",0
"2024-08-16",1.4684
"2024-08-17",2.0699
"2024-08-18",0
"2024-08-19",2.2381
"2024-08-20",4.022
"2024-08-21",0.5972
"2024-08-22",1.2246
"2024-08-23",0.0648
"2024-08-24",0.0218
"2024-08-25",0.0006
"2024-08-26",0.0363
"2024-08-27",0.5086
"2024-08-28",1.1715
"2024-08-29",2.8239
"2024-08-30",1.6174
"2024-08-31",1.0035
"2024-09-01",0
"2024-09-02",1.2703
"2024-09-03",0.4021
"2024-09-04",0
"2024-09-05",0.1741
"2024-09-06",0.1858
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.0041
"2024-09-12",0.0951
"2024-09-13",0.1636
"2024-09-14",0.0768
"2024-09-15",0.0314
"2024-09-16",0
"2024-09-17",0
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.2981
"2024-09-21",0
"2024-09-22",0.0302
"2024-09-23",0.792
"2024-09-24",0.0761
"2024-09-25",0.0263
"2024-09-26",0
"2024-09-27",1.1056
"2024-09-28",0
"2024-09-29",0
"2024-09-30",4.4219
"2024-10-01",9.6397
"2024-10-02",0.8923
"2024-10-03",1.724
"2024-10-04",7.9511
"2024-10-05",9.0702
"2024-10-06",19.5943
"2024-10-07",20.2499
"2024-10-08",13.6077
"2024-10-09",14.4279
"2024-10-10",21.4312
"2024-10-11",13.8695
"2024-10-12",10.6851
"2024-10-13",13.0623
"2024-10-14",33.3068
"2024-10-15",28.8571
"2024-10-16",17.4005
"2024-10-17",0.1485
"2024-10-18",1.3873
"2024-10-19",1.2869
"2024-10-20",4.9098
"2024-10-21",13.5842
"2024-10-22",0.7346
"2024-10-23",1.8941
"2024-10-24",5.9196
"2024-10-25",20.6919
"2024-10-26",0
"2024-10-27",0
"2024-10-28",1.8786
"2024-10-29",0.4449
"2024-10-30",2.5377
"2024-10-31",6.5159
"2024-11-01",10.5761
"2024-11-02",0
"2024-11-03",0.0241
"2024-11-04",0
"2024-11-05",0
"2024-11-06",0.0687
"2024-11-07",36.1179
"2024-11-08",34.8655
"2024-11-09",19.7743
"2024-11-10",0
"2024-11-11",0
"2024-11-12",0
"2024-11-13",8.4358
"2024-11-14",20.9963
"2024-11-15",4.3085
"2024-11-16",0.2635
"2024-11-17",4.8898
"2024-11-18",21.5868
"2024-11-19",47.2012
"2024-11-20",37.9602
"2024-11-21",70.8542
"2024-11-22",9.184
"2024-11-23",13.1765
"2024-11-24",54.2994
"2024-11-25",51.4844
"2024-11-26",77.5127
"2024-11-27",60.0405
"2024-11-28",21.5685
"2024-11-29",38.4888
"2024-11-30",7.4195
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0.0384
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0.3703
"2024-12-10",18.063
"2024-12-11",14.8579
"2024-12-12",30.9305
"2024-12-13",23.7168
"2024-12-14",4.7826
"2024-12-15",6.8815
"2024-12-16",10.5057
"2024-12-17",2.7083
"2024-12-18",0
"2024-12-19",0.3302
"2024-12-20",0
"2024-12-21",0
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",0
"2024-12-29",0.0278
"2024-12-30",0.0539
"2024-12-31",0.5636
"2025-01-01",0
"2025-01-02",0.1666
"2025-01-03",0
"2025-01-04",0
"2025-01-05",0
"2025-01-06",0
"2025-01-07",0
"2025-01-08",0
"2025-01-09",0
"2025-01-10",0.3522
"2025-01-11",1.2289
"2025-01-12",6.7153
"2025-01-13",0
"2025-01-14",52.5503
"2025-01-15",0.4587
"2025-01-16",0
"2025-01-17",0
"2025-01-18",44.0925
"2025-01-19",21.0692
"2025-01-20",0
"2025-01-21",18.2309
"2025-01-22",28.4283
"2025-01-23",0.0856
"2025-01-24",0.0627
"2025-01-25",5.8957
"2025-01-26",0.3227
"2025-01-27",0
"2025-01-28",0
"2025-01-29",0.3782
"2025-01-30",12.837
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0
"2025-02-07",0.0004
"2025-02-08",0
"2025-02-09",2.2005
"2025-02-10",0.2828
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0
"2025-02-26",10.5102
"2025-02-27",10.0668
"2025-02-28",14.2125
"2025-03-01",2.1874
"2025-03-02",0
"2025-03-03",5.6333
"2025-03-04",3.6275
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",4.6436
"2025-03-11",19.9215
"2025-03-12",8.1745
"2025-03-13",0
"2025-03-14",0
"2025-03-15",0
"2025-03-16",0.3491
"2025-03-17",0
"2025-03-18",0
"2025-03-19",0
"2025-03-20",0
"2025-03-21",0
"2025-03-22",0
"2025-03-23",0
"2025-03-24",0.0023
"2025-03-25",0
"2025-03-26",0
"2025-03-27",0
"2025-03-28",0.133
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0
"2025-04-01",0.4309
"2025-04-02",15.1101
"2025-04-03",9.9376
"2025-04-04",1.5862
"2025-04-05",2.0474
"2025-04-06",6.5147
"2025-04-07",3.7006
"2025-04-08",0
"2025-04-09",0.3958
"2025-04-10",0
"2025-04-11",1.5332
"2025-04-12",0
"2025-04-13",0
"2025-04-14",0
"2025-04-15",0.0005
"2025-04-16",0.3339
"2025-04-17",0
"2025-04-18",0.1492
"2025-04-19",0
"2025-04-20",0
"2025-04-21",0
"2025-04-22",0.2689
"2025-04-23",0.4846
"2025-04-24",0
"2025-04-25",5.0556
"2025-04-26",4.1486
"2025-04-27",8.8308
"2025-04-28",3.5644
"2025-04-29",3.8449
"2025-04-30",4.0745
"2025-05-01",0.072
"2025-05-02",0.85
"2025-05-03",0
"2025-05-04",3.6126
"2025-05-05",3.639
"2025-05-06",1.0571
"2025-05-07",0.9767
"2025-05-08",0.5237
"2025-05-09",1.9778
"2025-05-10",0.7435
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0
"2025-05-14",1.6855
"2025-05-15",0.3737
"2025-05-16",3.6445
"2025-05-17",6.4553
"2025-05-18",8.9787
"2025-05-19",8.339
"2025-05-20",0.9828
"2025-05-21",0
"2025-05-22",0
"2025-05-23",1.7912
"2025-05-24",0.1223
"2025-05-25",0
"2025-05-26",0
"2025-05-27",0
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0
"2025-06-02",0.1992
"2025-06-03",0
"2025-06-04",0
"2025-06-05",0
"2025-06-06",0.0716
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0.0005
"2025-06-10",0.4338
"2025-06-11",0
"2025-06-12",0
"2025-06-13",0
"2025-06-14",0
"2025-06-15",0
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0
"2025-06-23",0
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0
"2025-06-27",0
"2025-06-28",0
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0
"2025-07-02",0
"2025-07-03",0
"2025-07-04",0
"2025-07-05",0
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0
"2025-07-11",0
"2025-07-12",0
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0
"2025-07-16",0
"2025-07-17",0
"2025-07-18",0
"2025-07-19",0
"2025-07-20",0
"2025-07-21",0.0396
"2025-07-22",0
"2025-07-23",0.0022
"2025-07-24",0.0219
"2025-07-25",0
"2025-07-26",0
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",0
"2025-08-01",0.075
"2025-08-02",0.0237
"2025-08-03",1.8205
"2025-08-04",0
"2025-08-05",0.7041
"2025-08-06",0.4475
"2025-08-07",0
"2025-08-08",0.722
"2025-08-09",0.3451
"2025-08-10",0.739
"2025-08-11",0.7554
"2025-08-12",2.0355
"2025-08-13",0
"2025-08-14",0.0079
"2025-08-15",0
"2025-08-16",0.2493
"2025-08-17",1.5921
"2025-08-18",1.4201
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0
"2025-08-22",0
"2025-08-23",0
"2025-08-24",0
"2025-08-25",0
"2025-08-26",0
"2025-08-27",0.0175
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.0154
"2025-09-01",0.3475
"2025-09-02",0.2347
"2025-09-03",0.4338
"2025-09-04",0
"2025-09-05",0
"2025-09-06",0
"2025-09-07",0.2474
"2025-09-08",0.2868
"2025-09-09",0.5088
"2025-09-10",0
"2025-09-11",1.9117
"2025-09-12",0.2455
"2025-09-13",2.1813
"2025-09-14",0.0261
"2025-09-15",0
"2025-09-16",5.3299
"2025-09-17",3.4052
"2025-09-18",0.3178
"2025-09-19",4.2996
"2025-09-20",2.2627
"2025-09-21",3.7983
"2025-09-22",0.0814
"2025-09-23",0
"2025-09-24",0
"2025-09-25",0.3278
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.0141
"2025-09-29",0.4166
"2025-09-30",1.6816
"2025-10-01",0
"2025-10-02",0
"2025-10-03",0
"2025-10-04",8.9491
"2025-10-05",0.1521
"2025-10-06",2.1862
"2025-10-07",2.5743
"2025-10-08",2.5349
"2025-10-09",1.3457
"2025-10-10",3.2041
"2025-10-11",0
"2025-10-12",3.1756
"2025-10-13",0.7998
"2025-10-14",2.1219
"2025-10-15",1.125
"2025-10-16",9.0407
"2025-10-17",24.8536
"2025-10-18",0.314
"2025-10-19",10.2872
"2025-10-20",29.6429
"2025-10-21",26.1862
"2025-10-22",0.8446
"2025-10-23",2.2376
"2025-10-24",23.5771
"2025-10-25",29.7561
"2025-10-26",12.942
"2025-10-27",23.3523
"2025-10-28",5.6464
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",0
"2025-11-02",0
"2025-11-03",0
"2025-11-04",0.2422
"2025-11-05",8.0463
"2025-11-06",12.8309
"2025-11-07",18.1806
"2025-11-08",0.4404
"2025-11-09",0
"2025-11-10",1.6642
"2025-11-11",0
"2025-11-12",60.0621
"2025-11-13",30.5896
"2025-11-14",0.7695
"2025-11-15",4.994
"2025-11-16",76.3971
"2025-11-17",33.7934
"2025-11-18",1.1986
"2025-11-19",0
"2025-11-20",2.72
"2025-11-21",31.8548
"2025-11-22",34.8753
"2025-11-23",28.9167
"2025-11-24",14.9595
"2025-11-25",25.587
"2025-11-26",21.7887
"2025-11-27",34.5638
"2025-11-28",148.6485
"2025-11-29",42.2288
"2025-11-30",12.4697
"2025-12-01",0
"2025-12-02",0.2248
"2025-12-03",0.0172
"2025-12-04",0
"2025-12-05",0
"2025-12-06",3.3792
"2025-12-07",0.0994
"2025-12-08",0
"2025-12-09",22.7603
"2025-12-10",14.0429
"2025-12-11",0
"2025-12-12",0
"2025-12-13",0
"2025-12-14",0
"2025-12-15",34.5488
"2025-12-16",17.6995
"2025-12-17",4.1211
"2025-12-18",0
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",0
