,"(mm) Precipitation (CHIRPS) at Mannar, 2007-01-01 to 2025-12-31"
"2023-07-15",0
"2023-07-16",1.2438
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0.048
"2023-07-20",0
"2023-07-21",0.0096
"2023-07-22",0
"2023-07-23",1.0312
"2023-07-24",0.1036
"2023-07-25",0.0745
"2023-07-26",0.0963
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0.2725
"2023-08-06",0.2121
"2023-08-07",0
"2023-08-08",0.0872
"2023-08-09",0.5975
"2023-08-10",0.3693
"2023-08-11",0.6295
"2023-08-12",0.4136
"2023-08-13",0.4221
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0.491
"2023-08-22",2.1245
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0.0728
"2023-08-29",1.9792
"2023-08-30",2.0235
"2023-08-31",3.3167
"2023-09-01",9.9716
"2023-09-02",0
"2023-09-03",0
"2023-09-04",0
"2023-09-05",0
"2023-09-06",0.0055
"2023-09-07",0
"2023-09-08",0
"2023-09-09",0
"2023-09-10",0
"2023-09-11",0
"2023-09-12",5.3479
"2023-09-13",1.3833
"2023-09-14",0
"2023-09-15",0
"2023-09-16",0.0036
"2023-09-17",5.2346
"2023-09-18",3.7773
"2023-09-19",2.2779
"2023-09-20",8.4269
"2023-09-21",3.8352
"2023-09-22",4.1753
"2023-09-23",0
"2023-09-24",0
"2023-09-25",2.3694
"2023-09-26",0.6986
"2023-09-27",1.274
"2023-09-28",4.843
"2023-09-29",0
"2023-09-30",0.3651
"2023-10-01",0.3148
"2023-10-02",1.2546
"2023-10-03",0.1956
"2023-10-04",0
"2023-10-05",0.9616
"2023-10-06",4.0966
"2023-10-07",4.7341
"2023-10-08",6.4854
"2023-10-09",6.3542
"2023-10-10",3.252
"2023-10-11",13.1791
"2023-10-12",16.1712
"2023-10-13",24.8994
"2023-10-14",21.6392
"2023-10-15",8.7351
"2023-10-16",2.0547
"2023-10-17",15.8439
"2023-10-18",6.0225
"2023-10-19",0.8965
"2023-10-20",9.9177
"2023-10-21",4.5859
"2023-10-22",2.2603
"2023-10-23",1.2144
"2023-10-24",10.0903
"2023-10-25",3.932
"2023-10-26",0
"2023-10-27",1.3023
"2023-10-28",12.248
"2023-10-29",2.4274
"2023-10-30",12.362
"2023-10-31",0
"2023-11-01",21.8864
"2023-11-02",16.703
"2023-11-03",51.0923
"2023-11-04",45.3418
"2023-11-05",21.7699
"2023-11-06",12.5515
"2023-11-07",14.8479
"2023-11-08",17.6961
"2023-11-09",21.9862
"2023-11-10",8.0698
"2023-11-11",31.3388
"2023-11-12",24.9739
"2023-11-13",23.6256
"2023-11-14",24.2044
"2023-11-15",11.8904
"2023-11-16",18.279
"2023-11-17",0.4618
"2023-11-18",21.9257
"2023-11-19",14.5297
"2023-11-20",5.9795
"2023-11-21",17.4324
"2023-11-22",32.0909
"2023-11-23",0
"2023-11-24",3.2104
"2023-11-25",8.7186
"2023-11-26",0
"2023-11-27",10.5595
"2023-11-28",0.8628
"2023-11-29",4.3426
"2023-11-30",8.0755
"2023-12-01",45.33
"2023-12-02",29.6537
"2023-12-03",3.3725
"2023-12-04",13.3484
"2023-12-05",0.2686
"2023-12-06",26.5978
"2023-12-07",6.1612
"2023-12-08",16.0242
"2023-12-09",11.5214
"2023-12-10",34.0429
"2023-12-11",2.8132
"2023-12-12",0.3988
"2023-12-13",0
"2023-12-14",42.1325
"2023-12-15",13.3634
"2023-12-16",67.8357
"2023-12-17",4.4577
"2023-12-18",0
"2023-12-19",0.369
"2023-12-20",0
"2023-12-21",0.6025
"2023-12-22",1.4078
"2023-12-23",0
"2023-12-24",0.2414
"2023-12-25",0
"2023-12-26",0
"2023-12-27",0
"2023-12-28",1.1162
"2023-12-29",1.8334
"2023-12-30",0
"2023-12-31",0
"2024-01-01",2.9117
"2024-01-02",0
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0.0822
"2024-01-06",0.6964
"2024-01-07",7.8226
"2024-01-08",17.3924
"2024-01-09",32.1344
"2024-01-10",37.7802
"2024-01-11",1.0077
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0.6295
"2024-01-19",0
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",0.8794
"2024-02-01",2.0824
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",2.5632
"2024-02-14",0
"2024-02-15",0
"2024-02-16",5.4334
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",1.525
"2024-02-24",0
"2024-02-25",0
"2024-02-26",0
"2024-02-27",0
"2024-02-28",0
"2024-02-29",0
"2024-03-01",1.4097
"2024-03-02",0.0216
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",0.7641
"2024-03-07",0
"2024-03-08",0.0003
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0.0119
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",1.7587
"2024-03-22",0.7411
"2024-03-23",0
"2024-03-24",0
"2024-03-25",0
"2024-03-26",0
"2024-03-27",11.5
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",2.5583
"2024-04-01",1.2398
"2024-04-02",2.5285
"2024-04-03",0.2141
"2024-04-04",1.4956
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0.0071
"2024-04-08",0.1076
"2024-04-09",0
"2024-04-10",0
"2024-04-11",3.0776
"2024-04-12",2.4313
"2024-04-13",0.5466
"2024-04-14",2.071
"2024-04-15",6.3197
"2024-04-16",0.0131
"2024-04-17",0
"2024-04-18",0.684
"2024-04-19",1.0537
"2024-04-20",0.2562
"2024-04-21",5.1242
"2024-04-22",0
"2024-04-23",0
"2024-04-24",0
"2024-04-25",0.2372
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0
"2024-04-29",9.038
"2024-04-30",6.8696
"2024-05-01",0.0214
"2024-05-02",0.0041
"2024-05-03",0.1597
"2024-05-04",0
"2024-05-05",2.1698
"2024-05-06",1.0895
"2024-05-07",0.097
"2024-05-08",4.4651
"2024-05-09",0.0853
"2024-05-10",4.8075
"2024-05-11",5.9776
"2024-05-12",9.7103
"2024-05-13",6.732
"2024-05-14",11.415
"2024-05-15",3.9008
"2024-05-16",13.0018
"2024-05-17",8.1359
"2024-05-18",4.8994
"2024-05-19",7.1113
"2024-05-20",2.8573
"2024-05-21",0.3124
"2024-05-22",9.6136
"2024-05-23",0.2398
"2024-05-24",2.7098
"2024-05-25",1.039
"2024-05-26",3.065
"2024-05-27",0
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0.0542
"2024-06-01",1.1097
"2024-06-02",1.6646
"2024-06-03",0.5547
"2024-06-04",0.008
"2024-06-05",0.3662
"2024-06-06",0.2427
"2024-06-07",0.227
"2024-06-08",0.1415
"2024-06-09",0
"2024-06-10",0.0051
"2024-06-11",0
"2024-06-12",0
"2024-06-13",0
"2024-06-14",0
"2024-06-15",0
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0
"2024-06-26",0
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.0222
"2024-07-02",0
"2024-07-03",0
"2024-07-04",1.2731
"2024-07-05",0
"2024-07-06",0.7779
"2024-07-07",0
"2024-07-08",0.5146
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0
"2024-07-13",0.4887
"2024-07-14",0.4135
"2024-07-15",1.5786
"2024-07-16",0.5224
"2024-07-17",0
"2024-07-18",0.0312
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",0
"2024-07-29",0
"2024-07-30",0
"2024-07-31",0
"2024-08-01",0
"2024-08-02",0
"2024-08-03",1.3757
"2024-08-04",0.938
"2024-08-05",1.1455
"2024-08-06",0.3394
"2024-08-07",1.3413
"2024-08-08",1.3198
"2024-08-09",1.3703
"2024-08-10",1.0773
"2024-08-11",2.1576
"2024-08-12",0.3082
"2024-08-13",0.4589
"2024-08-14",0.8225
"2024-08-15",0
"2024-08-16",0.2404
"2024-08-17",1.3312
"2024-08-18",0.0745
"2024-08-19",0.0508
"2024-08-20",2.0531
"2024-08-21",0.5914
"2024-08-22",1.5174
"2024-08-23",0.0663
"2024-08-24",0.1937
"2024-08-25",0.1776
"2024-08-26",0.0569
"2024-08-27",0.1655
"2024-08-28",1.1147
"2024-08-29",2.51
"2024-08-30",2.3386
"2024-08-31",1.3733
"2024-09-01",0
"2024-09-02",6.5498
"2024-09-03",0
"2024-09-04",1.9834
"2024-09-05",3.3775
"2024-09-06",2.2003
"2024-09-07",0.1524
"2024-09-08",0.152
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.2718
"2024-09-12",0.4299
"2024-09-13",0.2977
"2024-09-14",0.2984
"2024-09-15",0.2879
"2024-09-16",0
"2024-09-17",0
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.265
"2024-09-21",0
"2024-09-22",0.0305
"2024-09-23",0.1737
"2024-09-24",0
"2024-09-25",0.0196
"2024-09-26",6.7556
"2024-09-27",9.0867
"2024-09-28",0.0974
"2024-09-29",0
"2024-09-30",0.3334
"2024-10-01",16.3654
"2024-10-02",2.5327
"2024-10-03",1.5602
"2024-10-04",5.0813
"2024-10-05",6.7997
"2024-10-06",20.3051
"2024-10-07",14.2747
"2024-10-08",13.1684
"2024-10-09",11.0409
"2024-10-10",9.6275
"2024-10-11",2.9073
"2024-10-12",0.576
"2024-10-13",11.9374
"2024-10-14",10.2959
"2024-10-15",12.6446
"2024-10-16",0
"2024-10-17",0
"2024-10-18",2.7801
"2024-10-19",0.7548
"2024-10-20",7.8246
"2024-10-21",19.8567
"2024-10-22",7.0564
"2024-10-23",8.4431
"2024-10-24",4.0033
"2024-10-25",6.2791
"2024-10-26",0.724
"2024-10-27",0
"2024-10-28",9.1442
"2024-10-29",0
"2024-10-30",10.6762
"2024-10-31",18.7058
"2024-11-01",9.9384
"2024-11-02",18.4593
"2024-11-03",19.288
"2024-11-04",3.835
"2024-11-05",0
"2024-11-06",0
"2024-11-07",4.3667
"2024-11-08",35.1897
"2024-11-09",17.0292
"2024-11-10",0
"2024-11-11",0
"2024-11-12",4.826
"2024-11-13",21.0327
"2024-11-14",24.0717
"2024-11-15",10.0665
"2024-11-16",0
"2024-11-17",0.3626
"2024-11-18",6.5114
"2024-11-19",6.5731
"2024-11-20",10.4786
"2024-11-21",25.5468
"2024-11-22",31.7946
"2024-11-23",29.5554
"2024-11-24",43.4957
"2024-11-25",40.5146
"2024-11-26",60.677
"2024-11-27",53.9704
"2024-11-28",20.2334
"2024-11-29",23.1577
"2024-11-30",0.4189
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0.5863
"2024-12-11",5.0531
"2024-12-12",21.8793
"2024-12-13",8.5821
"2024-12-14",8.9005
"2024-12-15",0
"2024-12-16",5.474
"2024-12-17",4.206
"2024-12-18",0
"2024-12-19",0
"2024-12-20",0
"2024-12-21",0
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0.2053
"2024-12-28",0
"2024-12-29",0
"2024-12-30",18.7305
"2024-12-31",4.7113
"2025-01-01",0.9017
"2025-01-02",0.4146
"2025-01-03",0
"2025-01-04",0
"2025-01-05",0
"2025-01-06",0
"2025-01-07",0.0664
"2025-01-08",0
"2025-01-09",1.1664
"2025-01-10",0
"2025-01-11",2.727
"2025-01-12",14.2794
"2025-01-13",0
"2025-01-14",27.2619
"2025-01-15",4.8901
"2025-01-16",0
"2025-01-17",0
"2025-01-18",33.2643
"2025-01-19",18.9818
"2025-01-20",0.2078
"2025-01-21",8.9547
"2025-01-22",16.83
"2025-01-23",0.2972
"2025-01-24",0.7217
"2025-01-25",8.6434
"2025-01-26",0.6411
"2025-01-27",0.0507
"2025-01-28",0
"2025-01-29",1.6688
"2025-01-30",14.913
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0004
"2025-02-07",0.6533
"2025-02-08",1.1017
"2025-02-09",1.0213
"2025-02-10",0.0662
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",1.0008
"2025-02-26",15.6505
"2025-02-27",16.5968
"2025-02-28",18.933
"2025-03-01",0.358
"2025-03-02",0
"2025-03-03",4.3238
"2025-03-04",11.532
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",5.0736
"2025-03-11",8.0207
"2025-03-12",1.3636
"2025-03-13",0
"2025-03-14",0
"2025-03-15",4.9807
"2025-03-16",13.0983
"2025-03-17",5.5736
"2025-03-18",0.6573
"2025-03-19",5.1261
"2025-03-20",1.5071
"2025-03-21",0.4128
"2025-03-22",1.7232
"2025-03-23",5.0984
"2025-03-24",0
"2025-03-25",0
"2025-03-26",0.0338
"2025-03-27",0
"2025-03-28",0.5537
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0
"2025-04-01",5.6911
"2025-04-02",14.7061
"2025-04-03",14.4709
"2025-04-04",6.9746
"2025-04-05",1.1374
"2025-04-06",5.8278
"2025-04-07",8.6052
"2025-04-08",0
"2025-04-09",0.2121
"2025-04-10",2.4115
"2025-04-11",0
"2025-04-12",0
"2025-04-13",0
"2025-04-14",0
"2025-04-15",0.6233
"2025-04-16",0.5195
"2025-04-17",0
"2025-04-18",0
"2025-04-19",3.1303
"2025-04-20",0.3711
"2025-04-21",4.5647
"2025-04-22",3.3205
"2025-04-23",4.5265
"2025-04-24",1.2809
"2025-04-25",6.4252
"2025-04-26",1.4743
"2025-04-27",12.908
"2025-04-28",13.544
"2025-04-29",12.948
"2025-04-30",7.247
"2025-05-01",0.0299
"2025-05-02",1.7304
"2025-05-03",0.852
"2025-05-04",1.4649
"2025-05-05",4.1167
"2025-05-06",2.0945
"2025-05-07",1.9291
"2025-05-08",0.8377
"2025-05-09",3.7174
"2025-05-10",1.3739
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0
"2025-05-14",5.2743
"2025-05-15",7.239
"2025-05-16",7.6759
"2025-05-17",13.3926
"2025-05-18",5.5751
"2025-05-19",13.8118
"2025-05-20",1.5004
"2025-05-21",0
"2025-05-22",0
"2025-05-23",0.0008
"2025-05-24",0.3289
"2025-05-25",0.4539
"2025-05-26",0.2381
"2025-05-27",0.2071
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0.0647
"2025-06-02",0.8145
"2025-06-03",0
"2025-06-04",0
"2025-06-05",2.9414
"2025-06-06",0.0366
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0.0007
"2025-06-10",0
"2025-06-11",0
"2025-06-12",0
"2025-06-13",0
"2025-06-14",0
"2025-06-15",0
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0
"2025-06-23",0
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0
"2025-06-27",0
"2025-06-28",0.0527
"2025-06-29",0
"2025-06-30",0.0293
"2025-07-01",0.0055
"2025-07-02",0.0055
"2025-07-03",0.1978
"2025-07-04",0.0361
"2025-07-05",0.0014
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.6596
"2025-07-11",0
"2025-07-12",0.2752
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0.0481
"2025-07-16",0
"2025-07-17",0.0847
"2025-07-18",0.7647
"2025-07-19",0.2852
"2025-07-20",0.1242
"2025-07-21",0.3118
"2025-07-22",0
"2025-07-23",0.1987
"2025-07-24",0.4024
"2025-07-25",0
"2025-07-26",0.1352
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0.2532
"2025-07-31",0.1935
"2025-08-01",1.153
"2025-08-02",2.1003
"2025-08-03",0.6579
"2025-08-04",0.7682
"2025-08-05",0.0178
"2025-08-06",0
"2025-08-07",0
"2025-08-08",1.0176
"2025-08-09",0.7494
"2025-08-10",0.051
"2025-08-11",0.0527
"2025-08-12",0.4192
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0.0037
"2025-08-16",0.5364
"2025-08-17",0.8153
"2025-08-18",0.1792
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0.2612
"2025-08-22",0.4193
"2025-08-23",0.0163
"2025-08-24",0
"2025-08-25",1.0667
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.6146
"2025-09-01",0.136
"2025-09-02",0.7659
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",11.0881
"2025-09-07",7.5207
"2025-09-08",2.4607
"2025-09-09",8.8612
"2025-09-10",0.064
"2025-09-11",0.4337
"2025-09-12",7.9594
"2025-09-13",0.6642
"2025-09-14",1.2502
"2025-09-15",0
"2025-09-16",7.3167
"2025-09-17",7.586
"2025-09-18",5.4534
"2025-09-19",0.5496
"2025-09-20",0
"2025-09-21",0.1227
"2025-09-22",0.0119
"2025-09-23",0
"2025-09-24",0
"2025-09-25",0.0425
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0
"2025-09-29",0.6532
"2025-09-30",1.5016
"2025-10-01",0
"2025-10-02",0
"2025-10-03",5.5415
"2025-10-04",10.9256
"2025-10-05",5.2097
"2025-10-06",3.6224
"2025-10-07",4.7312
"2025-10-08",5.4969
"2025-10-09",4.0668
"2025-10-10",4.5171
"2025-10-11",3.2219
"2025-10-12",9.7926
"2025-10-13",5.4083
"2025-10-14",3.6686
"2025-10-15",8.7113
"2025-10-16",14.4951
"2025-10-17",20.5605
"2025-10-18",5.6729
"2025-10-19",16.0707
"2025-10-20",32.6932
"2025-10-21",19.8386
"2025-10-22",0
"2025-10-23",1.0304
"2025-10-24",21.4746
"2025-10-25",8.0362
"2025-10-26",5.5278
"2025-10-27",19.8748
"2025-10-28",0.6095
"2025-10-29",0
"2025-10-30",0
"2025-10-31",2.0585
"2025-11-01",0.0766
"2025-11-02",0
"2025-11-03",0.1402
"2025-11-04",0.4881
"2025-11-05",0.1988
"2025-11-06",15.3938
"2025-11-07",9.3489
"2025-11-08",0
"2025-11-09",0
"2025-11-10",5.2925
"2025-11-11",12.8527
"2025-11-12",10.8866
"2025-11-13",18.2948
"2025-11-14",0.1591
"2025-11-15",0.053
"2025-11-16",23.3819
"2025-11-17",25.5731
"2025-11-18",5.7739
"2025-11-19",0
"2025-11-20",14.5288
"2025-11-21",12.8942
"2025-11-22",18.1178
"2025-11-23",38.0181
"2025-11-24",37.957
"2025-11-25",10.9694
"2025-11-26",9.8486
"2025-11-27",53.6878
"2025-11-28",122.5378
"2025-11-29",18.9754
"2025-11-30",2.9773
"2025-12-01",0
"2025-12-02",1.0617
"2025-12-03",0
"2025-12-04",0
"2025-12-05",0
"2025-12-06",0
"2025-12-07",0
"2025-12-08",0
"2025-12-09",8.8954
"2025-12-10",0.9045
"2025-12-11",0
"2025-12-12",12.915
"2025-12-13",0
"2025-12-14",0
"2025-12-15",32.7612
"2025-12-16",11.4654
"2025-12-17",11.1805
"2025-12-18",0
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0.1265
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",11.0068
