,"(mm) Precipitation (CHIRPS) at Nuwara Eliya, 2007-01-01 to 2025-12-31"
"2022-10-30",17.7301
"2022-10-31",27.73
"2022-11-01",18.9137
"2022-11-02",12.5277
"2022-11-03",14.3846
"2022-11-04",30.3606
"2022-11-05",15.9619
"2022-11-06",0.6528
"2022-11-07",7.4622
"2022-11-08",17.9537
"2022-11-09",8.31
"2022-11-10",4.1582
"2022-11-11",5.4601
"2022-11-12",26.3522
"2022-11-13",25.6105
"2022-11-14",14.2535
"2022-11-15",1.886
"2022-11-16",7.3134
"2022-11-17",0
"2022-11-18",0
"2022-11-19",0.9234
"2022-11-20",1.3092
"2022-11-21",0
"2022-11-22",0
"2022-11-23",0
"2022-11-24",0
"2022-11-25",0.1358
"2022-11-26",10.9868
"2022-11-27",17.9871
"2022-11-28",3.8924
"2022-11-29",16.0641
"2022-11-30",0
"2022-12-01",0
"2022-12-02",11.6013
"2022-12-03",19.0115
"2022-12-04",10.0682
"2022-12-05",8.7383
"2022-12-06",6.3921
"2022-12-07",8.1739
"2022-12-08",18.0637
"2022-12-09",13.652
"2022-12-10",8.8898
"2022-12-11",8.0708
"2022-12-12",0.7655
"2022-12-13",1.5424
"2022-12-14",2.5903
"2022-12-15",0.0074
"2022-12-16",0
"2022-12-17",6.7618
"2022-12-18",19.3994
"2022-12-19",10.2868
"2022-12-20",28.6992
"2022-12-21",20.5877
"2022-12-22",16.703
"2022-12-23",5.6585
"2022-12-24",13.2921
"2022-12-25",63.5161
"2022-12-26",0
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",12.0152
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",0.983
"2023-01-06",7.2162
"2023-01-07",3.548
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0
"2023-01-13",0
"2023-01-14",0
"2023-01-15",1.1311
"2023-01-16",5.6965
"2023-01-17",12.9268
"2023-01-18",1.466
"2023-01-19",4.4925
"2023-01-20",0
"2023-01-21",21.8922
"2023-01-22",4.8333
"2023-01-23",1.1867
"2023-01-24",1.5851
"2023-01-25",0.2569
"2023-01-26",0.0759
"2023-01-27",8.2141
"2023-01-28",0.6141
"2023-01-29",0
"2023-01-30",1.2652
"2023-01-31",13.3431
"2023-02-01",0.7756
"2023-02-02",22.2364
"2023-02-03",16.4138
"2023-02-04",0.1638
"2023-02-05",7.99
"2023-02-06",9.289
"2023-02-07",1.113
"2023-02-08",0
"2023-02-09",0
"2023-02-10",3.6277
"2023-02-11",0.0365
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",1.3919
"2023-02-19",4.7086
"2023-02-20",14.2355
"2023-02-21",2.4334
"2023-02-22",0
"2023-02-23",0
"2023-02-24",20.4163
"2023-02-25",14.6955
"2023-02-26",0
"2023-02-27",0
"2023-02-28",1.6087
"2023-03-01",0.9438
"2023-03-02",13.7741
"2023-03-03",0.6392
"2023-03-04",1.0571
"2023-03-05",0.3697
"2023-03-06",16.5591
"2023-03-07",4.2313
"2023-03-08",0.6707
"2023-03-09",0.1251
"2023-03-10",15.4289
"2023-03-11",7.5342
"2023-03-12",14.1972
"2023-03-13",10.1052
"2023-03-14",2.6779
"2023-03-15",1.1478
"2023-03-16",17.1324
"2023-03-17",2.1452
"2023-03-18",14.3249
"2023-03-19",9.5551
"2023-03-20",6.246
"2023-03-21",12.2299
"2023-03-22",11.0167
"2023-03-23",8.708
"2023-03-24",5.723
"2023-03-25",0.0509
"2023-03-26",5.638
"2023-03-27",0.3885
"2023-03-28",0.1409
"2023-03-29",0.0157
"2023-03-30",7.0509
"2023-03-31",2.3016
"2023-04-01",5.0908
"2023-04-02",7.3267
"2023-04-03",6.5413
"2023-04-04",12.4414
"2023-04-05",11.5576
"2023-04-06",4.4485
"2023-04-07",4.4239
"2023-04-08",10.7646
"2023-04-09",0
"2023-04-10",2.3806
"2023-04-11",0
"2023-04-12",0.8925
"2023-04-13",5.1581
"2023-04-14",3.8165
"2023-04-15",8.7616
"2023-04-16",7.6705
"2023-04-17",2.843
"2023-04-18",0
"2023-04-19",0.1085
"2023-04-20",3.4701
"2023-04-21",6.296
"2023-04-22",8.8851
"2023-04-23",11.1334
"2023-04-24",9.2678
"2023-04-25",12.2694
"2023-04-26",15.9547
"2023-04-27",3.8674
"2023-04-28",20.9165
"2023-04-29",10.691
"2023-04-30",11.0356
"2023-05-01",26.7442
"2023-05-02",20.6905
"2023-05-03",13.4829
"2023-05-04",46.5961
"2023-05-05",25.6144
"2023-05-06",27.1594
"2023-05-07",10.5297
"2023-05-08",34.0428
"2023-05-09",11.6958
"2023-05-10",0.1669
"2023-05-11",12.5577
"2023-05-12",4.3089
"2023-05-13",0.1318
"2023-05-14",8.6915
"2023-05-15",0
"2023-05-16",0
"2023-05-17",2.2588
"2023-05-18",4.7898
"2023-05-19",2.7247
"2023-05-20",0.4113
"2023-05-21",1.1306
"2023-05-22",8.2225
"2023-05-23",21.2404
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0.0813
"2023-05-27",0
"2023-05-28",0
"2023-05-29",23.495
"2023-05-30",23.1762
"2023-05-31",25.0555
"2023-06-01",15.4148
"2023-06-02",13.1203
"2023-06-03",6.9246
"2023-06-04",14.2087
"2023-06-05",8.6165
"2023-06-06",0
"2023-06-07",17.9762
"2023-06-08",3.6724
"2023-06-09",0
"2023-06-10",0
"2023-06-11",22.6238
"2023-06-12",37.0609
"2023-06-13",27.1576
"2023-06-14",0.0275
"2023-06-15",16.0448
"2023-06-16",10.6629
"2023-06-17",35.4475
"2023-06-18",8.4852
"2023-06-19",1.7743
"2023-06-20",16.5063
"2023-06-21",28.5589
"2023-06-22",9.7065
"2023-06-23",8.3712
"2023-06-24",0
"2023-06-25",0
"2023-06-26",14.3237
"2023-06-27",52.3709
"2023-06-28",17.0529
"2023-06-29",62.6617
"2023-06-30",1.1303
"2023-07-01",13.4309
"2023-07-02",58.719
"2023-07-03",6.9622
"2023-07-04",0.1958
"2023-07-05",0
"2023-07-06",0
"2023-07-07",0.1918
"2023-07-08",0
"2023-07-09",13.2476
"2023-07-10",27.8405
"2023-07-11",9.5718
"2023-07-12",0
"2023-07-13",0.2729
"2023-07-14",0
"2023-07-15",3.4204
"2023-07-16",15.1565
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",8.511
"2023-07-24",4.7145
"2023-07-25",16.3887
"2023-07-26",7.2683
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0.7549
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",4.8553
"2023-08-06",8.0363
"2023-08-07",0
"2023-08-08",5.2196
"2023-08-09",17.6703
"2023-08-10",16.111
"2023-08-11",20.9436
"2023-08-12",11.3745
"2023-08-13",0
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",16.23
"2023-08-23",15.3701
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0.3442
"2023-08-28",7.5697
"2023-08-29",18.1567
"2023-08-30",23.651
"2023-08-31",20.3219
"2023-09-01",0.682
"2023-09-02",11.799
"2023-09-03",4.1497
"2023-09-04",3.7827
"2023-09-05",14.749
"2023-09-06",37.4122
"2023-09-07",3.0361
"2023-09-08",0.0012
"2023-09-09",0
"2023-09-10",0
"2023-09-11",0
"2023-09-12",1.9439
"2023-09-13",36.8283
"2023-09-14",7.3702
"2023-09-15",0.2264
"2023-09-16",0.2551
"2023-09-17",24.4098
"2023-09-18",9.2567
"2023-09-19",16.9288
"2023-09-20",0.66
"2023-09-21",12.0821
"2023-09-22",6.7339
"2023-09-23",10.5782
"2023-09-24",9.6914
"2023-09-25",6.5386
"2023-09-26",0.3355
"2023-09-27",0.4147
"2023-09-28",10.9733
"2023-09-29",7.8437
"2023-09-30",12.8793
"2023-10-01",0
"2023-10-02",15.4956
"2023-10-03",13.8556
"2023-10-04",29.2424
"2023-10-05",20.0883
"2023-10-06",25.1321
"2023-10-07",23.9789
"2023-10-08",11.3654
"2023-10-09",32.2733
"2023-10-10",27.9325
"2023-10-11",18.5775
"2023-10-12",20.4502
"2023-10-13",16.3117
"2023-10-14",36.0921
"2023-10-15",21.8122
"2023-10-16",9.2109
"2023-10-17",20.0239
"2023-10-18",23.4831
"2023-10-19",5.1378
"2023-10-20",8.9279
"2023-10-21",18.5473
"2023-10-22",10.3094
"2023-10-23",8.6431
"2023-10-24",13.3213
"2023-10-25",12.611
"2023-10-26",13.6661
"2023-10-27",11.8597
"2023-10-28",22.5443
"2023-10-29",15.4094
"2023-10-30",16.4526
"2023-10-31",5.4248
"2023-11-01",20.7622
"2023-11-02",12.9877
"2023-11-03",24.7665
"2023-11-04",25.1586
"2023-11-05",11.8809
"2023-11-06",3.3657
"2023-11-07",13.6819
"2023-11-08",26.5584
"2023-11-09",26.327
"2023-11-10",12.4286
"2023-11-11",5.6132
"2023-11-12",11.5543
"2023-11-13",10.3781
"2023-11-14",16.2478
"2023-11-15",10.3553
"2023-11-16",28.7787
"2023-11-17",10.9063
"2023-11-18",30.2313
"2023-11-19",17.6038
"2023-11-20",13.9312
"2023-11-21",31.83
"2023-11-22",32.971
"2023-11-23",0.0695
"2023-11-24",3.1196
"2023-11-25",0
"2023-11-26",0
"2023-11-27",10.0987
"2023-11-28",17.7197
"2023-11-29",5.1223
"2023-11-30",13.0083
"2023-12-01",18.7631
"2023-12-02",6.1875
"2023-12-03",2.603
"2023-12-04",13.0262
"2023-12-05",19.8336
"2023-12-06",10.7908
"2023-12-07",34.1397
"2023-12-08",23.3671
"2023-12-09",6.7709
"2023-12-10",15.8769
"2023-12-11",26.1052
"2023-12-12",9.3854
"2023-12-13",3.0945
"2023-12-14",17.9284
"2023-12-15",8.0365
"2023-12-16",38.8752
"2023-12-17",3.1325
"2023-12-18",22.9064
"2023-12-19",1.7979
"2023-12-20",2.6059
"2023-12-21",2.6431
"2023-12-22",3.4573
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0.3692
"2023-12-26",0
"2023-12-27",19.0786
"2023-12-28",8.115
"2023-12-29",4.2025
"2023-12-30",1.256
"2023-12-31",30.0136
"2024-01-01",48.7221
"2024-01-02",20.557
"2024-01-03",0.5077
"2024-01-04",0.0747
"2024-01-05",5.3902
"2024-01-06",3.4071
"2024-01-07",1.9935
"2024-01-08",48.2535
"2024-01-09",39.4091
"2024-01-10",42.5769
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",2.0334
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0.0081
"2024-01-19",0.0372
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",7.6853
"2024-01-31",27.8642
"2024-02-01",6.5104
"2024-02-02",0
"2024-02-03",0
"2024-02-04",4.7335
"2024-02-05",0.0296
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.0969
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0
"2024-02-16",1.5012
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",1.6843
"2024-02-21",0
"2024-02-22",0
"2024-02-23",1.6323
"2024-02-24",0
"2024-02-25",0
"2024-02-26",1.9661
"2024-02-27",2.4671
"2024-02-28",0.2726
"2024-02-29",10.2697
"2024-03-01",3.9848
"2024-03-02",1.4926
"2024-03-03",0.2218
"2024-03-04",0
"2024-03-05",0
"2024-03-06",1.9008
"2024-03-07",1.1022
"2024-03-08",0.7363
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",1.3029
"2024-03-15",0.0212
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.4314
"2024-03-22",7.3031
"2024-03-23",2.671
"2024-03-24",7.0252
"2024-03-25",0
"2024-03-26",0
"2024-03-27",3.1343
"2024-03-28",7.8546
"2024-03-29",2.6789
"2024-03-30",0
"2024-03-31",2.9357
"2024-04-01",13.0889
"2024-04-02",14.7087
"2024-04-03",4.8067
"2024-04-04",2.1753
"2024-04-05",0
"2024-04-06",2.8561
"2024-04-07",0
"2024-04-08",2.6481
"2024-04-09",0
"2024-04-10",1.229
"2024-04-11",13.6603
"2024-04-12",6.4087
"2024-04-13",0.9257
"2024-04-14",8.1846
"2024-04-15",18.998
"2024-04-16",0.6479
"2024-04-17",0.9561
"2024-04-18",11.3135
"2024-04-19",0.9788
"2024-04-20",1.6303
"2024-04-21",3.2731
"2024-04-22",2.4781
"2024-04-23",7.4825
"2024-04-24",9.4111
"2024-04-25",0.1604
"2024-04-26",0
"2024-04-27",19.1788
"2024-04-28",0
"2024-04-29",13.5565
"2024-04-30",5.1795
"2024-05-01",0
"2024-05-02",2.3475
"2024-05-03",0
"2024-05-04",0.2314
"2024-05-05",0
"2024-05-06",0.9045
"2024-05-07",0.7663
"2024-05-08",16.538
"2024-05-09",14.3377
"2024-05-10",15.5312
"2024-05-11",12.7365
"2024-05-12",11.6583
"2024-05-13",16.1473
"2024-05-14",17.9699
"2024-05-15",19.449
"2024-05-16",11.4576
"2024-05-17",14.8881
"2024-05-18",19.3049
"2024-05-19",9.5475
"2024-05-20",3.9986
"2024-05-21",5.933
"2024-05-22",12.1291
"2024-05-23",1.1356
"2024-05-24",0.8028
"2024-05-25",12.3478
"2024-05-26",5.0658
"2024-05-27",8.9593
"2024-05-28",0.2116
"2024-05-29",1.3903
"2024-05-30",5.2055
"2024-05-31",6.1018
"2024-06-01",14.5759
"2024-06-02",18.508
"2024-06-03",6.7547
"2024-06-04",0.584
"2024-06-05",4.2431
"2024-06-06",0.0868
"2024-06-07",1.1175
"2024-06-08",0.0009
"2024-06-09",0.3642
"2024-06-10",0
"2024-06-11",2.6721
"2024-06-12",2.7111
"2024-06-13",1.398
"2024-06-14",1.0231
"2024-06-15",1.0217
"2024-06-16",0
"2024-06-17",0.2363
"2024-06-18",29.1175
"2024-06-19",0
"2024-06-20",0.0702
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0.3284
"2024-06-24",0
"2024-06-25",28.7617
"2024-06-26",1.3914
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0.2583
"2024-07-01",5.3186
"2024-07-02",0.2247
"2024-07-03",4.1252
"2024-07-04",5.9898
"2024-07-05",4.655
"2024-07-06",0
"2024-07-07",18.6914
"2024-07-08",1.6465
"2024-07-09",0
"2024-07-10",2.7339
"2024-07-11",0
"2024-07-12",0.0235
"2024-07-13",12.8705
"2024-07-14",2.8885
"2024-07-15",3.1331
"2024-07-16",7.8848
"2024-07-17",0.3211
"2024-07-18",1.3265
"2024-07-19",1.7583
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",1.4186
"2024-07-27",0.0881
"2024-07-28",12.9496
"2024-07-29",2.4349
"2024-07-30",0
"2024-07-31",4.5013
"2024-08-01",1.1008
"2024-08-02",0.2496
"2024-08-03",7.1495
"2024-08-04",13.0382
"2024-08-05",4.3671
"2024-08-06",0.7978
"2024-08-07",1.1849
"2024-08-08",4.5577
"2024-08-09",0
"2024-08-10",4.2196
"2024-08-11",16.1194
"2024-08-12",29.1046
"2024-08-13",16.5218
"2024-08-14",0
"2024-08-15",0
"2024-08-16",1.1104
"2024-08-17",22.9999
"2024-08-18",15.1149
"2024-08-19",23.036
"2024-08-20",11.0674
"2024-08-21",8.0011
"2024-08-22",2.9187
"2024-08-23",4.9545
"2024-08-24",3.969
"2024-08-25",3.3581
"2024-08-26",1.4988
"2024-08-27",0.6951
"2024-08-28",1.3703
"2024-08-29",4.6247
"2024-08-30",5.6026
"2024-08-31",5.712
"2024-09-01",0.7844
"2024-09-02",13.4321
"2024-09-03",23.6979
"2024-09-04",3.4342
"2024-09-05",0
"2024-09-06",10.6296
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0.7636
"2024-09-10",0
"2024-09-11",4.7844
"2024-09-12",3.4729
"2024-09-13",3.5372
"2024-09-14",3.784
"2024-09-15",3.1964
"2024-09-16",0
"2024-09-17",9.0586
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0
"2024-09-21",0
"2024-09-22",0.1698
"2024-09-23",0
"2024-09-24",0
"2024-09-25",0
"2024-09-26",6.502
"2024-09-27",11.5978
"2024-09-28",6.2588
"2024-09-29",15.9048
"2024-09-30",3.3223
"2024-10-01",7.8428
"2024-10-02",4.4896
"2024-10-03",3.8039
"2024-10-04",2.4683
"2024-10-05",4.5313
"2024-10-06",29.5876
"2024-10-07",21.6006
"2024-10-08",23.7914
"2024-10-09",26.0975
"2024-10-10",8.1224
"2024-10-11",11.7102
"2024-10-12",12.0776
"2024-10-13",38.554
"2024-10-14",15.3909
"2024-10-15",0
"2024-10-16",0
"2024-10-17",0
"2024-10-18",4.2433
"2024-10-19",0
"2024-10-20",9.1707
"2024-10-21",25.4434
"2024-10-22",7.418
"2024-10-23",1.3809
"2024-10-24",0
"2024-10-25",8.5217
"2024-10-26",11.5215
"2024-10-27",19.8521
"2024-10-28",0.5593
"2024-10-29",27.064
"2024-10-30",12.3863
"2024-10-31",35.732
"2024-11-01",15.9895
"2024-11-02",6.0613
"2024-11-03",12.1967
"2024-11-04",24.4651
"2024-11-05",13.6395
"2024-11-06",0
"2024-11-07",7.8988
"2024-11-08",46.0492
"2024-11-09",0.8313
"2024-11-10",0.2314
"2024-11-11",13.0746
"2024-11-12",20.3294
"2024-11-13",14.0486
"2024-11-14",5.6601
"2024-11-15",11.7383
"2024-11-16",0.1526
"2024-11-17",4.1469
"2024-11-18",1.3904
"2024-11-19",16.5458
"2024-11-20",11.4694
"2024-11-21",11.5747
"2024-11-22",23.9551
"2024-11-23",19.9706
"2024-11-24",31.6466
"2024-11-25",31.8153
"2024-11-26",69.6218
"2024-11-27",10.2743
"2024-11-28",4.5861
"2024-11-29",4.3103
"2024-11-30",2.1086
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0.0656
"2024-12-06",0
"2024-12-07",0.1274
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0
"2024-12-11",24.8906
"2024-12-12",38.0656
"2024-12-13",25.8512
"2024-12-14",6.5563
"2024-12-15",0
"2024-12-16",23.2015
"2024-12-17",17.2151
"2024-12-18",0.2252
"2024-12-19",0
"2024-12-20",3.8004
"2024-12-21",4.2027
"2024-12-22",17.203
"2024-12-23",0
"2024-12-24",0.3994
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0.1528
"2024-12-28",1.2805
"2024-12-29",0
"2024-12-30",1.8595
"2024-12-31",33.3497
"2025-01-01",17.4657
"2025-01-02",13.8537
"2025-01-03",0
"2025-01-04",4.7613
"2025-01-05",0.1201
"2025-01-06",3.2721
"2025-01-07",0.9938
"2025-01-08",0
"2025-01-09",0.1745
"2025-01-10",4.0865
"2025-01-11",5.7726
"2025-01-12",59.9987
"2025-01-13",6.0446
"2025-01-14",37.9859
"2025-01-15",1.4976
"2025-01-16",0.6699
"2025-01-17",0
"2025-01-18",46.0514
"2025-01-19",38.0392
"2025-01-20",0
"2025-01-21",13.5418
"2025-01-22",26.3748
"2025-01-23",6.3373
"2025-01-24",3.6188
"2025-01-25",6.4938
"2025-01-26",26.9432
"2025-01-27",5.6148
"2025-01-28",20.1755
"2025-01-29",20.9023
"2025-01-30",7.3805
"2025-01-31",0
"2025-02-01",2.5945
"2025-02-02",0
"2025-02-03",0.6085
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.7038
"2025-02-07",0.1704
"2025-02-08",0.0571
"2025-02-09",0.0028
"2025-02-10",1.911
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",13.034
"2025-02-26",17.5555
"2025-02-27",22.6768
"2025-02-28",40.5904
"2025-03-01",16.0344
"2025-03-02",23.8426
"2025-03-03",22.5715
"2025-03-04",14.06
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",16.9275
"2025-03-11",32.2147
"2025-03-12",0
"2025-03-13",1.021
"2025-03-14",0
"2025-03-15",0
"2025-03-16",1.5303
"2025-03-17",17.0611
"2025-03-18",17.7863
"2025-03-19",2.5297
"2025-03-20",2.3994
"2025-03-21",1.8788
"2025-03-22",6.1373
"2025-03-23",3.9936
"2025-03-24",5.2405
"2025-03-25",14.8836
"2025-03-26",13.6281
"2025-03-27",18.169
"2025-03-28",1.2553
"2025-03-29",8.6119
"2025-03-30",12.4227
"2025-03-31",17.2144
"2025-04-01",15.4112
"2025-04-02",18.2312
"2025-04-03",17.4094
"2025-04-04",13.8694
"2025-04-05",36.8358
"2025-04-06",21.1644
"2025-04-07",18.143
"2025-04-08",15.6987
"2025-04-09",17.3326
"2025-04-10",14.1124
"2025-04-11",11.4595
"2025-04-12",1.7556
"2025-04-13",0
"2025-04-14",2.4925
"2025-04-15",15.7501
"2025-04-16",8.1667
"2025-04-17",8.4075
"2025-04-18",7.9457
"2025-04-19",6.5271
"2025-04-20",9.2872
"2025-04-21",12.9954
"2025-04-22",9.7457
"2025-04-23",12.516
"2025-04-24",11.2295
"2025-04-25",12.6115
"2025-04-26",11.9862
"2025-04-27",11.4643
"2025-04-28",17.6875
"2025-04-29",16.6396
"2025-04-30",13.932
"2025-05-01",3.2001
"2025-05-02",13.7513
"2025-05-03",19.8086
"2025-05-04",12.0649
"2025-05-05",14.8796
"2025-05-06",13.6739
"2025-05-07",8.3068
"2025-05-08",3.2089
"2025-05-09",6.8279
"2025-05-10",6.9369
"2025-05-11",4.0646
"2025-05-12",0
"2025-05-13",3.8624
"2025-05-14",7.325
"2025-05-15",9.8962
"2025-05-16",9.3247
"2025-05-17",5.4111
"2025-05-18",5.0286
"2025-05-19",6.949
"2025-05-20",3.6725
"2025-05-21",0
"2025-05-22",10.4468
"2025-05-23",0
"2025-05-24",1.7743
"2025-05-25",1.9134
"2025-05-26",6.9828
"2025-05-27",1.1693
"2025-05-28",15.4537
"2025-05-29",0.3598
"2025-05-30",0.0129
"2025-05-31",0.0162
"2025-06-01",0
"2025-06-02",0
"2025-06-03",0
"2025-06-04",14.0745
"2025-06-05",28.9224
"2025-06-06",22.9509
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",3.5093
"2025-06-11",8.6124
"2025-06-12",4.8754
"2025-06-13",9.3424
"2025-06-14",9.0956
"2025-06-15",5.1866
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",16.0833
"2025-06-20",21.5566
"2025-06-21",5.5653
"2025-06-22",0
"2025-06-23",16.3822
"2025-06-24",0
"2025-06-25",0
"2025-06-26",3.0073
"2025-06-27",0
"2025-06-28",41.7732
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.6285
"2025-07-02",0.2607
"2025-07-03",3.0256
"2025-07-04",2.4224
"2025-07-05",2.1733
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0.2416
"2025-07-09",0.5711
"2025-07-10",14.6998
"2025-07-11",2.4292
"2025-07-12",0.3866
"2025-07-13",0
"2025-07-14",0
"2025-07-15",2.7613
"2025-07-16",15.4203
"2025-07-17",1.1574
"2025-07-18",0.2929
"2025-07-19",4.0224
"2025-07-20",0.0258
"2025-07-21",0
"2025-07-22",0.8762
"2025-07-23",0
"2025-07-24",3.2514
"2025-07-25",3.4761
"2025-07-26",4.0032
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",13.9079
"2025-08-01",20.5403
"2025-08-02",25.2309
"2025-08-03",25.1572
"2025-08-04",0
"2025-08-05",5.7733
"2025-08-06",0
"2025-08-07",0.9193
"2025-08-08",0.5271
"2025-08-09",14.5437
"2025-08-10",0
"2025-08-11",8.5054
"2025-08-12",0
"2025-08-13",0.0762
"2025-08-14",0
"2025-08-15",0
"2025-08-16",0
"2025-08-17",0.5702
"2025-08-18",11.5912
"2025-08-19",0
"2025-08-20",0
"2025-08-21",2.1215
"2025-08-22",2.1676
"2025-08-23",7.4281
"2025-08-24",0.8852
"2025-08-25",6.3179
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0.2825
"2025-08-29",0
"2025-08-30",0.6608
"2025-08-31",5.6444
"2025-09-01",2.7126
"2025-09-02",6.3248
"2025-09-03",0.3005
"2025-09-04",0
"2025-09-05",0
"2025-09-06",6.1262
"2025-09-07",0.698
"2025-09-08",33.2056
"2025-09-09",12.3416
"2025-09-10",18.6497
"2025-09-11",3.9215
"2025-09-12",14.0474
"2025-09-13",4.8267
"2025-09-14",3.1211
"2025-09-15",13.2195
"2025-09-16",10.9441
"2025-09-17",47.3574
"2025-09-18",4.3944
"2025-09-19",0.1762
"2025-09-20",0
"2025-09-21",0
"2025-09-22",0.7846
"2025-09-23",5.3597
"2025-09-24",0.0627
"2025-09-25",13.4792
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.0087
"2025-09-29",0
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",5.3622
"2025-10-04",30.1381
"2025-10-05",18.8575
"2025-10-06",4.7988
"2025-10-07",8.9325
"2025-10-08",13.047
"2025-10-09",11.0602
"2025-10-10",5.8884
"2025-10-11",19.1131
"2025-10-12",16.4266
"2025-10-13",24.1291
"2025-10-14",15.8607
"2025-10-15",26.3826
"2025-10-16",9.7731
"2025-10-17",27.4635
"2025-10-18",11.6613
"2025-10-19",51.8954
"2025-10-20",37.8659
"2025-10-21",24.4047
"2025-10-22",0
"2025-10-23",0.4773
"2025-10-24",33.9539
"2025-10-25",2.6398
"2025-10-26",6.2918
"2025-10-27",5.5994
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0.4301
"2025-11-01",6.9946
"2025-11-02",5.7693
"2025-11-03",0
"2025-11-04",0
"2025-11-05",2.6049
"2025-11-06",4.8478
"2025-11-07",13.6516
"2025-11-08",13.8471
"2025-11-09",4.8132
"2025-11-10",7.2134
"2025-11-11",18.695
"2025-11-12",7.4036
"2025-11-13",7.3155
"2025-11-14",7.9001
"2025-11-15",17.3974
"2025-11-16",42.7069
"2025-11-17",39.6344
"2025-11-18",18.36
"2025-11-19",0.9845
"2025-11-20",28.5704
"2025-11-21",13.2984
"2025-11-22",20.4103
"2025-11-23",29.3754
"2025-11-24",48.19
"2025-11-25",29.4251
"2025-11-26",72.1539
"2025-11-27",81.1323
"2025-11-28",20.0283
"2025-11-29",0.2968
"2025-11-30",0.1745
"2025-12-01",0
"2025-12-02",0
"2025-12-03",0.134
"2025-12-04",10.1504
"2025-12-05",12.4283
"2025-12-06",2.6037
"2025-12-07",1.8849
"2025-12-08",1.2502
"2025-12-09",13.1631
"2025-12-10",11.6901
"2025-12-11",15.7124
"2025-12-12",0.782
"2025-12-13",0.1442
"2025-12-14",0
"2025-12-15",0
"2025-12-16",0
"2025-12-17",34.4797
"2025-12-18",14.0132
"2025-12-19",11.6947
