,"(mm) Precipitation (CHIRPS) at Kandy, 2007-01-01 to 2025-12-31"
"2022-12-12",2.5163
"2022-12-13",0.1214
"2022-12-14",0.9569
"2022-12-15",2.0678
"2022-12-16",0
"2022-12-17",1.6335
"2022-12-18",20.9332
"2022-12-19",23.05
"2022-12-20",45.0036
"2022-12-21",24.9701
"2022-12-22",7.8616
"2022-12-23",0.1163
"2022-12-24",18.8115
"2022-12-25",80.946
"2022-12-26",3.3479
"2022-12-27",0
"2022-12-28",0
"2022-12-29",0
"2022-12-30",0
"2022-12-31",8.4274
"2023-01-01",0
"2023-01-02",0
"2023-01-03",0
"2023-01-04",0
"2023-01-05",5.7774
"2023-01-06",13.7488
"2023-01-07",7.4013
"2023-01-08",0
"2023-01-09",0
"2023-01-10",0
"2023-01-11",0
"2023-01-12",0.0074
"2023-01-13",0
"2023-01-14",0
"2023-01-15",0
"2023-01-16",2.5176
"2023-01-17",18.8696
"2023-01-18",0.0824
"2023-01-19",0.4654
"2023-01-20",0
"2023-01-21",26.4823
"2023-01-22",5.1402
"2023-01-23",0
"2023-01-24",1.4384
"2023-01-25",0
"2023-01-26",0
"2023-01-27",10.4891
"2023-01-28",0
"2023-01-29",0
"2023-01-30",5.7344
"2023-01-31",17.249
"2023-02-01",1.9939
"2023-02-02",21.5747
"2023-02-03",8.7769
"2023-02-04",7.2635
"2023-02-05",6.2569
"2023-02-06",8.3126
"2023-02-07",0.7886
"2023-02-08",0.0589
"2023-02-09",0
"2023-02-10",4.0008
"2023-02-11",0
"2023-02-12",0
"2023-02-13",0
"2023-02-14",0
"2023-02-15",0
"2023-02-16",0
"2023-02-17",0
"2023-02-18",0
"2023-02-19",0.6544
"2023-02-20",10.9931
"2023-02-21",0
"2023-02-22",0
"2023-02-23",0
"2023-02-24",19.6814
"2023-02-25",6.033
"2023-02-26",0
"2023-02-27",0.6341
"2023-02-28",11.0894
"2023-03-01",3.8509
"2023-03-02",9.6435
"2023-03-03",0.9922
"2023-03-04",0.4711
"2023-03-05",0.7987
"2023-03-06",15.1736
"2023-03-07",0.4498
"2023-03-08",0
"2023-03-09",1.2819
"2023-03-10",10.9121
"2023-03-11",9.1922
"2023-03-12",13.2479
"2023-03-13",2.3791
"2023-03-14",5.9198
"2023-03-15",1.518
"2023-03-16",21.799
"2023-03-17",6.9189
"2023-03-18",16.2841
"2023-03-19",11.0043
"2023-03-20",0.7294
"2023-03-21",12.771
"2023-03-22",10.5736
"2023-03-23",6.1594
"2023-03-24",3.3905
"2023-03-25",0
"2023-03-26",1.8222
"2023-03-27",0
"2023-03-28",0
"2023-03-29",0
"2023-03-30",3.2049
"2023-03-31",1.7362
"2023-04-01",1.3292
"2023-04-02",11.0445
"2023-04-03",5.9022
"2023-04-04",17.886
"2023-04-05",5.2339
"2023-04-06",4.689
"2023-04-07",2.2121
"2023-04-08",9.1037
"2023-04-09",0
"2023-04-10",0.7615
"2023-04-11",0
"2023-04-12",0.6648
"2023-04-13",3.899
"2023-04-14",3.7967
"2023-04-15",9.0019
"2023-04-16",7.2998
"2023-04-17",4.6675
"2023-04-18",0
"2023-04-19",0.0077
"2023-04-20",4.9763
"2023-04-21",4.7329
"2023-04-22",11.3904
"2023-04-23",9.2821
"2023-04-24",12.6499
"2023-04-25",11.338
"2023-04-26",13.9117
"2023-04-27",1.7762
"2023-04-28",20.6277
"2023-04-29",10.8984
"2023-04-30",12.6898
"2023-05-01",21.3342
"2023-05-02",20.1499
"2023-05-03",11.0427
"2023-05-04",43.9242
"2023-05-05",17.5692
"2023-05-06",18.1615
"2023-05-07",2.2627
"2023-05-08",27.0418
"2023-05-09",15.66
"2023-05-10",9.4649
"2023-05-11",6.5898
"2023-05-12",2.2891
"2023-05-13",0
"2023-05-14",0
"2023-05-15",0
"2023-05-16",0
"2023-05-17",9.8751
"2023-05-18",2.4006
"2023-05-19",0.9754
"2023-05-20",3.6378
"2023-05-21",1.6026
"2023-05-22",14.5589
"2023-05-23",15.0188
"2023-05-24",0
"2023-05-25",0
"2023-05-26",0
"2023-05-27",0
"2023-05-28",0
"2023-05-29",13.8814
"2023-05-30",13.5777
"2023-05-31",22.8402
"2023-06-01",1.9304
"2023-06-02",20.7806
"2023-06-03",0.0727
"2023-06-04",8.525
"2023-06-05",0.4345
"2023-06-06",0
"2023-06-07",0.1987
"2023-06-08",0.0139
"2023-06-09",0
"2023-06-10",0.5736
"2023-06-11",22.0845
"2023-06-12",36.2585
"2023-06-13",25.9824
"2023-06-14",0.1793
"2023-06-15",3.3863
"2023-06-16",3.609
"2023-06-17",56.2424
"2023-06-18",24.0388
"2023-06-19",0.2057
"2023-06-20",8.8691
"2023-06-21",32.9187
"2023-06-22",14.2612
"2023-06-23",6.2404
"2023-06-24",0
"2023-06-25",0
"2023-06-26",0
"2023-06-27",6.4061
"2023-06-28",3.5312
"2023-06-29",97.9184
"2023-06-30",0
"2023-07-01",16.2998
"2023-07-02",38.4735
"2023-07-03",10.7852
"2023-07-04",1.0191
"2023-07-05",0.0594
"2023-07-06",0
"2023-07-07",0.4085
"2023-07-08",0
"2023-07-09",13.1954
"2023-07-10",19.2022
"2023-07-11",16.357
"2023-07-12",0
"2023-07-13",1.0384
"2023-07-14",0
"2023-07-15",1.4042
"2023-07-16",3.6987
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0
"2023-07-22",0
"2023-07-23",8.8132
"2023-07-24",5.5592
"2023-07-25",7.7788
"2023-07-26",2.6501
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",13.6179
"2023-08-06",10.2097
"2023-08-07",0
"2023-08-08",3.6556
"2023-08-09",10.3944
"2023-08-10",5.8996
"2023-08-11",26.2769
"2023-08-12",2.2526
"2023-08-13",0.739
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",12.2016
"2023-08-23",10.285
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",3.7822
"2023-08-28",14.7695
"2023-08-29",13.3291
"2023-08-30",21.431
"2023-08-31",25.5314
"2023-09-01",21.4492
"2023-09-02",0
"2023-09-03",4.6102
"2023-09-04",1.1311
"2023-09-05",0.8148
"2023-09-06",15.1199
"2023-09-07",0.0027
"2023-09-08",0.1432
"2023-09-09",0
"2023-09-10",1.2096
"2023-09-11",0
"2023-09-12",0
"2023-09-13",20.2721
"2023-09-14",0
"2023-09-15",0
"2023-09-16",1.0697
"2023-09-17",28.2142
"2023-09-18",4.2919
"2023-09-19",14.8157
"2023-09-20",0.0561
"2023-09-21",11.315
"2023-09-22",7.0095
"2023-09-23",7.9851
"2023-09-24",6.5856
"2023-09-25",5.1717
"2023-09-26",10.0335
"2023-09-27",7.2944
"2023-09-28",7.0218
"2023-09-29",0
"2023-09-30",39.2495
"2023-10-01",0.7611
"2023-10-02",6.7711
"2023-10-03",13.9254
"2023-10-04",14.5456
"2023-10-05",16.7294
"2023-10-06",24.8158
"2023-10-07",23.8426
"2023-10-08",24.2845
"2023-10-09",35.4319
"2023-10-10",19.202
"2023-10-11",15.095
"2023-10-12",24.0392
"2023-10-13",21.107
"2023-10-14",33.2887
"2023-10-15",18.2919
"2023-10-16",9.5335
"2023-10-17",20.0281
"2023-10-18",16.9706
"2023-10-19",3.8568
"2023-10-20",16.1261
"2023-10-21",20.9366
"2023-10-22",19.745
"2023-10-23",6.857
"2023-10-24",10.4217
"2023-10-25",5.8046
"2023-10-26",7.4162
"2023-10-27",11.7813
"2023-10-28",22.2471
"2023-10-29",18.5568
"2023-10-30",15.9724
"2023-10-31",4.7281
"2023-11-01",27.0191
"2023-11-02",13.0735
"2023-11-03",31.9079
"2023-11-04",29.3467
"2023-11-05",17.3879
"2023-11-06",9.1444
"2023-11-07",17.7613
"2023-11-08",25.6989
"2023-11-09",24.6676
"2023-11-10",12.8955
"2023-11-11",9.1798
"2023-11-12",12.5546
"2023-11-13",5.9691
"2023-11-14",11.0014
"2023-11-15",10.3252
"2023-11-16",34.5594
"2023-11-17",13.8657
"2023-11-18",26.7825
"2023-11-19",14.1108
"2023-11-20",22.7732
"2023-11-21",43.1285
"2023-11-22",33.3944
"2023-11-23",0.0029
"2023-11-24",1.8014
"2023-11-25",0
"2023-11-26",0.0761
"2023-11-27",14.2322
"2023-11-28",15.7433
"2023-11-29",3.8724
"2023-11-30",7.798
"2023-12-01",19.2359
"2023-12-02",6.4099
"2023-12-03",0.4261
"2023-12-04",0.8573
"2023-12-05",31.2892
"2023-12-06",12.7317
"2023-12-07",38.3207
"2023-12-08",30.755
"2023-12-09",8.477
"2023-12-10",22.9257
"2023-12-11",21.278
"2023-12-12",5.5503
"2023-12-13",0.405
"2023-12-14",25.821
"2023-12-15",8.7625
"2023-12-16",30.0491
"2023-12-17",0
"2023-12-18",30.7028
"2023-12-19",0.3039
"2023-12-20",0.4135
"2023-12-21",5.5465
"2023-12-22",4.1795
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",0
"2023-12-27",34.0842
"2023-12-28",22.7202
"2023-12-29",3.4547
"2023-12-30",0.5985
"2023-12-31",7.7135
"2024-01-01",52.6576
"2024-01-02",22.5568
"2024-01-03",0
"2024-01-04",0
"2024-01-05",2.161
"2024-01-06",0.9043
"2024-01-07",2.6461
"2024-01-08",63.6939
"2024-01-09",55.422
"2024-01-10",64.6769
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0.2679
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",0
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",1.4857
"2024-01-31",45.7519
"2024-02-01",0.6111
"2024-02-02",0
"2024-02-03",0
"2024-02-04",3.9228
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.0027
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0
"2024-02-16",0.286
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0.0831
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0.495
"2024-02-24",0
"2024-02-25",0
"2024-02-26",0.8237
"2024-02-27",0.734
"2024-02-28",0.0923
"2024-02-29",15.9132
"2024-03-01",4.2193
"2024-03-02",0.0004
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",0.6067
"2024-03-07",1.8584
"2024-03-08",0.152
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0.876
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0
"2024-03-22",7.1365
"2024-03-23",3.9845
"2024-03-24",7.4601
"2024-03-25",0
"2024-03-26",0.8643
"2024-03-27",4.3959
"2024-03-28",3.6036
"2024-03-29",0.6536
"2024-03-30",0
"2024-03-31",0.2757
"2024-04-01",10.2354
"2024-04-02",15.7507
"2024-04-03",0.659
"2024-04-04",0.3874
"2024-04-05",0.0291
"2024-04-06",0.1341
"2024-04-07",0
"2024-04-08",0.6092
"2024-04-09",0
"2024-04-10",0.2427
"2024-04-11",14.1987
"2024-04-12",6.145
"2024-04-13",0.9913
"2024-04-14",8.8539
"2024-04-15",19.7057
"2024-04-16",2.4195
"2024-04-17",0.3265
"2024-04-18",4.1886
"2024-04-19",1.8711
"2024-04-20",0.0663
"2024-04-21",0.9161
"2024-04-22",1.2129
"2024-04-23",8.266
"2024-04-24",7.2996
"2024-04-25",2.1886
"2024-04-26",0
"2024-04-27",8.814
"2024-04-28",0
"2024-04-29",16.5231
"2024-04-30",3.294
"2024-05-01",0
"2024-05-02",0.0206
"2024-05-03",0.0511
"2024-05-04",0.5321
"2024-05-05",0
"2024-05-06",0.8635
"2024-05-07",3.4503
"2024-05-08",12.3676
"2024-05-09",10.0336
"2024-05-10",14.1568
"2024-05-11",13.2996
"2024-05-12",11.3301
"2024-05-13",16.8868
"2024-05-14",18.3878
"2024-05-15",9.143
"2024-05-16",15.6594
"2024-05-17",13.8981
"2024-05-18",18.347
"2024-05-19",7.5247
"2024-05-20",3.8355
"2024-05-21",4.6323
"2024-05-22",11.4042
"2024-05-23",2.621
"2024-05-24",4.8042
"2024-05-25",10.0833
"2024-05-26",5.0717
"2024-05-27",4.5866
"2024-05-28",0.0102
"2024-05-29",1.0591
"2024-05-30",3.0817
"2024-05-31",7.3797
"2024-06-01",10.5948
"2024-06-02",10.4225
"2024-06-03",5.9022
"2024-06-04",1.817
"2024-06-05",4.0094
"2024-06-06",0.0086
"2024-06-07",4.0007
"2024-06-08",4.8831
"2024-06-09",0.2454
"2024-06-10",0
"2024-06-11",2.9408
"2024-06-12",3.1952
"2024-06-13",1.3204
"2024-06-14",1.1784
"2024-06-15",0.8016
"2024-06-16",0
"2024-06-17",0
"2024-06-18",22.2088
"2024-06-19",0
"2024-06-20",0.0796
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0.1194
"2024-06-24",0
"2024-06-25",7.5214
"2024-06-26",4.8493
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",8.0973
"2024-07-01",5.0935
"2024-07-02",0
"2024-07-03",0.6143
"2024-07-04",9.1242
"2024-07-05",8.6763
"2024-07-06",1.3666
"2024-07-07",5.0078
"2024-07-08",6.723
"2024-07-09",0
"2024-07-10",1.2429
"2024-07-11",0
"2024-07-12",0
"2024-07-13",11.4896
"2024-07-14",3.542
"2024-07-15",5.3661
"2024-07-16",4.1585
"2024-07-17",0
"2024-07-18",0.0714
"2024-07-19",0.1899
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",7.1072
"2024-07-29",1.3395
"2024-07-30",0.0698
"2024-07-31",0
"2024-08-01",0.218
"2024-08-02",0
"2024-08-03",6.6593
"2024-08-04",6.6593
"2024-08-05",4.5263
"2024-08-06",3.116
"2024-08-07",0.9814
"2024-08-08",4.483
"2024-08-09",0
"2024-08-10",0.3827
"2024-08-11",15.7794
"2024-08-12",14.8516
"2024-08-13",6.594
"2024-08-14",0.0661
"2024-08-15",3.4737
"2024-08-16",0.106
"2024-08-17",20.1085
"2024-08-18",12.5799
"2024-08-19",17.2187
"2024-08-20",6.4552
"2024-08-21",5.7229
"2024-08-22",2.4624
"2024-08-23",3.0098
"2024-08-24",3.1017
"2024-08-25",2.1725
"2024-08-26",0.568
"2024-08-27",0.2615
"2024-08-28",0.5945
"2024-08-29",1.9125
"2024-08-30",1.9695
"2024-08-31",2.302
"2024-09-01",0.0393
"2024-09-02",10.0085
"2024-09-03",6.7139
"2024-09-04",2.1157
"2024-09-05",0
"2024-09-06",14.289
"2024-09-07",0
"2024-09-08",0
"2024-09-09",0.0035
"2024-09-10",0
"2024-09-11",4.0258
"2024-09-12",3.0293
"2024-09-13",2.8506
"2024-09-14",3.8979
"2024-09-15",3.1906
"2024-09-16",0
"2024-09-17",1.1523
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.0482
"2024-09-21",0.0542
"2024-09-22",0.0284
"2024-09-23",0
"2024-09-24",0
"2024-09-25",0
"2024-09-26",0.7506
"2024-09-27",14.3609
"2024-09-28",2.3402
"2024-09-29",12.6292
"2024-09-30",8.8343
"2024-10-01",11.3282
"2024-10-02",6.466
"2024-10-03",5.1859
"2024-10-04",3.5024
"2024-10-05",6.811
"2024-10-06",30.8567
"2024-10-07",20.4846
"2024-10-08",21.6883
"2024-10-09",21.3828
"2024-10-10",16.1704
"2024-10-11",13.2753
"2024-10-12",16.1416
"2024-10-13",35.54
"2024-10-14",9.2931
"2024-10-15",0
"2024-10-16",0
"2024-10-17",0
"2024-10-18",3.7224
"2024-10-19",1.2693
"2024-10-20",6.3915
"2024-10-21",34.4751
"2024-10-22",5.8097
"2024-10-23",7.9236
"2024-10-24",0
"2024-10-25",9.532
"2024-10-26",33.7971
"2024-10-27",9.6628
"2024-10-28",1.2032
"2024-10-29",21.1996
"2024-10-30",2.4594
"2024-10-31",39.1678
"2024-11-01",18.1163
"2024-11-02",14.2254
"2024-11-03",17.7758
"2024-11-04",11.2673
"2024-11-05",5.4631
"2024-11-06",0
"2024-11-07",12.4388
"2024-11-08",50.8031
"2024-11-09",0.0402
"2024-11-10",0
"2024-11-11",4.639
"2024-11-12",21.6082
"2024-11-13",6.8848
"2024-11-14",15.5534
"2024-11-15",9.587
"2024-11-16",0.8629
"2024-11-17",0.5958
"2024-11-18",2.77
"2024-11-19",9.898
"2024-11-20",10.9334
"2024-11-21",14.3943
"2024-11-22",18.1295
"2024-11-23",23.5243
"2024-11-24",40.1539
"2024-11-25",38.4148
"2024-11-26",86.2935
"2024-11-27",13.0152
"2024-11-28",2.438
"2024-11-29",7.7933
"2024-11-30",0.9179
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0
"2024-12-06",0
"2024-12-07",2.5212
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0.1097
"2024-12-11",39.2186
"2024-12-12",44.8152
"2024-12-13",18.8299
"2024-12-14",7.7452
"2024-12-15",0
"2024-12-16",28.8142
"2024-12-17",13.1302
"2024-12-18",0
"2024-12-19",1.3161
"2024-12-20",8.2532
"2024-12-21",2.8153
"2024-12-22",1.6607
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",2.4898
"2024-12-29",0
"2024-12-30",12.597
"2024-12-31",31.0505
"2025-01-01",16.9313
"2025-01-02",21.4836
"2025-01-03",0
"2025-01-04",6.0567
"2025-01-05",0.0487
"2025-01-06",4.4584
"2025-01-07",0
"2025-01-08",0
"2025-01-09",0
"2025-01-10",4.122
"2025-01-11",16.7155
"2025-01-12",71.9732
"2025-01-13",5.2307
"2025-01-14",52.5777
"2025-01-15",6.9608
"2025-01-16",0.2513
"2025-01-17",4.9167
"2025-01-18",62.5557
"2025-01-19",52.9266
"2025-01-20",0
"2025-01-21",17.1193
"2025-01-22",24.2185
"2025-01-23",6.3789
"2025-01-24",5.8053
"2025-01-25",12.4228
"2025-01-26",21.2497
"2025-01-27",5.9574
"2025-01-28",34.6513
"2025-01-29",28.422
"2025-01-30",8.9396
"2025-01-31",0
"2025-02-01",0.6705
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.2798
"2025-02-07",0.119
"2025-02-08",0.0629
"2025-02-09",0.0015
"2025-02-10",1.1907
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",7.7195
"2025-02-26",23.3933
"2025-02-27",28.7945
"2025-02-28",41.2503
"2025-03-01",20.6584
"2025-03-02",14.1527
"2025-03-03",18.4233
"2025-03-04",15.5231
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",17.0193
"2025-03-11",36.3102
"2025-03-12",0
"2025-03-13",0.0377
"2025-03-14",0.1424
"2025-03-15",0
"2025-03-16",0.3744
"2025-03-17",14.9051
"2025-03-18",14.181
"2025-03-19",1.7487
"2025-03-20",0.5524
"2025-03-21",1.1718
"2025-03-22",2.8544
"2025-03-23",0.1589
"2025-03-24",1.7303
"2025-03-25",13.4908
"2025-03-26",9.7972
"2025-03-27",14.778
"2025-03-28",0
"2025-03-29",7.4582
"2025-03-30",4.7528
"2025-03-31",9.5722
"2025-04-01",15.562
"2025-04-02",21.5092
"2025-04-03",25.5206
"2025-04-04",12.905
"2025-04-05",28.6155
"2025-04-06",18.8483
"2025-04-07",19.5446
"2025-04-08",10.9716
"2025-04-09",16.3539
"2025-04-10",18.9053
"2025-04-11",8.3517
"2025-04-12",0.939
"2025-04-13",0
"2025-04-14",3.9381
"2025-04-15",11.131
"2025-04-16",7.8607
"2025-04-17",2.7661
"2025-04-18",5.5699
"2025-04-19",5.1157
"2025-04-20",5.6346
"2025-04-21",10.5019
"2025-04-22",7.6747
"2025-04-23",7.7228
"2025-04-24",6.4457
"2025-04-25",12.4692
"2025-04-26",10.9548
"2025-04-27",11.7436
"2025-04-28",12.1781
"2025-04-29",16.3008
"2025-04-30",12.2808
"2025-05-01",0.0017
"2025-05-02",16.6914
"2025-05-03",14.6953
"2025-05-04",8.6205
"2025-05-05",18.7728
"2025-05-06",11.1969
"2025-05-07",6.9856
"2025-05-08",2.4462
"2025-05-09",6.7055
"2025-05-10",6.1452
"2025-05-11",1.283
"2025-05-12",0
"2025-05-13",0.4428
"2025-05-14",7.8364
"2025-05-15",10.0657
"2025-05-16",15.9871
"2025-05-17",7.9541
"2025-05-18",6.3811
"2025-05-19",7.8272
"2025-05-20",3.8767
"2025-05-21",0
"2025-05-22",13.988
"2025-05-23",0.9091
"2025-05-24",3.1377
"2025-05-25",0.2566
"2025-05-26",10.5026
"2025-05-27",1.479
"2025-05-28",5.0318
"2025-05-29",0
"2025-05-30",4.4367
"2025-05-31",0
"2025-06-01",0
"2025-06-02",0
"2025-06-03",0
"2025-06-04",2.6994
"2025-06-05",21.8902
"2025-06-06",36.1011
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",7.8496
"2025-06-11",9.767
"2025-06-12",4.6855
"2025-06-13",9.8105
"2025-06-14",10.1369
"2025-06-15",6.2099
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0.6883
"2025-06-20",2.9094
"2025-06-21",2.5455
"2025-06-22",0.4583
"2025-06-23",2.4461
"2025-06-24",0
"2025-06-25",0
"2025-06-26",2.2437
"2025-06-27",0
"2025-06-28",31.0872
"2025-06-29",0
"2025-06-30",0
"2025-07-01",0.1152
"2025-07-02",0.0601
"2025-07-03",0.9872
"2025-07-04",0.905
"2025-07-05",0.7347
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",8.9892
"2025-07-11",7.6364
"2025-07-12",0
"2025-07-13",0.0126
"2025-07-14",0
"2025-07-15",6.089
"2025-07-16",8.872
"2025-07-17",2.4232
"2025-07-18",0.3947
"2025-07-19",7.4176
"2025-07-20",1.0453
"2025-07-21",0
"2025-07-22",0
"2025-07-23",1.0762
"2025-07-24",5.4446
"2025-07-25",9.6862
"2025-07-26",1.0924
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",15.3757
"2025-08-01",12.8674
"2025-08-02",17.935
"2025-08-03",22.2419
"2025-08-04",2.6483
"2025-08-05",0.6826
"2025-08-06",0
"2025-08-07",0.9791
"2025-08-08",1.1164
"2025-08-09",1.5813
"2025-08-10",0
"2025-08-11",4.9914
"2025-08-12",0
"2025-08-13",0.0014
"2025-08-14",0
"2025-08-15",0
"2025-08-16",0
"2025-08-17",5.0329
"2025-08-18",6.6652
"2025-08-19",0
"2025-08-20",0
"2025-08-21",0.0725
"2025-08-22",3.6452
"2025-08-23",5.0933
"2025-08-24",0
"2025-08-25",9.4715
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.1905
"2025-09-01",0
"2025-09-02",0.1963
"2025-09-03",0.2344
"2025-09-04",0
"2025-09-05",0
"2025-09-06",17.2981
"2025-09-07",0.8665
"2025-09-08",30.6908
"2025-09-09",12.2479
"2025-09-10",16.3567
"2025-09-11",0.2117
"2025-09-12",8.6097
"2025-09-13",0
"2025-09-14",3.7333
"2025-09-15",14.9243
"2025-09-16",21.4395
"2025-09-17",41.7168
"2025-09-18",4.0062
"2025-09-19",5.4695
"2025-09-20",0
"2025-09-21",0.3578
"2025-09-22",0
"2025-09-23",5.2981
"2025-09-24",0.2774
"2025-09-25",3.8531
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.0569
"2025-09-29",0
"2025-09-30",0
"2025-10-01",0
"2025-10-02",0
"2025-10-03",14.2056
"2025-10-04",26.222
"2025-10-05",21.41
"2025-10-06",5.7149
"2025-10-07",10.8081
"2025-10-08",15.2108
"2025-10-09",13.571
"2025-10-10",6.7194
"2025-10-11",14.7045
"2025-10-12",13.7031
"2025-10-13",26.2329
"2025-10-14",16.5015
"2025-10-15",27.6511
"2025-10-16",13.9174
"2025-10-17",30.8353
"2025-10-18",13.1897
"2025-10-19",39.5082
"2025-10-20",41.9514
"2025-10-21",24.8139
"2025-10-22",0
"2025-10-23",0
"2025-10-24",27.4199
"2025-10-25",11.8745
"2025-10-26",10.257
"2025-10-27",7.2924
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",1.4653
"2025-11-02",0.8749
"2025-11-03",0
"2025-11-04",0
"2025-11-05",8.6123
"2025-11-06",8.6739
"2025-11-07",17.371
"2025-11-08",14.0084
"2025-11-09",0.4404
"2025-11-10",5.4692
"2025-11-11",10.9837
"2025-11-12",1.042
"2025-11-13",3.3864
"2025-11-14",1.4202
"2025-11-15",18.1706
"2025-11-16",39.7442
"2025-11-17",32.8353
"2025-11-18",13.8441
"2025-11-19",0.4431
"2025-11-20",27.7292
"2025-11-21",12.5241
"2025-11-22",24.6718
"2025-11-23",38.5153
"2025-11-24",60.8449
"2025-11-25",26.4788
"2025-11-26",65.3173
"2025-11-27",108.907
"2025-11-28",34.0245
"2025-11-29",0.4838
"2025-11-30",0.1272
"2025-12-01",0
"2025-12-02",0
"2025-12-03",0
"2025-12-04",7.8972
"2025-12-05",11.3258
"2025-12-06",0
"2025-12-07",0.5163
"2025-12-08",0.4235
"2025-12-09",15.9035
"2025-12-10",8.3151
"2025-12-11",10.8593
"2025-12-12",0
"2025-12-13",0
"2025-12-14",0
"2025-12-15",0
"2025-12-16",0
"2025-12-17",63.5248
"2025-12-18",19.4804
"2025-12-19",1.5288
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",37.0542
