,"(mm) Precipitation (CHIRPS) at Trincomalee, 2007-01-01 to 2025-12-31"
"2023-05-31",7.5718
"2023-06-01",0.1081
"2023-06-02",0.4645
"2023-06-03",0
"2023-06-04",0.0024
"2023-06-05",0
"2023-06-06",0
"2023-06-07",0
"2023-06-08",0
"2023-06-09",0
"2023-06-10",0
"2023-06-11",0
"2023-06-12",0
"2023-06-13",0
"2023-06-14",0
"2023-06-15",0.549
"2023-06-16",0
"2023-06-17",3.5762
"2023-06-18",4.2933
"2023-06-19",1.0414
"2023-06-20",0
"2023-06-21",4.5996
"2023-06-22",0.0001
"2023-06-23",0
"2023-06-24",0
"2023-06-25",0.0784
"2023-06-26",1.0235
"2023-06-27",0.3304
"2023-06-28",0
"2023-06-29",3.0415
"2023-06-30",0
"2023-07-01",4.2269
"2023-07-02",8.6242
"2023-07-03",4.6948
"2023-07-04",2.5319
"2023-07-05",0.6517
"2023-07-06",3.3968
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",6.7372
"2023-07-11",5.8817
"2023-07-12",0.0228
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0
"2023-07-16",1.533
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0.1614
"2023-07-20",0.0735
"2023-07-21",0
"2023-07-22",0
"2023-07-23",3.9203
"2023-07-24",1.6257
"2023-07-25",0.4276
"2023-07-26",2.5265
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0.0018
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0.0009
"2023-08-06",0
"2023-08-07",0
"2023-08-08",0
"2023-08-09",3.6997
"2023-08-10",0.3799
"2023-08-11",0.4569
"2023-08-12",0.2286
"2023-08-13",0.3744
"2023-08-14",0.0579
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0.1173
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0
"2023-08-22",0.8827
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0
"2023-08-29",1.9902
"2023-08-30",3.5383
"2023-08-31",11.7123
"2023-09-01",4.1496
"2023-09-02",0
"2023-09-03",0
"2023-09-04",0
"2023-09-05",0.0041
"2023-09-06",6.0388
"2023-09-07",0.2268
"2023-09-08",0.2547
"2023-09-09",0
"2023-09-10",0
"2023-09-11",0.1231
"2023-09-12",0.4598
"2023-09-13",0.2809
"2023-09-14",0
"2023-09-15",0
"2023-09-16",0.8624
"2023-09-17",13.6493
"2023-09-18",3.388
"2023-09-19",6.5105
"2023-09-20",6.0929
"2023-09-21",2.2533
"2023-09-22",4.6212
"2023-09-23",0
"2023-09-24",0
"2023-09-25",0.2267
"2023-09-26",13.161
"2023-09-27",3.7729
"2023-09-28",4.1485
"2023-09-29",0
"2023-09-30",21.3783
"2023-10-01",7.2021
"2023-10-02",0
"2023-10-03",0.2223
"2023-10-04",0.0041
"2023-10-05",3.0903
"2023-10-06",3.0331
"2023-10-07",1.7246
"2023-10-08",0.0111
"2023-10-09",0.7715
"2023-10-10",0.273
"2023-10-11",14.6848
"2023-10-12",17.6707
"2023-10-13",12.118
"2023-10-14",11.576
"2023-10-15",0.0708
"2023-10-16",5.1403
"2023-10-17",18.7484
"2023-10-18",10.7625
"2023-10-19",8.3848
"2023-10-20",18.4334
"2023-10-21",9.9379
"2023-10-22",3.0656
"2023-10-23",2.0149
"2023-10-24",0
"2023-10-25",0
"2023-10-26",0
"2023-10-27",2.7006
"2023-10-28",16.9546
"2023-10-29",6.3696
"2023-10-30",5.761
"2023-10-31",2.7489
"2023-11-01",23.4316
"2023-11-02",4.4468
"2023-11-03",57.2807
"2023-11-04",41.9782
"2023-11-05",0.322
"2023-11-06",2.6059
"2023-11-07",8.1774
"2023-11-08",3.7903
"2023-11-09",12.5007
"2023-11-10",0
"2023-11-11",18.7149
"2023-11-12",12.8851
"2023-11-13",29.0367
"2023-11-14",13.5858
"2023-11-15",28.8302
"2023-11-16",20.7422
"2023-11-17",7.4488
"2023-11-18",17.1938
"2023-11-19",24.7938
"2023-11-20",7.5584
"2023-11-21",21.6973
"2023-11-22",11.8376
"2023-11-23",0
"2023-11-24",0
"2023-11-25",0.0046
"2023-11-26",1.8708
"2023-11-27",11.0303
"2023-11-28",12.6386
"2023-11-29",28.0131
"2023-11-30",1.5072
"2023-12-01",26.7803
"2023-12-02",30.2112
"2023-12-03",1.5537
"2023-12-04",8.9181
"2023-12-05",6.2647
"2023-12-06",16.2446
"2023-12-07",24.4596
"2023-12-08",10.4673
"2023-12-09",6.0974
"2023-12-10",29.8816
"2023-12-11",9.0704
"2023-12-12",9.733
"2023-12-13",0
"2023-12-14",54.6794
"2023-12-15",52.5083
"2023-12-16",36.1112
"2023-12-17",11.7603
"2023-12-18",17.1272
"2023-12-19",0
"2023-12-20",0.1897
"2023-12-21",1.3444
"2023-12-22",2.8626
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",0.0936
"2023-12-27",0.524
"2023-12-28",16.716
"2023-12-29",4.3824
"2023-12-30",0
"2023-12-31",0
"2024-01-01",15.8382
"2024-01-02",30.4542
"2024-01-03",0
"2024-01-04",0
"2024-01-05",3.6841
"2024-01-06",0
"2024-01-07",0.1241
"2024-01-08",37.31
"2024-01-09",58.6804
"2024-01-10",86.046
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",0.0315
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0.2897
"2024-01-31",0
"2024-02-01",0
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0.0445
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.4225
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",0
"2024-02-14",0
"2024-02-15",0
"2024-02-16",4.9866
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0
"2024-02-24",0
"2024-02-25",5.2864
"2024-02-26",1.9181
"2024-02-27",0
"2024-02-28",0
"2024-02-29",0
"2024-03-01",1.1696
"2024-03-02",2.0531
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0.0639
"2024-03-06",0.0328
"2024-03-07",0
"2024-03-08",0
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.035
"2024-03-22",6.3899
"2024-03-23",0
"2024-03-24",0
"2024-03-25",0
"2024-03-26",0
"2024-03-27",5.6638
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",0
"2024-04-01",0.6663
"2024-04-02",2.8425
"2024-04-03",0
"2024-04-04",0
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0
"2024-04-08",0
"2024-04-09",0
"2024-04-10",0
"2024-04-11",2.7901
"2024-04-12",4.1867
"2024-04-13",0.8149
"2024-04-14",4.3596
"2024-04-15",4.1328
"2024-04-16",0
"2024-04-17",0
"2024-04-18",0
"2024-04-19",0
"2024-04-20",0.0311
"2024-04-21",0
"2024-04-22",0
"2024-04-23",0.1101
"2024-04-24",0
"2024-04-25",2.066
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0
"2024-04-29",1.4029
"2024-04-30",0
"2024-05-01",0
"2024-05-02",0
"2024-05-03",0.0801
"2024-05-04",0
"2024-05-05",0.0008
"2024-05-06",0
"2024-05-07",0.4555
"2024-05-08",3.1753
"2024-05-09",3.4388
"2024-05-10",10.2171
"2024-05-11",5.5773
"2024-05-12",2.7993
"2024-05-13",5.1982
"2024-05-14",27.4952
"2024-05-15",2.7181
"2024-05-16",26.2335
"2024-05-17",7.5384
"2024-05-18",20.6858
"2024-05-19",7.2397
"2024-05-20",2.3923
"2024-05-21",2.2275
"2024-05-22",10.402
"2024-05-23",6.9428
"2024-05-24",6.5701
"2024-05-25",4.2202
"2024-05-26",1.0192
"2024-05-27",0.037
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0
"2024-06-01",2.8578
"2024-06-02",2.9842
"2024-06-03",0.4652
"2024-06-04",0.405
"2024-06-05",0.6287
"2024-06-06",0.2372
"2024-06-07",0.8664
"2024-06-08",0.6403
"2024-06-09",0
"2024-06-10",0.0005
"2024-06-11",0.0997
"2024-06-12",0.3393
"2024-06-13",0
"2024-06-14",0.2504
"2024-06-15",0
"2024-06-16",0.0073
"2024-06-17",0
"2024-06-18",0.158
"2024-06-19",0.0504
"2024-06-20",0.0038
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0.9652
"2024-06-26",0.1164
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.5864
"2024-07-02",0
"2024-07-03",0
"2024-07-04",4.4148
"2024-07-05",0.5112
"2024-07-06",6.9269
"2024-07-07",0.3204
"2024-07-08",0.6458
"2024-07-09",0.0102
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0
"2024-07-13",1.994
"2024-07-14",1.9757
"2024-07-15",6.9852
"2024-07-16",3.1866
"2024-07-17",0.4804
"2024-07-18",0
"2024-07-19",0.0096
"2024-07-20",0
"2024-07-21",0.0154
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",0
"2024-07-29",0.0383
"2024-07-30",0.7621
"2024-07-31",0
"2024-08-01",0.0815
"2024-08-02",0
"2024-08-03",16.102
"2024-08-04",2.9026
"2024-08-05",1.4139
"2024-08-06",8.0681
"2024-08-07",1.733
"2024-08-08",5.2958
"2024-08-09",6.6932
"2024-08-10",1.5433
"2024-08-11",11.1751
"2024-08-12",0
"2024-08-13",0.3716
"2024-08-14",3.8508
"2024-08-15",0.095
"2024-08-16",0.0065
"2024-08-17",8.6838
"2024-08-18",10.3266
"2024-08-19",0.7331
"2024-08-20",2.4563
"2024-08-21",3.8924
"2024-08-22",3.9235
"2024-08-23",2.2637
"2024-08-24",1.5072
"2024-08-25",0.0683
"2024-08-26",1.2508
"2024-08-27",0.2827
"2024-08-28",6.2729
"2024-08-29",3.3714
"2024-08-30",5.2098
"2024-08-31",0.9889
"2024-09-01",0
"2024-09-02",4.5388
"2024-09-03",0
"2024-09-04",0.6492
"2024-09-05",3.8947
"2024-09-06",6.4457
"2024-09-07",0.406
"2024-09-08",1.2061
"2024-09-09",0.3342
"2024-09-10",0
"2024-09-11",0.2407
"2024-09-12",0.0808
"2024-09-13",0.3823
"2024-09-14",0.3489
"2024-09-15",0.7386
"2024-09-16",0
"2024-09-17",5.0275
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.4152
"2024-09-21",0.0862
"2024-09-22",0.0767
"2024-09-23",2.9193
"2024-09-24",0
"2024-09-25",0
"2024-09-26",1.363
"2024-09-27",3.8162
"2024-09-28",0
"2024-09-29",1.0555
"2024-09-30",4.7708
"2024-10-01",10.4039
"2024-10-02",6.4655
"2024-10-03",2.2323
"2024-10-04",4.173
"2024-10-05",5.7061
"2024-10-06",24.0159
"2024-10-07",19.1955
"2024-10-08",6.4424
"2024-10-09",10.2147
"2024-10-10",7.174
"2024-10-11",6.6693
"2024-10-12",3.1782
"2024-10-13",10.2186
"2024-10-14",12.6417
"2024-10-15",11.6426
"2024-10-16",0.1723
"2024-10-17",0.2168
"2024-10-18",5.424
"2024-10-19",11.4063
"2024-10-20",10.3179
"2024-10-21",6.7385
"2024-10-22",4.632
"2024-10-23",3.4609
"2024-10-24",0
"2024-10-25",13.0424
"2024-10-26",11.2958
"2024-10-27",4.7037
"2024-10-28",9.3237
"2024-10-29",4.8345
"2024-10-30",4.1365
"2024-10-31",16.251
"2024-11-01",11.9897
"2024-11-02",0.376
"2024-11-03",4.2647
"2024-11-04",5.7111
"2024-11-05",0
"2024-11-06",0
"2024-11-07",3.4366
"2024-11-08",56.7357
"2024-11-09",14.4433
"2024-11-10",0
"2024-11-11",0
"2024-11-12",0.5364
"2024-11-13",4.338
"2024-11-14",12.066
"2024-11-15",0.7419
"2024-11-16",0
"2024-11-17",0
"2024-11-18",2.0221
"2024-11-19",8.2447
"2024-11-20",38.0114
"2024-11-21",17.0444
"2024-11-22",4.4615
"2024-11-23",27.6928
"2024-11-24",64.0215
"2024-11-25",62.374
"2024-11-26",73.9422
"2024-11-27",53.7175
"2024-11-28",42.0716
"2024-11-29",40.6009
"2024-11-30",0
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0
"2024-12-10",0.0428
"2024-12-11",0.725
"2024-12-12",0.4608
"2024-12-13",1.0493
"2024-12-14",2.3303
"2024-12-15",2.6716
"2024-12-16",31.3408
"2024-12-17",14.1555
"2024-12-18",0
"2024-12-19",3.1376
"2024-12-20",15.5444
"2024-12-21",0.126
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",0.8829
"2024-12-29",0
"2024-12-30",44.6802
"2024-12-31",10.248
"2025-01-01",26.8301
"2025-01-02",0.8354
"2025-01-03",0
"2025-01-04",0
"2025-01-05",0.0227
"2025-01-06",0.07
"2025-01-07",0
"2025-01-08",0
"2025-01-09",0.9005
"2025-01-10",12.8108
"2025-01-11",16.2284
"2025-01-12",7.9151
"2025-01-13",0.005
"2025-01-14",56.2264
"2025-01-15",9.6771
"2025-01-16",0
"2025-01-17",9.6959
"2025-01-18",60.7197
"2025-01-19",60.5342
"2025-01-20",0.0074
"2025-01-21",22.0449
"2025-01-22",13.5983
"2025-01-23",1.3494
"2025-01-24",2.4952
"2025-01-25",15.9999
"2025-01-26",3.4147
"2025-01-27",0
"2025-01-28",0
"2025-01-29",3.1258
"2025-01-30",9.3109
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0095
"2025-02-07",0.0447
"2025-02-08",0.0368
"2025-02-09",0
"2025-02-10",1.1413
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0
"2025-02-26",18.7034
"2025-02-27",15.35
"2025-02-28",18.5864
"2025-03-01",13.7986
"2025-03-02",0
"2025-03-03",0.918
"2025-03-04",3.9139
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",7.5216
"2025-03-11",19.068
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0
"2025-03-15",0
"2025-03-16",2.4576
"2025-03-17",0
"2025-03-18",0
"2025-03-19",0
"2025-03-20",0.0576
"2025-03-21",0
"2025-03-22",0
"2025-03-23",0
"2025-03-24",0.0002
"2025-03-25",0
"2025-03-26",0.4812
"2025-03-27",0.3907
"2025-03-28",0
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0
"2025-04-01",0.1369
"2025-04-02",8.2933
"2025-04-03",7.3017
"2025-04-04",0.9514
"2025-04-05",0.6393
"2025-04-06",10.3669
"2025-04-07",6.0529
"2025-04-08",0
"2025-04-09",4.1369
"2025-04-10",1.576
"2025-04-11",0
"2025-04-12",0
"2025-04-13",3.23
"2025-04-14",3.659
"2025-04-15",0
"2025-04-16",0.7621
"2025-04-17",0
"2025-04-18",1.5359
"2025-04-19",1.8746
"2025-04-20",0.9806
"2025-04-21",1.4916
"2025-04-22",0.1444
"2025-04-23",1.9817
"2025-04-24",1.128
"2025-04-25",1.8791
"2025-04-26",2.5818
"2025-04-27",9.3987
"2025-04-28",9.1205
"2025-04-29",7.6186
"2025-04-30",7.8488
"2025-05-01",0.5778
"2025-05-02",6.3499
"2025-05-03",2.6707
"2025-05-04",0
"2025-05-05",6.7243
"2025-05-06",5.7301
"2025-05-07",4.3723
"2025-05-08",1.509
"2025-05-09",5.7845
"2025-05-10",3.5244
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0
"2025-05-14",5.5821
"2025-05-15",9.8852
"2025-05-16",17.867
"2025-05-17",8.4596
"2025-05-18",5.2753
"2025-05-19",14.8299
"2025-05-20",0.3781
"2025-05-21",0
"2025-05-22",0
"2025-05-23",0
"2025-05-24",3.5546
"2025-05-25",0
"2025-05-26",0.1899
"2025-05-27",0.3616
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0
"2025-06-02",0.0168
"2025-06-03",0.2978
"2025-06-04",0
"2025-06-05",5.3717
"2025-06-06",0
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",0
"2025-06-11",0.056
"2025-06-12",0.0516
"2025-06-13",0.1386
"2025-06-14",0.0688
"2025-06-15",0.0231
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0.7677
"2025-06-23",0
"2025-06-24",0
"2025-06-25",0.0008
"2025-06-26",0
"2025-06-27",0
"2025-06-28",1.1089
"2025-06-29",0
"2025-06-30",0.0769
"2025-07-01",0.0008
"2025-07-02",0
"2025-07-03",0.921
"2025-07-04",0.3491
"2025-07-05",0.0306
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",0.0675
"2025-07-11",0.1639
"2025-07-12",0.3265
"2025-07-13",0
"2025-07-14",0
"2025-07-15",1.4338
"2025-07-16",0.3777
"2025-07-17",1.5088
"2025-07-18",4.435
"2025-07-19",3.4386
"2025-07-20",0.0398
"2025-07-21",0
"2025-07-22",0
"2025-07-23",0.1822
"2025-07-24",5.0581
"2025-07-25",1.2513
"2025-07-26",3.404
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0
"2025-07-31",0
"2025-08-01",4.4043
"2025-08-02",14.3489
"2025-08-03",11.3075
"2025-08-04",0.4235
"2025-08-05",0.0798
"2025-08-06",3.2045
"2025-08-07",0
"2025-08-08",1.0556
"2025-08-09",0.1208
"2025-08-10",1.8475
"2025-08-11",0
"2025-08-12",4.7108
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0.0595
"2025-08-16",3.5558
"2025-08-17",4.4855
"2025-08-18",1.5823
"2025-08-19",0
"2025-08-20",0
"2025-08-21",1.3945
"2025-08-22",2.2508
"2025-08-23",0.5812
"2025-08-24",0
"2025-08-25",8.4956
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.921
"2025-09-01",0
"2025-09-02",0.6246
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",7.222
"2025-09-07",7.8742
"2025-09-08",7.5878
"2025-09-09",1.5696
"2025-09-10",1.1209
"2025-09-11",0
"2025-09-12",2.4251
"2025-09-13",0
"2025-09-14",0.1351
"2025-09-15",6.0102
"2025-09-16",6.6563
"2025-09-17",13.1637
"2025-09-18",8.0952
"2025-09-19",10.4428
"2025-09-20",0.0983
"2025-09-21",1.5067
"2025-09-22",0.0188
"2025-09-23",0
"2025-09-24",0
"2025-09-25",0
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.0013
"2025-09-29",0.0119
"2025-09-30",2.5766
"2025-10-01",0.1424
"2025-10-02",0
"2025-10-03",0.2036
"2025-10-04",8.1255
"2025-10-05",1.195
"2025-10-06",2.2358
"2025-10-07",3.5421
"2025-10-08",5.3592
"2025-10-09",2.9679
"2025-10-10",3.6405
"2025-10-11",1.7247
"2025-10-12",0
"2025-10-13",0
"2025-10-14",1.2158
"2025-10-15",2.7344
"2025-10-16",0.7811
"2025-10-17",5.5617
"2025-10-18",0.3405
"2025-10-19",5.1476
"2025-10-20",33.2389
"2025-10-21",20.8114
"2025-10-22",1.2709
"2025-10-23",0.1598
"2025-10-24",14.1043
"2025-10-25",10.8339
"2025-10-26",13.0752
"2025-10-27",14.2124
"2025-10-28",0
"2025-10-29",0
"2025-10-30",0
"2025-10-31",0
"2025-11-01",0
"2025-11-02",0
"2025-11-03",0
"2025-11-04",11.632
"2025-11-05",8.0099
"2025-11-06",9.6387
"2025-11-07",2.0758
"2025-11-08",0
"2025-11-09",0
"2025-11-10",0.2959
"2025-11-11",6.0727
"2025-11-12",0.1117
"2025-11-13",51.19
"2025-11-14",12.9918
"2025-11-15",6.759
"2025-11-16",36.345
"2025-11-17",18.2565
"2025-11-18",1.5096
"2025-11-19",0.9215
"2025-11-20",27.4137
"2025-11-21",19.6256
"2025-11-22",16.8284
"2025-11-23",44.4164
"2025-11-24",52.2551
"2025-11-25",28.5613
"2025-11-26",25.4052
"2025-11-27",87.1751
"2025-11-28",42.0932
"2025-11-29",6.3485
"2025-11-30",0.2829
"2025-12-01",0
"2025-12-02",0
"2025-12-03",3.4683
"2025-12-04",0
"2025-12-05",3.1787
"2025-12-06",2.3422
"2025-12-07",0
"2025-12-08",0.4388
"2025-12-09",50.8635
"2025-12-10",19.022
"2025-12-11",6.3039
"2025-12-12",0
"2025-12-13",0
"2025-12-14",0
"2025-12-15",43.26
"2025-12-16",13.1025
"2025-12-17",3.1737
"2025-12-18",11.4014
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0.0559
"2025-12-22",0.0115
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",1.8077
"2025-12-31",38.009
