,"(mm) Precipitation (CHIRPS) at Vavuniya, 2007-01-01 to 2025-12-31"
"2023-06-29",0
"2023-06-30",0
"2023-07-01",4.0466
"2023-07-02",10.9581
"2023-07-03",3.7349
"2023-07-04",0.508
"2023-07-05",0.1737
"2023-07-06",3.4944
"2023-07-07",0
"2023-07-08",0
"2023-07-09",0
"2023-07-10",9.8845
"2023-07-11",6.1153
"2023-07-12",0.4848
"2023-07-13",0
"2023-07-14",0
"2023-07-15",0
"2023-07-16",4.564
"2023-07-17",0
"2023-07-18",0
"2023-07-19",0
"2023-07-20",0
"2023-07-21",0.0614
"2023-07-22",0
"2023-07-23",3.7199
"2023-07-24",0.0716
"2023-07-25",0.5339
"2023-07-26",0.7293
"2023-07-27",0
"2023-07-28",0
"2023-07-29",0
"2023-07-30",0
"2023-07-31",0
"2023-08-01",0.0102
"2023-08-02",0
"2023-08-03",0
"2023-08-04",0
"2023-08-05",0.7432
"2023-08-06",0.0902
"2023-08-07",0
"2023-08-08",0.1905
"2023-08-09",1.8767
"2023-08-10",1.2238
"2023-08-11",1.5459
"2023-08-12",1.4126
"2023-08-13",1.5098
"2023-08-14",0
"2023-08-15",0
"2023-08-16",0
"2023-08-17",0
"2023-08-18",0
"2023-08-19",0
"2023-08-20",0
"2023-08-21",0.379
"2023-08-22",4.3385
"2023-08-23",0
"2023-08-24",0
"2023-08-25",0
"2023-08-26",0
"2023-08-27",0
"2023-08-28",0
"2023-08-29",2.3845
"2023-08-30",2.423
"2023-08-31",4.2959
"2023-09-01",13.4133
"2023-09-02",0
"2023-09-03",0.6141
"2023-09-04",0
"2023-09-05",0
"2023-09-06",0.4768
"2023-09-07",0
"2023-09-08",0.0636
"2023-09-09",0
"2023-09-10",0
"2023-09-11",0.8395
"2023-09-12",5.6691
"2023-09-13",0.2306
"2023-09-14",0
"2023-09-15",0
"2023-09-16",1.0091
"2023-09-17",11.264
"2023-09-18",2.302
"2023-09-19",4.9758
"2023-09-20",6.094
"2023-09-21",4.5903
"2023-09-22",6.0396
"2023-09-23",0
"2023-09-24",0
"2023-09-25",2.6217
"2023-09-26",6.0708
"2023-09-27",0.2866
"2023-09-28",2.8906
"2023-09-29",0
"2023-09-30",4.6929
"2023-10-01",1.2789
"2023-10-02",0.4339
"2023-10-03",0
"2023-10-04",0
"2023-10-05",4.8684
"2023-10-06",3.9446
"2023-10-07",3.6349
"2023-10-08",5.1112
"2023-10-09",6.9179
"2023-10-10",1.9585
"2023-10-11",13.8158
"2023-10-12",16.6956
"2023-10-13",25.4849
"2023-10-14",22.9149
"2023-10-15",0.3604
"2023-10-16",6.4285
"2023-10-17",11.9883
"2023-10-18",6.9903
"2023-10-19",0
"2023-10-20",10.9135
"2023-10-21",10.1767
"2023-10-22",2.108
"2023-10-23",0.6137
"2023-10-24",4.6573
"2023-10-25",2.2143
"2023-10-26",0
"2023-10-27",3.1485
"2023-10-28",14.0693
"2023-10-29",1.7329
"2023-10-30",6.4552
"2023-10-31",0
"2023-11-01",15.0857
"2023-11-02",17.468
"2023-11-03",48.2854
"2023-11-04",66.0857
"2023-11-05",12.2412
"2023-11-06",7.2452
"2023-11-07",20.6899
"2023-11-08",7.0078
"2023-11-09",18.0716
"2023-11-10",4.7248
"2023-11-11",31.9028
"2023-11-12",45.3455
"2023-11-13",38.7588
"2023-11-14",20.1947
"2023-11-15",26.3482
"2023-11-16",18.7692
"2023-11-17",2.782
"2023-11-18",26.9304
"2023-11-19",13.7193
"2023-11-20",8.1171
"2023-11-21",20.9113
"2023-11-22",26.0933
"2023-11-23",0
"2023-11-24",1.8889
"2023-11-25",3.8275
"2023-11-26",0.771
"2023-11-27",0.0266
"2023-11-28",4.6481
"2023-11-29",18.3822
"2023-11-30",14.1265
"2023-12-01",56.922
"2023-12-02",37.6976
"2023-12-03",7.5942
"2023-12-04",16.5365
"2023-12-05",1.7776
"2023-12-06",28.2648
"2023-12-07",8.2325
"2023-12-08",7.2176
"2023-12-09",3.4887
"2023-12-10",49.8939
"2023-12-11",11.5161
"2023-12-12",0.0233
"2023-12-13",0
"2023-12-14",58.2116
"2023-12-15",26.6867
"2023-12-16",77.0212
"2023-12-17",16.5269
"2023-12-18",0.7606
"2023-12-19",0
"2023-12-20",0
"2023-12-21",0
"2023-12-22",4.7774
"2023-12-23",0
"2023-12-24",0
"2023-12-25",0
"2023-12-26",0
"2023-12-27",0
"2023-12-28",2.3924
"2023-12-29",0
"2023-12-30",0
"2023-12-31",0
"2024-01-01",0
"2024-01-02",4.1683
"2024-01-03",0
"2024-01-04",0
"2024-01-05",0.0693
"2024-01-06",0
"2024-01-07",1.196
"2024-01-08",18.6258
"2024-01-09",48.2152
"2024-01-10",60.5102
"2024-01-11",0
"2024-01-12",0
"2024-01-13",0
"2024-01-14",0
"2024-01-15",0
"2024-01-16",0
"2024-01-17",0
"2024-01-18",0
"2024-01-19",0.0092
"2024-01-20",0
"2024-01-21",0
"2024-01-22",0
"2024-01-23",0
"2024-01-24",0
"2024-01-25",0
"2024-01-26",0
"2024-01-27",0
"2024-01-28",0
"2024-01-29",0
"2024-01-30",0
"2024-01-31",5.2941
"2024-02-01",0.1247
"2024-02-02",0
"2024-02-03",0
"2024-02-04",0
"2024-02-05",0
"2024-02-06",0
"2024-02-07",0
"2024-02-08",0
"2024-02-09",0.2
"2024-02-10",0
"2024-02-11",0
"2024-02-12",0
"2024-02-13",2.0161
"2024-02-14",0
"2024-02-15",0
"2024-02-16",5.8086
"2024-02-17",0
"2024-02-18",0
"2024-02-19",0
"2024-02-20",0
"2024-02-21",0
"2024-02-22",0
"2024-02-23",0.1218
"2024-02-24",0
"2024-02-25",0.1415
"2024-02-26",0.4452
"2024-02-27",0
"2024-02-28",0
"2024-02-29",0
"2024-03-01",1.3629
"2024-03-02",0.8699
"2024-03-03",0
"2024-03-04",0
"2024-03-05",0
"2024-03-06",0.0221
"2024-03-07",0
"2024-03-08",0.0553
"2024-03-09",0
"2024-03-10",0
"2024-03-11",0
"2024-03-12",0
"2024-03-13",0
"2024-03-14",0
"2024-03-15",0
"2024-03-16",0
"2024-03-17",0
"2024-03-18",0
"2024-03-19",0
"2024-03-20",0
"2024-03-21",0.1633
"2024-03-22",1.1236
"2024-03-23",0
"2024-03-24",0
"2024-03-25",0
"2024-03-26",0.0549
"2024-03-27",8.9881
"2024-03-28",0
"2024-03-29",0
"2024-03-30",0
"2024-03-31",3.3063
"2024-04-01",1.1601
"2024-04-02",5.3481
"2024-04-03",0.186
"2024-04-04",0
"2024-04-05",0
"2024-04-06",0
"2024-04-07",0.06
"2024-04-08",0.1188
"2024-04-09",0
"2024-04-10",0
"2024-04-11",2.9318
"2024-04-12",3.4097
"2024-04-13",0.5033
"2024-04-14",2.7589
"2024-04-15",6.339
"2024-04-16",0
"2024-04-17",0
"2024-04-18",3.2819
"2024-04-19",3.4701
"2024-04-20",2.0264
"2024-04-21",6.122
"2024-04-22",0
"2024-04-23",0
"2024-04-24",0
"2024-04-25",0.7437
"2024-04-26",0
"2024-04-27",0
"2024-04-28",0
"2024-04-29",6.115
"2024-04-30",2.6379
"2024-05-01",0.1742
"2024-05-02",0.046
"2024-05-03",0.3558
"2024-05-04",0
"2024-05-05",1.7846
"2024-05-06",1.8533
"2024-05-07",2.4381
"2024-05-08",5.5389
"2024-05-09",0.0083
"2024-05-10",9.0791
"2024-05-11",8.0708
"2024-05-12",9.3641
"2024-05-13",7.1266
"2024-05-14",17.6562
"2024-05-15",0.5195
"2024-05-16",23.6385
"2024-05-17",7.8131
"2024-05-18",10.7536
"2024-05-19",9.5192
"2024-05-20",3.5701
"2024-05-21",0.7377
"2024-05-22",10.8005
"2024-05-23",3.7387
"2024-05-24",4.9404
"2024-05-25",5.1484
"2024-05-26",4.5338
"2024-05-27",0
"2024-05-28",0
"2024-05-29",0
"2024-05-30",0
"2024-05-31",0.1299
"2024-06-01",1.3996
"2024-06-02",2.7649
"2024-06-03",0
"2024-06-04",0.0115
"2024-06-05",0.2128
"2024-06-06",0.1636
"2024-06-07",0.1688
"2024-06-08",0.12
"2024-06-09",0.0001
"2024-06-10",0.0054
"2024-06-11",0
"2024-06-12",0
"2024-06-13",0
"2024-06-14",0
"2024-06-15",0
"2024-06-16",0
"2024-06-17",0
"2024-06-18",0
"2024-06-19",0
"2024-06-20",0
"2024-06-21",0
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0.0078
"2024-06-26",0
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",0.3195
"2024-07-02",0
"2024-07-03",0
"2024-07-04",5.5251
"2024-07-05",0
"2024-07-06",4.0884
"2024-07-07",0
"2024-07-08",1.5166
"2024-07-09",0
"2024-07-10",0
"2024-07-11",0
"2024-07-12",0
"2024-07-13",1.6516
"2024-07-14",0.993
"2024-07-15",6.4104
"2024-07-16",2.4389
"2024-07-17",0
"2024-07-18",0
"2024-07-19",0
"2024-07-20",0
"2024-07-21",0
"2024-07-22",0
"2024-07-23",0
"2024-07-24",0
"2024-07-25",0
"2024-07-26",0
"2024-07-27",0
"2024-07-28",0
"2024-07-29",0
"2024-07-30",0
"2024-07-31",0
"2024-08-01",0
"2024-08-02",0
"2024-08-03",7.3623
"2024-08-04",3.4973
"2024-08-05",4.5679
"2024-08-06",0.3086
"2024-08-07",4.1575
"2024-08-08",4.5732
"2024-08-09",6.2927
"2024-08-10",2.722
"2024-08-11",7.1269
"2024-08-12",0.1731
"2024-08-13",0.1052
"2024-08-14",2.9633
"2024-08-15",0
"2024-08-16",0.9583
"2024-08-17",3.6555
"2024-08-18",0.5359
"2024-08-19",1.371
"2024-08-20",4.8646
"2024-08-21",1.2425
"2024-08-22",2.4824
"2024-08-23",0.4256
"2024-08-24",0.3997
"2024-08-25",0.2231
"2024-08-26",0.06
"2024-08-27",0.2148
"2024-08-28",2.3436
"2024-08-29",3.5995
"2024-08-30",3.279
"2024-08-31",1.8099
"2024-09-01",0
"2024-09-02",7.8516
"2024-09-03",0
"2024-09-04",2.3459
"2024-09-05",3.1477
"2024-09-06",4.4951
"2024-09-07",0.0674
"2024-09-08",0.585
"2024-09-09",0
"2024-09-10",0
"2024-09-11",0.2021
"2024-09-12",0.3217
"2024-09-13",0.4101
"2024-09-14",0.3939
"2024-09-15",0.3909
"2024-09-16",0
"2024-09-17",0
"2024-09-18",0
"2024-09-19",0
"2024-09-20",0.3563
"2024-09-21",0.0123
"2024-09-22",0.1481
"2024-09-23",0.4166
"2024-09-24",0
"2024-09-25",0
"2024-09-26",7.3257
"2024-09-27",6.8356
"2024-09-28",0
"2024-09-29",0
"2024-09-30",0.0037
"2024-10-01",19.1858
"2024-10-02",4.7922
"2024-10-03",2.2619
"2024-10-04",4.9383
"2024-10-05",6.0724
"2024-10-06",21.1099
"2024-10-07",15.4714
"2024-10-08",11.9482
"2024-10-09",7.4689
"2024-10-10",10.3554
"2024-10-11",0.5551
"2024-10-12",4.4226
"2024-10-13",13.7168
"2024-10-14",12.0022
"2024-10-15",13.165
"2024-10-16",0
"2024-10-17",0
"2024-10-18",5.8775
"2024-10-19",0.0076
"2024-10-20",12.4743
"2024-10-21",15.0635
"2024-10-22",10.6059
"2024-10-23",6.8929
"2024-10-24",0
"2024-10-25",7.174
"2024-10-26",1.0892
"2024-10-27",0.0134
"2024-10-28",17.1863
"2024-10-29",1.0176
"2024-10-30",11.1876
"2024-10-31",22.3888
"2024-11-01",19.3548
"2024-11-02",0.3393
"2024-11-03",6.3618
"2024-11-04",0
"2024-11-05",0
"2024-11-06",0
"2024-11-07",3.3845
"2024-11-08",56.7128
"2024-11-09",19.1889
"2024-11-10",0
"2024-11-11",0
"2024-11-12",11.0355
"2024-11-13",21.7431
"2024-11-14",11.6718
"2024-11-15",4.9156
"2024-11-16",0
"2024-11-17",2.3634
"2024-11-18",6.5515
"2024-11-19",6.4935
"2024-11-20",17.5865
"2024-11-21",33.6573
"2024-11-22",15.5391
"2024-11-23",40.2772
"2024-11-24",54.9047
"2024-11-25",53.8271
"2024-11-26",67.9205
"2024-11-27",60.0554
"2024-11-28",35.879
"2024-11-29",33.0272
"2024-11-30",0
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",0
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",0
"2024-12-09",0
"2024-12-10",3.6821
"2024-12-11",18.6353
"2024-12-12",18.1908
"2024-12-13",0.0198
"2024-12-14",1.3217
"2024-12-15",0.0558
"2024-12-16",24.0659
"2024-12-17",6.8025
"2024-12-18",0
"2024-12-19",0.014
"2024-12-20",0.89
"2024-12-21",0.9531
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0.9907
"2024-12-28",0
"2024-12-29",0
"2024-12-30",25.1026
"2024-12-31",9.0685
"2025-01-01",9.0193
"2025-01-02",0.0984
"2025-01-03",0
"2025-01-04",0
"2025-01-05",0
"2025-01-06",0
"2025-01-07",2.0438
"2025-01-08",0
"2025-01-09",2.0693
"2025-01-10",0.03
"2025-01-11",2.2972
"2025-01-12",11.3883
"2025-01-13",0.5342
"2025-01-14",46.4969
"2025-01-15",3.039
"2025-01-16",0
"2025-01-17",0
"2025-01-18",46.5184
"2025-01-19",38.4855
"2025-01-20",0.4698
"2025-01-21",17.2876
"2025-01-22",19.6088
"2025-01-23",0.6628
"2025-01-24",1.014
"2025-01-25",11.5251
"2025-01-26",2.1932
"2025-01-27",0
"2025-01-28",0
"2025-01-29",0.2497
"2025-01-30",18.651
"2025-01-31",0
"2025-02-01",0
"2025-02-02",0
"2025-02-03",0
"2025-02-04",0
"2025-02-05",0
"2025-02-06",0.0012
"2025-02-07",0.1637
"2025-02-08",0.2117
"2025-02-09",0.0005
"2025-02-10",1.0653
"2025-02-11",0
"2025-02-12",0
"2025-02-13",0
"2025-02-14",0
"2025-02-15",0
"2025-02-16",0
"2025-02-17",0
"2025-02-18",0
"2025-02-19",0
"2025-02-20",0
"2025-02-21",0
"2025-02-22",0
"2025-02-23",0
"2025-02-24",0
"2025-02-25",0.3551
"2025-02-26",14.6853
"2025-02-27",14.5253
"2025-02-28",16.4098
"2025-03-01",6.8879
"2025-03-02",0
"2025-03-03",1.8424
"2025-03-04",8.5401
"2025-03-05",0
"2025-03-06",0
"2025-03-07",0
"2025-03-08",0
"2025-03-09",0
"2025-03-10",2.7559
"2025-03-11",16.4613
"2025-03-12",0
"2025-03-13",0
"2025-03-14",0
"2025-03-15",0.1113
"2025-03-16",9.4509
"2025-03-17",1.2264
"2025-03-18",0
"2025-03-19",0.1984
"2025-03-20",0
"2025-03-21",0
"2025-03-22",0
"2025-03-23",1.401
"2025-03-24",0
"2025-03-25",0.0007
"2025-03-26",0.2126
"2025-03-27",0
"2025-03-28",0.2072
"2025-03-29",0
"2025-03-30",0
"2025-03-31",0
"2025-04-01",1.7025
"2025-04-02",12.9277
"2025-04-03",9.1299
"2025-04-04",4.2197
"2025-04-05",4.858
"2025-04-06",13.7746
"2025-04-07",1.5477
"2025-04-08",0.0415
"2025-04-09",0
"2025-04-10",3.4635
"2025-04-11",0
"2025-04-12",0
"2025-04-13",0.8192
"2025-04-14",0.7652
"2025-04-15",0.0503
"2025-04-16",4.4846
"2025-04-17",0
"2025-04-18",0.4639
"2025-04-19",5.0264
"2025-04-20",1.2325
"2025-04-21",3.7578
"2025-04-22",4.2887
"2025-04-23",3.9021
"2025-04-24",0.4917
"2025-04-25",7.2089
"2025-04-26",6.8956
"2025-04-27",17.786
"2025-04-28",15.248
"2025-04-29",13.5988
"2025-04-30",11.6055
"2025-05-01",0.0637
"2025-05-02",6.7104
"2025-05-03",5.07
"2025-05-04",0.0915
"2025-05-05",10.9765
"2025-05-06",3.1788
"2025-05-07",3.1281
"2025-05-08",1.459
"2025-05-09",5.4497
"2025-05-10",2.2165
"2025-05-11",0
"2025-05-12",0
"2025-05-13",0.1029
"2025-05-14",4.6494
"2025-05-15",8.1588
"2025-05-16",12.2865
"2025-05-17",14.0657
"2025-05-18",6.2645
"2025-05-19",13.5935
"2025-05-20",1.3566
"2025-05-21",0
"2025-05-22",0
"2025-05-23",0
"2025-05-24",0.5403
"2025-05-25",0.0612
"2025-05-26",0.5233
"2025-05-27",0.1861
"2025-05-28",0
"2025-05-29",0
"2025-05-30",0
"2025-05-31",0
"2025-06-01",0.0659
"2025-06-02",0.3282
"2025-06-03",0.2034
"2025-06-04",0
"2025-06-05",4.9115
"2025-06-06",0.0232
"2025-06-07",0
"2025-06-08",0
"2025-06-09",0
"2025-06-10",0
"2025-06-11",0
"2025-06-12",0
"2025-06-13",0
"2025-06-14",0
"2025-06-15",0
"2025-06-16",0
"2025-06-17",0
"2025-06-18",0
"2025-06-19",0
"2025-06-20",0
"2025-06-21",0
"2025-06-22",0.0034
"2025-06-23",0.0005
"2025-06-24",0
"2025-06-25",0
"2025-06-26",0
"2025-06-27",0
"2025-06-28",0.733
"2025-06-29",0
"2025-06-30",0.0771
"2025-07-01",0.0133
"2025-07-02",0.0132
"2025-07-03",0.9506
"2025-07-04",0.1558
"2025-07-05",0.0166
"2025-07-06",0
"2025-07-07",0
"2025-07-08",0
"2025-07-09",0
"2025-07-10",1.8702
"2025-07-11",0.0192
"2025-07-12",1.1546
"2025-07-13",0
"2025-07-14",0
"2025-07-15",0.8482
"2025-07-16",0.2125
"2025-07-17",0.6653
"2025-07-18",2.9955
"2025-07-19",1.7147
"2025-07-20",0.746
"2025-07-21",0.0658
"2025-07-22",0
"2025-07-23",0.6976
"2025-07-24",3.1402
"2025-07-25",0
"2025-07-26",1.071
"2025-07-27",0
"2025-07-28",0
"2025-07-29",0
"2025-07-30",0.4294
"2025-07-31",0.2428
"2025-08-01",4.4637
"2025-08-02",10.3347
"2025-08-03",5.7163
"2025-08-04",2.2019
"2025-08-05",0
"2025-08-06",0
"2025-08-07",0
"2025-08-08",5.0236
"2025-08-09",1.8682
"2025-08-10",0.233
"2025-08-11",0
"2025-08-12",2.298
"2025-08-13",0
"2025-08-14",0
"2025-08-15",0.0014
"2025-08-16",1.9052
"2025-08-17",1.6196
"2025-08-18",0.7618
"2025-08-19",0
"2025-08-20",0
"2025-08-21",1.178
"2025-08-22",0.3592
"2025-08-23",2.2897
"2025-08-24",0
"2025-08-25",3.5347
"2025-08-26",0
"2025-08-27",0
"2025-08-28",0
"2025-08-29",0
"2025-08-30",0
"2025-08-31",0.7867
"2025-09-01",0.2606
"2025-09-02",0
"2025-09-03",0
"2025-09-04",0
"2025-09-05",0
"2025-09-06",10.7216
"2025-09-07",5.9309
"2025-09-08",5.5636
"2025-09-09",4.2193
"2025-09-10",0.3846
"2025-09-11",0
"2025-09-12",7.3865
"2025-09-13",0.646
"2025-09-14",0.9584
"2025-09-15",2.7689
"2025-09-16",6.7345
"2025-09-17",7.4543
"2025-09-18",6.0303
"2025-09-19",0.9226
"2025-09-20",0.0346
"2025-09-21",0.0706
"2025-09-22",0.4622
"2025-09-23",0
"2025-09-24",0
"2025-09-25",0
"2025-09-26",0
"2025-09-27",0
"2025-09-28",0.5441
"2025-09-29",0.5197
"2025-09-30",3.1159
"2025-10-01",0
"2025-10-02",0
"2025-10-03",7.2741
"2025-10-04",8.494
"2025-10-05",6.9286
"2025-10-06",4.5393
"2025-10-07",6.4322
"2025-10-08",6.9655
"2025-10-09",4.5466
"2025-10-10",5.5512
"2025-10-11",3.1896
"2025-10-12",3.847
"2025-10-13",3.1868
"2025-10-14",3.4241
"2025-10-15",6.2522
"2025-10-16",6.2621
"2025-10-17",8.7062
"2025-10-18",0.1779
"2025-10-19",11.0016
"2025-10-20",35.2153
"2025-10-21",16.9102
"2025-10-22",0
"2025-10-23",0
"2025-10-24",23.4745
"2025-10-25",7.9438
"2025-10-26",10.3458
"2025-10-27",20.8156
"2025-10-28",0.4239
"2025-10-29",0
"2025-10-30",0
"2025-10-31",1.1347
"2025-11-01",0.1106
"2025-11-02",0
"2025-11-03",0.7813
"2025-11-04",2.6584
"2025-11-05",4.8039
"2025-11-06",20.6025
"2025-11-07",6.9088
"2025-11-08",0
"2025-11-09",0
"2025-11-10",4.1625
"2025-11-11",8.4315
"2025-11-12",6.5935
"2025-11-13",40.0194
"2025-11-14",6.7841
"2025-11-15",0.1216
"2025-11-16",37.6054
"2025-11-17",26.0815
"2025-11-18",1.2764
"2025-11-19",0
"2025-11-20",23.0227
"2025-11-21",16.4111
"2025-11-22",19.0297
"2025-11-23",40.9417
"2025-11-24",41.6555
"2025-11-25",18.3351
"2025-11-26",15.0434
"2025-11-27",77.6519
"2025-11-28",108.8642
"2025-11-29",15.5427
"2025-11-30",1.9392
"2025-12-01",0
"2025-12-02",0
"2025-12-03",5.7635
"2025-12-04",0
"2025-12-05",0
"2025-12-06",0
"2025-12-07",0
"2025-12-08",0
"2025-12-09",24.5839
"2025-12-10",11.1306
"2025-12-11",0
"2025-12-12",0.4076
"2025-12-13",0
"2025-12-14",0
"2025-12-15",51.8232
"2025-12-16",15.7151
"2025-12-17",7.1432
"2025-12-18",0
"2025-12-19",0
"2025-12-20",0
"2025-12-21",0
"2025-12-22",0
"2025-12-23",0
"2025-12-24",0
"2025-12-25",0.1774
"2025-12-26",0
"2025-12-27",0
"2025-12-28",0
"2025-12-29",0
"2025-12-30",0
"2025-12-31",9.4782
